concept;prefLabel;narrowMatch;broadMatch;closeMatch;altLabel
http://example.org/skos/libri_thesauri_2055;literature and religion;;http://example.org/concepts/libri_thesauri_6496,http://example.org/concepts/libri_thesauri_13826,http://example.org/concepts/libri_thesauri_10950;http://www.wikidata.org/entity/Q115135886,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122369;literatura a náboženství@cs
http://example.org/skos/libri_thesauri_2054;literature and politics;;http://example.org/concepts/libri_thesauri_6496,http://example.org/concepts/libri_thesauri_3864,http://example.org/concepts/libri_thesauri_13826;http://www.wikidata.org/entity/Q115143994,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122370;literatura a politika@cs
http://example.org/skos/libri_thesauri_5058;non-fiction literature;http://example.org/concepts/libri_thesauri_11047;http://example.org/concepts/libri_thesauri_2848,http://example.org/concepts/libri_thesauri_13826;http://www.wikidata.org/entity/Q27801,http://www.yso.fi/onto/yso/p12202,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122372;tietokirjallisuus@fi,literatura faktu@cs
http://example.org/skos/libri_thesauri_5239;boys' literature;;http://example.org/concepts/libri_thesauri_12454,http://example.org/concepts/libri_thesauri_6620;http://www.wikidata.org/entity/Q10635804,http://www.yso.fi/onto/yso/p12591,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122374;poikakirjat@fi,literatura pro chlapce@cs
http://example.org/skos/libri_thesauri_8;girls' literature;;http://example.org/concepts/libri_thesauri_12090,http://example.org/concepts/libri_thesauri_12454;http://www.wikidata.org/entity/Q1743287,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122375;literatura pro dívky@cs
http://example.org/skos/libri_thesauri_2056;literature for women;;http://example.org/concepts/libri_thesauri_6496,http://example.org/concepts/libri_thesauri_13826;http://www.wikidata.org/entity/Q115161673,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122376;literatura pro ženy@cs
http://example.org/skos/libri_thesauri_4714;literary work;http://example.org/concepts/libri_thesauri_2040,http://example.org/concepts/libri_thesauri_5895,http://example.org/concepts/libri_thesauri_4488,http://example.org/concepts/libri_thesauri_8953,http://example.org/concepts/libri_thesauri_6946,http://example.org/concepts/libri_thesauri_7283,http://example.org/concepts/libri_thesauri_7773,http://example.org/concepts/libri_thesauri_4468,http://example.org/concepts/libri_thesauri_4758,http://example.org/concepts/libri_thesauri_13378,http://example.org/concepts/libri_thesauri_13079,http://example.org/concepts/libri_thesauri_9494,http://example.org/concepts/libri_thesauri_7106,http://example.org/concepts/libri_thesauri_6632,http://example.org/concepts/libri_thesauri_13824,http://example.org/concepts/libri_thesauri_9819,http://example.org/concepts/libri_thesauri_6533,http://example.org/concepts/libri_thesauri_3996,http://example.org/concepts/libri_thesauri_13392,http://example.org/concepts/libri_thesauri_4707,http://example.org/concepts/libri_thesauri_6367,http://example.org/concepts/libri_thesauri_4000,http://example.org/concepts/libri_thesauri_8181,http://example.org/concepts/libri_thesauri_14484,http://example.org/concepts/libri_thesauri_10870,http://example.org/concepts/libri_thesauri_8085,http://example.org/concepts/libri_thesauri_13869,http://example.org/concepts/libri_thesauri_12610,http://example.org/concepts/libri_thesauri_9011,http://example.org/concepts/libri_thesauri_4759,http://example.org/concepts/libri_thesauri_7810,http://example.org/concepts/libri_thesauri_5546,http://example.org/concepts/libri_thesauri_6233;http://example.org/concepts/libri_thesauri_7106;http://www.wikidata.org/entity/Q7725634,http://www.yso.fi/onto/yso/p1150,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122380,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph117225;kirjalliset teokset@fi,literární dílo@cs,literární texty@cs
http://example.org/skos/libri_thesauri_2034;literary festival;http://example.org/concepts/libri_thesauri_2572;http://example.org/concepts/libri_thesauri_421;http://www.wikidata.org/entity/Q23902005,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122383;literární festivaly@cs
http://example.org/skos/libri_thesauri_2031;literary character;http://example.org/concepts/libri_thesauri_3125,http://example.org/concepts/libri_thesauri_7666;http://example.org/concepts/libri_thesauri_6496,http://example.org/concepts/libri_thesauri_13826;http://www.wikidata.org/entity/Q3658341,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122390;literární postavy@cs
http://example.org/skos/libri_thesauri_2050;literary translation;;http://example.org/concepts/libri_thesauri_2022,http://example.org/concepts/libri_thesauri_9969;http://www.wikidata.org/entity/Q11828784,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122392;literární překlady@cs
http://example.org/skos/libri_thesauri_2036;literary genre;http://example.org/concepts/libri_thesauri_1757;http://example.org/concepts/libri_thesauri_1445;http://www.wikidata.org/entity/Q223393,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122406;literární žánry@cs
http://example.org/skos/libri_thesauri_3319;Sorbian literature;;;http://www.wikidata.org/entity/Q1607177,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122464;lužickosrbská literatura@cs
http://example.org/skos/libri_thesauri_2085;Macedonian literature;;;http://www.wikidata.org/entity/Q3110349,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122562;makedonská literatura@cs
http://example.org/skos/libri_thesauri_2058;Literature of Morocco;;http://example.org/concepts/libri_thesauri_266;http://www.wikidata.org/entity/Q12179236,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122646;marocká literatura@cs
http://example.org/skos/libri_thesauri_1740;Hungarian poetry;;http://example.org/concepts/libri_thesauri_8365;http://www.wikidata.org/entity/Q113650117,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122706;maďarská poezie@cs
http://example.org/skos/libri_thesauri_3087;romance;http://example.org/concepts/libri_thesauri_2071;http://example.org/concepts/libri_thesauri_6496,http://example.org/concepts/libri_thesauri_13826;http://www.wikidata.org/entity/Q738473,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122873;milostná literatura@cs
http://example.org/skos/libri_thesauri_2886;town books;;;http://www.wikidata.org/entity/Q2326951,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph123104;městské knihy@cs
http://example.org/skos/libri_thesauri_2326;naturalism;;http://example.org/concepts/libri_thesauri_2042;http://www.wikidata.org/entity/Q55996,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph123172;naturalismus (literatura)@cs
http://example.org/skos/libri_thesauri_1461;German-language literature;http://example.org/concepts/libri_thesauri_2640;;http://www.wikidata.org/entity/Q109647876,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph123460;německy psaná literatura@cs
http://example.org/skos/libri_thesauri_1403;French fiction;;http://example.org/concepts/libri_thesauri_1408;http://www.wikidata.org/entity/Q113854122,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph123482;francouzský román@cs
http://example.org/skos/libri_thesauri_1462;German-language lyric;;http://example.org/concepts/libri_thesauri_5257;http://www.wikidata.org/entity/Q15805624,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph123496;německá poezie@cs
http://example.org/skos/libri_thesauri_3138;satirical literature;;;http://www.wikidata.org/entity/Q115160293,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph123502;satirická literatura@cs
http://example.org/skos/libri_thesauri_2806;professional texts;;http://example.org/concepts/libri_thesauri_7106;http://www.wikidata.org/entity/Q115156391,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph123679;odborné texty@cs
http://example.org/skos/libri_thesauri_2413;opera libretto;;http://example.org/concepts/libri_thesauri_2416;http://www.wikidata.org/entity/Q112251972,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph123754;operní libreta@cs
http://example.org/skos/libri_thesauri_2902;Enlightenment (literature);;http://example.org/concepts/libri_thesauri_2042;http://www.wikidata.org/entity/Q354916,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph123860;osvícenství (literatura)@cs
http://example.org/skos/libri_thesauri_2520;Persian poetry;;http://example.org/concepts/libri_thesauri_14284;http://www.wikidata.org/entity/Q113783114,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph124046;perská poezie@cs
http://example.org/skos/libri_thesauri_2571;Poetism;;http://example.org/concepts/libri_thesauri_2042;http://www.wikidata.org/entity/Q1382662,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph124184;poetismus@cs
http://example.org/skos/libri_thesauri_2360;nonsense verse;;http://example.org/concepts/libri_thesauri_10520,http://example.org/concepts/libri_thesauri_2044,http://example.org/concepts/libri_thesauri_2574,http://example.org/concepts/libri_thesauri_3025;http://www.wikidata.org/entity/Q1494806,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph124186;poezie nonsensu@cs
http://example.org/skos/libri_thesauri_2625;Portuguese poetry;;http://example.org/concepts/libri_thesauri_6296;http://www.wikidata.org/entity/Q7232787,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph124378;portugalská poezie@cs
http://example.org/skos/libri_thesauri_7773;pseudepigraph;;http://example.org/concepts/libri_thesauri_4714;http://www.wikidata.org/entity/Q827597,http://www.yso.fi/onto/yso/p18263,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph124771;pseudepigrafit@fi,pseudoepigrafy@cs
http://example.org/skos/libri_thesauri_3003;regional literature;;http://example.org/concepts/libri_thesauri_6496,http://example.org/concepts/libri_thesauri_13826;http://www.wikidata.org/entity/Q26929442,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125079;regionální literatura@cs
http://example.org/skos/libri_thesauri_3096;romantic literature;;http://example.org/concepts/libri_thesauri_5361,http://example.org/concepts/libri_thesauri_2042;http://www.wikidata.org/entity/Q5977111,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125202;romantismus (literatura)@cs
http://example.org/skos/libri_thesauri_3082;Roma literature;;http://example.org/concepts/libri_thesauri_3091;http://www.wikidata.org/entity/Q867256,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125207;romská literatura@cs
http://example.org/skos/libri_thesauri_3110;Russian mythology;;http://example.org/concepts/libri_thesauri_3265;http://www.wikidata.org/entity/Q24759432,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125330;ruská mytologie@cs
http://example.org/skos/libri_thesauri_3114;Russian poetry;;http://example.org/concepts/libri_thesauri_6940;http://www.wikidata.org/entity/Q115160635,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125331;ruská poezie@cs
http://example.org/skos/libri_thesauri_3140;satirical novel;;;http://www.wikidata.org/entity/Q6045975,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125427;satirický román@cs
http://example.org/skos/libri_thesauri_3143;Saudi Arabian literature;;;http://www.wikidata.org/entity/Q112633932,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125428;saúdskoarabská literatura@cs
http://example.org/skos/libri_thesauri_3145;Scandinavian literature;http://example.org/concepts/libri_thesauri_5000,http://example.org/concepts/libri_thesauri_7157,http://example.org/concepts/libri_thesauri_9246,http://example.org/concepts/libri_thesauri_6048,http://example.org/concepts/libri_thesauri_4566,http://example.org/concepts/libri_thesauri_7513;;http://www.wikidata.org/entity/Q367092,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125561;skandinávské literatury@cs
http://example.org/skos/libri_thesauri_3176;Scottish poetry;;http://example.org/concepts/libri_thesauri_3175;http://www.wikidata.org/entity/Q107971457,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125601;skotská poezie@cs
http://example.org/skos/libri_thesauri_3263;Slavic literature;http://example.org/concepts/libri_thesauri_3271,http://example.org/concepts/libri_thesauri_1144,http://example.org/concepts/libri_thesauri_1666;;http://www.wikidata.org/entity/Q7539371,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125653;slovanské literatury@cs
http://example.org/skos/libri_thesauri_3278;Slovak poetry;;http://example.org/concepts/libri_thesauri_5268;http://www.wikidata.org/entity/Q115161728,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125662;slovenská poezie@cs
http://example.org/skos/libri_thesauri_14221;writer;http://example.org/concepts/libri_thesauri_11384,http://example.org/concepts/libri_thesauri_2686,http://example.org/concepts/libri_thesauri_6100,http://example.org/concepts/libri_thesauri_7039,http://example.org/concepts/libri_thesauri_6619,http://example.org/concepts/libri_thesauri_7622,http://example.org/concepts/libri_thesauri_13481,http://example.org/concepts/libri_thesauri_4963;http://example.org/concepts/libri_thesauri_13296;http://www.wikidata.org/entity/Q36180,http://www.yso.fi/onto/yso/p8970,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125911,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125910;kirjailijat@fi,spisovatelé@cs,spisovatelky@cs
http://example.org/skos/libri_thesauri_3220;Serbian poetry;;http://example.org/concepts/libri_thesauri_10823;http://www.wikidata.org/entity/Q12759534,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125991;srbská poezie@cs
http://example.org/skos/libri_thesauri_2163;medieval theatre;;http://example.org/concepts/libri_thesauri_2156;http://www.wikidata.org/entity/Q2247727,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph126236;středověké drama@cs
http://example.org/skos/libri_thesauri_3408;surrealism;;http://example.org/concepts/libri_thesauri_2042;http://www.wikidata.org/entity/Q115125070,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph126285;surrealismus (literatura)@cs
http://example.org/skos/libri_thesauri_3418;symbolism;;http://example.org/concepts/libri_thesauri_2042;http://www.wikidata.org/entity/Q15673106,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph126348;symbolismus (literatura)@cs
http://example.org/skos/libri_thesauri_3428;Tamil literature;;;http://www.wikidata.org/entity/Q10549089,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph126426;tamilská literatura@cs
http://example.org/skos/libri_thesauri_3426;Tajik literature;;;http://www.wikidata.org/entity/Q2371311,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph126827;tádžická literatura@cs
http://example.org/skos/libri_thesauri_3694;Uruguayan literature;;;http://www.wikidata.org/entity/Q24449,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph126950;uruguayská literatura@cs
http://example.org/skos/libri_thesauri_1177;educational text;;;http://www.wikidata.org/entity/Q115160295,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph126976;učební texty@cs
http://example.org/skos/libri_thesauri_3712;verse;http://example.org/concepts/libri_thesauri_1399,http://example.org/concepts/libri_thesauri_592;;http://www.wikidata.org/entity/Q1661,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph127037;verš@cs
http://example.org/skos/libri_thesauri_1364;Flemish literature;;http://example.org/concepts/libri_thesauri_531,http://example.org/concepts/libri_thesauri_10930;http://www.wikidata.org/entity/Q834293,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph127143;vlámská literatura@cs
http://example.org/skos/libri_thesauri_3168;scientific publication;;http://example.org/concepts/libri_thesauri_3166,http://example.org/concepts/libri_thesauri_3441;http://www.wikidata.org/entity/Q591041,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph127375;vědecké publikace@cs
http://example.org/skos/libri_thesauri_3332;Spanish literature;http://example.org/concepts/libri_thesauri_3331,http://example.org/concepts/libri_thesauri_3335;http://example.org/concepts/libri_thesauri_3085;http://www.wikidata.org/entity/Q238499,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph127846;španělská literatura@cs
http://example.org/skos/libri_thesauri_3335;Spanish poetry;;http://example.org/concepts/libri_thesauri_3332,http://example.org/concepts/libri_thesauri_7253;http://www.wikidata.org/entity/Q3426697,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph127847;španělská poezie@cs
http://example.org/skos/libri_thesauri_1016;Czech drama;;http://example.org/concepts/libri_thesauri_7660;http://www.wikidata.org/entity/Q112787492,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph128137;české drama@cs
http://example.org/skos/libri_thesauri_3996;article;http://example.org/concepts/libri_thesauri_2348,http://example.org/concepts/libri_thesauri_2091,http://example.org/concepts/libri_thesauri_8691;http://example.org/concepts/libri_thesauri_4714;http://www.wikidata.org/entity/Q191067,http://www.yso.fi/onto/yso/p10115,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph128186;artikkelit (julkaisut)@fi,články@cs
http://example.org/skos/libri_thesauri_752;Chinese poetry;http://example.org/concepts/libri_thesauri_3429;http://example.org/concepts/libri_thesauri_6858;http://www.wikidata.org/entity/Q1069928,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph128209;čínská poezie@cs
http://example.org/skos/libri_thesauri_325;ancient Greek poetry;;http://example.org/concepts/libri_thesauri_323;http://www.wikidata.org/entity/Q3401097,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph128252;řecká antická poezie@cs
http://example.org/skos/libri_thesauri_2448;Pali literature;;;http://www.wikidata.org/entity/Q3630438,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph135844;literatura páli@cs
http://example.org/skos/libri_thesauri_2846;stanzas;;http://example.org/concepts/libri_thesauri_3714;http://www.wikidata.org/entity/Q12776855,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph135848;strofika@cs
http://example.org/skos/libri_thesauri_3770;Welsh poetry;;http://example.org/concepts/libri_thesauri_3769;http://www.wikidata.org/entity/Q3906965,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph136572;velšská poezie@cs
http://example.org/skos/libri_thesauri_2899;avant-garde literature;;http://example.org/concepts/libri_thesauri_2042;http://www.wikidata.org/entity/Q2873290,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph136899;literární avantgarda@cs
http://example.org/skos/libri_thesauri_14002;cultural heritage;http://example.org/concepts/libri_thesauri_994,http://example.org/concepts/libri_thesauri_1555,http://example.org/concepts/libri_thesauri_10510;http://example.org/concepts/libri_thesauri_11495;http://www.wikidata.org/entity/Q210272,http://www.yso.fi/onto/yso/p8475,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph137975;kulttuuriperintö@fi,kulturní dědictví@cs
http://example.org/skos/libri_thesauri_10476;version, edition, or translation;http://example.org/concepts/libri_thesauri_4363,http://example.org/concepts/libri_thesauri_6229,http://example.org/concepts/libri_thesauri_8214;http://example.org/concepts/libri_thesauri_6572;http://www.wikidata.org/entity/Q3331189,http://www.yso.fi/onto/yso/p26771,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph138305;painokset@fi,edice@cs
http://example.org/skos/libri_thesauri_550;biblical canon;;http://example.org/concepts/libri_thesauri_560;http://www.wikidata.org/entity/Q51623,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph138430;biblický kánon@cs
http://example.org/skos/libri_thesauri_1369;folk ballad;;http://example.org/concepts/libri_thesauri_6367,http://example.org/concepts/libri_thesauri_2423;http://www.wikidata.org/entity/Q1221179,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph138714;lidové balady@cs
http://example.org/skos/libri_thesauri_2039;literary influence;;http://example.org/concepts/libri_thesauri_879;http://www.wikidata.org/entity/Q112778927,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph138746;literární vlivy@cs
http://example.org/skos/libri_thesauri_2640;Prague German Literature;;http://example.org/concepts/libri_thesauri_1461;http://www.wikidata.org/entity/Q12046911,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph138765;pražská německá literatura@cs
http://example.org/skos/libri_thesauri_1941;Kyrgyz literature;;;http://www.wikidata.org/entity/Q55640292,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph139320;kyrgyzská literatura@cs
http://example.org/skos/libri_thesauri_1022;Czech poetry;;http://example.org/concepts/libri_thesauri_7660;http://www.wikidata.org/entity/Q115161045,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph150471;česká poezie@cs,migrantská literatura@cs,noir@cs
http://example.org/skos/libri_thesauri_1237;Estonian poetry;;http://example.org/concepts/libri_thesauri_8271;http://www.wikidata.org/entity/Q12361583,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph159598;estonská poezie@cs
http://example.org/skos/libri_thesauri_2302;narrative mode;;http://example.org/concepts/libri_thesauri_4411;http://www.wikidata.org/entity/Q745775,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph161936;vypravěčské techniky@cs
http://example.org/skos/libri_thesauri_1514;Guatemalan literature;;;http://www.wikidata.org/entity/Q5614300,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph164231;guatemalská literatura@cs
http://example.org/skos/libri_thesauri_3811;writers union;;http://example.org/concepts/libri_thesauri_2673;http://www.wikidata.org/entity/Q12057459,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph164232;svazy spisovatelů@cs
http://example.org/skos/libri_thesauri_3271;Slavonic literature;;http://example.org/concepts/libri_thesauri_3263;http://www.wikidata.org/entity/Q12056112,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph165762;staroslověnská literatura@cs
http://example.org/skos/libri_thesauri_3697;utopian fiction;;http://example.org/concepts/libri_thesauri_10727;http://www.wikidata.org/entity/Q15062360,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph165763;utopická literatura@cs
http://example.org/skos/libri_thesauri_2042;literary movement;http://example.org/concepts/libri_thesauri_9734,http://example.org/concepts/libri_thesauri_2334,http://example.org/concepts/libri_thesauri_3478,http://example.org/concepts/libri_thesauri_1419,http://example.org/concepts/libri_thesauri_2832,http://example.org/concepts/libri_thesauri_1768,http://example.org/concepts/libri_thesauri_2238,http://example.org/concepts/libri_thesauri_3096,http://example.org/concepts/libri_thesauri_2046,http://example.org/concepts/libri_thesauri_3216,http://example.org/concepts/libri_thesauri_2571,http://example.org/concepts/libri_thesauri_10263,http://example.org/concepts/libri_thesauri_3408,http://example.org/concepts/libri_thesauri_2632,http://example.org/concepts/libri_thesauri_827,http://example.org/concepts/libri_thesauri_3041,http://example.org/concepts/libri_thesauri_3418,http://example.org/concepts/libri_thesauri_576,http://example.org/concepts/libri_thesauri_6105,http://example.org/concepts/libri_thesauri_2480,http://example.org/concepts/libri_thesauri_2105,http://example.org/concepts/libri_thesauri_1284,http://example.org/concepts/libri_thesauri_2326,http://example.org/concepts/libri_thesauri_2902,http://example.org/concepts/libri_thesauri_1048,http://example.org/concepts/libri_thesauri_2899,http://example.org/concepts/libri_thesauri_7678;;http://www.wikidata.org/entity/Q3326717,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph165766,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph136571;literární hnutí@cs,literární směry@cs
http://example.org/skos/libri_thesauri_3701;Uzbek literature;;;http://www.wikidata.org/entity/Q4469709,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph168239;uzbecká literatura@cs
http://example.org/skos/libri_thesauri_1384;foreword;;;http://www.wikidata.org/entity/Q1358138,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph172944;předmluvy@cs
http://example.org/skos/libri_thesauri_10490;Hebrew literature;http://example.org/concepts/libri_thesauri_1544;http://example.org/concepts/libri_thesauri_13826;http://www.wikidata.org/entity/Q1057314,http://www.yso.fi/onto/yso/p26845,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph174222;hepreankielinen kirjallisuus@fi,hebrejská literatura@cs
http://example.org/skos/libri_thesauri_669;Canadian literature in English;;http://example.org/concepts/libri_thesauri_670;http://www.wikidata.org/entity/Q115154799,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph174224;kanadská literatura (anglicky)@cs
http://example.org/skos/libri_thesauri_10994;choral book;;http://example.org/concepts/libri_thesauri_2062,http://example.org/concepts/libri_thesauri_11031;http://www.wikidata.org/entity/Q1027825,http://www.yso.fi/onto/yso/p29439,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph182342;koraalikirjat@fi,graduály@cs
http://example.org/skos/libri_thesauri_6099;dramaturge;http://example.org/concepts/libri_thesauri_2807,http://example.org/concepts/libri_thesauri_6099;http://example.org/concepts/libri_thesauri_4861,http://example.org/concepts/libri_thesauri_6099;http://www.wikidata.org/entity/Q487596,http://www.yso.fi/onto/yso/p14470,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph182945,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph977405,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph870675,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph870676;dramaturgit@fi,divadelní dramaturgové@cs,divadelní dramaturgyně@cs,dramaturgové@cs,dramaturgyně@cs
http://example.org/skos/libri_thesauri_3331;Spanish drama;;http://example.org/concepts/libri_thesauri_3332;http://www.wikidata.org/entity/Q115156526,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph187620;španělské drama@cs
http://example.org/skos/libri_thesauri_3162;science fiction short story;;http://example.org/concepts/libri_thesauri_9011;http://www.wikidata.org/entity/Q21905924,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph188872;vědecko-fantastická povídka@cs
http://example.org/skos/libri_thesauri_687;Caribbean literature;;http://example.org/concepts/libri_thesauri_1966;http://www.wikidata.org/entity/Q2176367,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph191061;karibské literatury@cs
http://example.org/skos/libri_thesauri_2059;literature written by women;;;http://www.wikidata.org/entity/Q112778636,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph191898;literatura psaná ženami@cs
http://example.org/skos/libri_thesauri_7403;historical novel;;http://example.org/concepts/libri_thesauri_8085,http://example.org/concepts/libri_thesauri_1580,http://example.org/concepts/libri_thesauri_12403;http://www.wikidata.org/entity/Q192239,http://www.yso.fi/onto/yso/p17377,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph196663,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph119169;historialliset romaanit@fi,historická novela@cs,historický román@cs
