concept;prefLabel;altLabel;relatedMatch;exactMatch
http://example.org/skos/ELB_concept_86;poetry;básnictví', 'Poesía', 'Poetry', 'poezie', 'Poezja';https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125662', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph120249', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph124046', 'http://www.yso.fi/onto/yso/p9439', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122199', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph126443', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125601', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph423579', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1001316', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph159598', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122563', 'http://www.yso.fi/onto/yso/p25708', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1003564', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph867513', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph126233', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph121289', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125299', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph119971', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph572595', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph114518', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph121075', 'http://www.yso.fi/onto/yso/p25442', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph128209', 'https://data.bn.org.pl/api/institutions/authorities.json?id=3795182', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph175736', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph114815', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph231002', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph123464', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph119195', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122447', 'https://data.bn.org.pl/api/institutions/authorities.json?id=3772932', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph639904', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph333365', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph503069', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph116362', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph121195', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph118796', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph138952', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph121237', 'fd133958', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1001423', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph281879', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph196661', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122409', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph121414', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph493970', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph382375', 'http://www.yso.fi/onto/yso/p1365', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph118447', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph128252', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph115803', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph503070', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122481', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph124378', 'https://data.bn.org.pl/api/institutions/authorities.json?id=2096119', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph305415', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph118422', 'http://www.yso.fi/onto/yso/p28375', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph200841', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph115806', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph127889', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph272072', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125331', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125687', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph118723', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph325870', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph117038', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph242432', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph118597', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122194', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph314782', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph119094', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph119679', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph150471', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph455183', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph114051', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph118281', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph123496', 'http://www.yso.fi/onto/yso/p14572', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph118560', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph118808', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph174223', 'http://www.yso.fi/onto/yso/p28767', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph214691', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph803475', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1007273', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph127847', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122201', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph118382', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125012', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph333360', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph456954', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph553918', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph119026', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph229454', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph120065', 'https://data.bn.org.pl/api/institutions/authorities.json?id=3772931', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1001432', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph294143', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph117174', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph118794', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph269109', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122706', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph294147', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph489482', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125650', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125553', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph566138', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125991', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1004451', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph120345', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph314795', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph128259', 'https://data.bn.org.pl/api/institutions/authorities.json?id=35826897', 'http://www.yso.fi/onto/yso/p28242', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph121854', 'http://www.yso.fi/onto/yso/p4', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph121206', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph318994', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph449189', 'http://www.yso.fi/onto/yso/p28729', 'http://www.yso.fi/onto/yso/p29674', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph119168', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph332192', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125130', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph123325', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph120367', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph162920', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph120654', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph136572', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph162926', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph136574', 'http://www.wikidata.org/entity/Q6093382', 'http://www.wikidata.org/entity/Q12759534', 'http://www.wikidata.org/entity/Q3401112', 'http://www.wikidata.org/entity/Q1808721', 'http://www.wikidata.org/entity/Q1069928', 'http://www.wikidata.org/entity/Q113783114', 'http://www.wikidata.org/entity/Q3426697', 'http://www.wikidata.org/entity/Q3906975', 'http://www.wikidata.org/entity/Q580340', 'http://www.wikidata.org/entity/Q1683305', 'http://www.wikidata.org/entity/Q7210060', 'http://www.wikidata.org/entity/Q1784354', 'http://www.wikidata.org/entity/Q8253972', 'http://www.wikidata.org/entity/Q112569686', 'http://www.wikidata.org/entity/Q2671604', 'http://www.wikidata.org/entity/Q113650117', 'http://www.wikidata.org/entity/Q3401097', 'http://www.wikidata.org/entity/Q4887695', 'http://www.wikidata.org/entity/Q6026483', 'http://www.wikidata.org/entity/Q109108751', 'http://www.wikidata.org/entity/Q174864', 'http://www.wikidata.org/entity/Q3401107', 'http://www.wikidata.org/entity/Q3943110', 'http://www.wikidata.org/entity/Q6496542', 'http://www.wikidata.org/entity/Q109570005', 'http://www.wikidata.org/entity/Q596594', 'http://www.wikidata.org/entity/Q4484338', 'http://www.wikidata.org/entity/Q3236984', 'http://www.wikidata.org/entity/Q107226151', 'http://www.wikidata.org/entity/Q5030855', 'http://www.wikidata.org/entity/Q115161045', 'http://www.wikidata.org/entity/Q5398439', 'http://www.wikidata.org/entity/Q3099146', 'http://www.wikidata.org/entity/Q1292502', 'http://www.wikidata.org/entity/Q27186004', 'http://www.wikidata.org/entity/Q7928675', 'http://www.wikidata.org/entity/Q182357', 'http://www.wikidata.org/entity/Q7232787', 'http://www.wikidata.org/entity/Q5450854', 'http://www.wikidata.org/entity/Q115160635', 'http://www.wikidata.org/entity/Q12361583', 'http://www.wikidata.org/entity/Q115161728', 'http://www.wikidata.org/entity/Q6102109', 'http://www.wikidata.org/entity/Q474090', 'http://www.wikidata.org/entity/Q3906965', 'http://www.wikidata.org/entity/Q15805624', 'http://www.wikidata.org/entity/Q107971457'];fd131936', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1007609', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph117253', 'http://www.wikidata.org/entity/Q482'
http://example.org/skos/ELB_concept_87;poetry slam;Slam poetycki';https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph820574', 'http://www.yso.fi/onto/yso/p24219', 'http://www.wikidata.org/entity/Q2293670', 'http://www.wikidata.org/entity/Q20852';
http://example.org/skos/ELB_concept_88;poetry song;;http://www.yso.fi/onto/yso/p1366', 'http://www.wikidata.org/entity/Q4400125';
http://example.org/skos/ELB_concept_89;polemic;;https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph180961', 'https://data.bn.org.pl/api/institutions/authorities.json?id=3581812', 'https://data.bn.org.pl/api/institutions/authorities.json?id=2654233', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph138480', 'http://www.yso.fi/onto/yso/p8610', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph138482', 'http://www.wikidata.org/entity/Q27406';
http://example.org/skos/ELB_concept_90;popular literature;Literatura popularna', 'popular literature', 'populární literatura';;https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph117902', 'https://data.bn.org.pl/api/institutions/authorities.json?id=3605456', 'http://www.wikidata.org/entity/Q2497655'
http://example.org/skos/ELB_concept_91;prose;prose', 'Proza', 'prózy';https://datos.bne.es/tema/XX558292', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph116861', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph995262', 'https://datos.bne.es/tema/XX4719500', 'http://www.yso.fi/onto/yso/p2127', 'http://www.wikidata.org/entity/Q113547767';https://data.bn.org.pl/api/institutions/authorities.json?id=1007995'
http://example.org/skos/ELB_concept_92;prose poetry;proosarunous';http://www.yso.fi/onto/yso/p5808', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph124187', 'http://www.wikidata.org/entity/Q1161145';
http://example.org/skos/ELB_concept_93;psychological novel;psychologické romány', 'psykologiset romaanit';;http://www.yso.fi/onto/yso/p29681'
http://example.org/skos/ELB_concept_94;queer literature;queerlitteratur';;http://www.yso.fi/onto/yso/p29690'
http://example.org/skos/ELB_concept_95;quote;;https://data.bn.org.pl/api/institutions/authorities.json?id=1000926', 'https://data.bn.org.pl/api/institutions/authorities.json?id=2289994';
http://example.org/skos/ELB_concept_96;reference;viitteet';https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125055', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph137162', 'http://www.yso.fi/onto/yso/p9544', 'http://www.yso.fi/onto/yso/p9160', 'http://www.yso.fi/onto/yso/p19523', 'http://www.yso.fi/onto/yso/p28154', 'http://www.yso.fi/onto/yso/p8850', 'http://www.wikidata.org/entity/Q10650311', 'http://www.wikidata.org/entity/Q2984552', 'http://www.wikidata.org/entity/Q15098095', 'http://www.wikidata.org/entity/Q13136', 'http://www.wikidata.org/entity/Q1932812';http://www.yso.fi/onto/yso/p6192'
http://example.org/skos/ELB_concept_97;regional literature;literarura regionální', 'literatura regionální', 'písemnictví regionální', 'regionální literatura';;https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125079', 'http://www.wikidata.org/entity/Q26929442'
http://example.org/skos/ELB_concept_98;religious literature;Literatura religijna', 'Literatura religiosa', 'náboženská literatura', 'religiös litteratur', 'uskonnollinen kirjallisuus', 'česká náboženská literatura';;https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph115475', 'http://www.yso.fi/onto/yso/p7289', 'http://www.wikidata.org/entity/Q12617225'
http://example.org/skos/ELB_concept_99;religious poetry;náboženská poezie', 'uskonnolliset runot';;http://www.yso.fi/onto/yso/p12470', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph917886', 'http://www.wikidata.org/entity/Q14946913', 'http://www.wikidata.org/entity/Q1924246'
http://example.org/skos/ELB_concept_100;reportage;reportáž', 'Reportaż';http://www.yso.fi/onto/yso/p24938', 'https://data.bn.org.pl/api/institutions/authorities.json?id=3581581', 'http://www.yso.fi/onto/yso/p21431', 'http://www.yso.fi/onto/yso/p19654';https://data.bn.org.pl/api/institutions/authorities.json?id=1008325'
http://example.org/skos/ELB_concept_101;review;arvostelu', 'recenze', 'Recenzja', 'reviews';http://www.yso.fi/onto/yso/p7231', 'http://www.yso.fi/onto/yso/p6779', 'https://data.bn.org.pl/api/institutions/authorities.json?id=2386532', 'http://www.yso.fi/onto/yso/p28686', 'https://data.bn.org.pl/api/institutions/authorities.json?id=2386556', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1000000012492', 'http://www.yso.fi/onto/yso/p28172', 'http://www.yso.fi/onto/yso/p3537', 'https://data.bn.org.pl/api/institutions/authorities.json?id=2386551', 'https://data.bn.org.pl/api/institutions/authorities.json?id=2386529', 'http://www.yso.fi/onto/yso/p6612', 'http://www.yso.fi/onto/yso/p6997', 'http://www.yso.fi/onto/yso/p15024', 'http://www.yso.fi/onto/yso/p14741', 'http://www.yso.fi/onto/yso/p16767', 'https://data.bn.org.pl/api/institutions/authorities.json?id=2386566', 'http://www.yso.fi/onto/yso/p9740', 'http://www.wikidata.org/entity/Q110163480', 'http://www.wikidata.org/entity/Q69699844', 'http://www.wikidata.org/entity/Q265158', 'http://www.wikidata.org/entity/Q637866', 'http://www.wikidata.org/entity/Q110419944', 'http://www.wikidata.org/entity/Q93404209', 'http://www.wikidata.org/entity/Q108492447';https://data.bn.org.pl/api/institutions/authorities.json?id=1008280', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125047', 'http://www.wikidata.org/entity/Q265158'
http://example.org/skos/ELB_concept_102;satire;satiiri', 'satira', 'Satire', 'satiry', 'Satyra';https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph136592', 'https://data.bn.org.pl/api/institutions/authorities.json?id=3761565', 'https://data.bn.org.pl/api/institutions/authorities.json?id=2742886', 'https://data.bn.org.pl/api/institutions/authorities.json?id=2646343', 'http://www.wikidata.org/entity/Q7225114';https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125426', 'http://www.yso.fi/onto/yso/p9241', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1008678', 'http://www.wikidata.org/entity/Q128758'
http://example.org/skos/ELB_concept_103;science fiction;;https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph397763', 'http://www.yso.fi/onto/yso/p15527', 'http://www.wikidata.org/entity/Q12132683', 'http://www.wikidata.org/entity/Q3238422';
http://example.org/skos/ELB_concept_104;short story;novelli', 'novellit';https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph188872', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph206882', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph441056', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph114052', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph455184', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph916589', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125663', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph128146', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph128216', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph120372', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph225462', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph294133', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph138470', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125017', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph250076', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125688', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph118392', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph861458', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph127835', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph225464', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph124459', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1007109', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph262185', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph123465', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125332', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph120077', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph218867', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph196668', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph202914', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph118562', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph203856', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph545379', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122874', 'http://www.yso.fi/onto/yso/p26599', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph201913', 'http://www.wikidata.org/entity/Q725377', 'http://www.wikidata.org/entity/Q113806994', 'http://www.wikidata.org/entity/Q49084', 'http://www.wikidata.org/entity/Q5793771', 'http://www.wikidata.org/entity/Q21905924';http://www.yso.fi/onto/yso/p2126', 'http://www.wikidata.org/entity/Q49084'
