concept;prefLabel;altLabel;relatedMatch;exactMatch
http://example.org/skos/ELB_concept_48;folk literature;kansankirjallisuus', 'lidová literatura', 'lidová slovesnost', 'lidové písemnictví', 'literatura lidová', 'Literatura ludowa', 'literatury lidová';https://data.bn.org.pl/api/institutions/authorities.json?id=1003723';https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122308', 'https://data.bn.org.pl/api/institutions/authorities.json?id=10037196', 'http://www.wikidata.org/entity/Q986539'
http://example.org/skos/ELB_concept_49;folk novel;román lidový';;
http://example.org/skos/ELB_concept_50;folk poetry;lidová poesie', 'lidová poezie', 'poesie lidová';http://www.yso.fi/onto/yso/p28767', 'http://www.yso.fi/onto/yso/p25677', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph216762', 'http://www.yso.fi/onto/yso/p28314', 'http://www.yso.fi/onto/yso/p1363', 'http://www.yso.fi/onto/yso/p1361', 'http://www.wikidata.org/entity/Q5643057';https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122307', 'http://www.wikidata.org/entity/Q5643057'
http://example.org/skos/ELB_concept_51;folk song;folk songs', 'folkové písně', 'kansanlaulut', 'lidová píseň', 'lidové písně', 'píseň lidová', 'písně lidové';https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph119196', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph320467', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph320468', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125670', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1230516', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph320417', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph333381', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph320428', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph224500', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph128141', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph138777', 'http://www.wikidata.org/entity/Q12274303', 'http://www.wikidata.org/entity/Q4470542', 'http://www.wikidata.org/entity/Q108821603';http://www.yso.fi/onto/yso/p2842', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph224335', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122317'
http://example.org/skos/ELB_concept_52;folk story;;http://www.yso.fi/onto/yso/p7686', 'http://www.yso.fi/onto/yso/p3505', 'http://www.wikidata.org/entity/Q1221280', 'http://www.wikidata.org/entity/Q189349';
http://example.org/skos/ELB_concept_53;gothic novel;goottilaiset romaanit';;http://www.yso.fi/onto/yso/p25657'
http://example.org/skos/ELB_concept_54;graphic novel;Novelas gráficas', 'Powieść graficzna';http://www.yso.fi/onto/yso/p21268', 'http://www.wikidata.org/entity/Q725377';https://data.bn.org.pl/api/institutions/authorities.json?id=3287146'
http://example.org/skos/ELB_concept_55;historical fiction;;https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph119169', 'http://www.wikidata.org/entity/Q192239';
http://example.org/skos/ELB_concept_56;historical literature;historická literatura';;
http://example.org/skos/ELB_concept_57;historical novel;historiallinen romaani', 'historialliset romaanit', 'historická novela', 'historické romány', 'Novela histórica', 'Novelas históricas', 'Powieść historyczna', 'román historický';;https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph196663', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1013231', 'http://www.yso.fi/onto/yso/p17377', 'http://www.wikidata.org/entity/Q192239'
http://example.org/skos/ELB_concept_58;historical story;povídka historická';;
http://example.org/skos/ELB_concept_59;horror literature;kauhukirjallisuus', 'Literatura grozy', 'horor (literatura)';;https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph200842', 'https://data.bn.org.pl/api/institutions/authorities.json?id=2429252', 'http://www.yso.fi/onto/yso/p15087', 'http://www.wikidata.org/entity/Q193606'
http://example.org/skos/ELB_concept_60;horror novel;Powieść grozy';https://data.bn.org.pl/api/institutions/authorities.json?id=2488690';https://data.bn.org.pl/api/institutions/authorities.json?id=1201230'
http://example.org/skos/ELB_concept_61;horror story;Cuentos de terror', 'Horror stories';;
http://example.org/skos/ELB_concept_62;iconography;Ikonografia', 'ikonografia', 'ikonografie';;https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph121030', 'http://www.yso.fi/onto/yso/p3744', 'http://www.wikidata.org/entity/Q208145'
http://example.org/skos/ELB_concept_63;interview;Entrevistas', 'haastattelut', 'interview', 'Wywiad';https://data.bn.org.pl/api/institutions/authorities.json?id=1012303', 'http://www.yso.fi/onto/yso/p10632', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph218071', 'https://data.bn.org.pl/api/institutions/authorities.json?id=3581480', 'http://www.yso.fi/onto/yso/p23022', 'http://www.yso.fi/onto/yso/p27247', 'http://www.yso.fi/onto/yso/p24491', 'http://www.yso.fi/onto/yso/p22070', 'http://www.wikidata.org/entity/Q12318532', 'http://www.wikidata.org/entity/Q850171', 'http://www.wikidata.org/entity/Q178651';http://www.yso.fi/onto/yso/p17111', 'http://www.wikidata.org/entity/Q5098270'
http://example.org/skos/ELB_concept_64;legend;legenda', 'legendat', 'legends', 'Legendy', 'legendy', 'Leyendas', 'Legends';https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph553921', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph126238', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph126021', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph126866', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125633', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph126041', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph550785', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125673', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1003476', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph124458', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph128004', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122980', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph139246', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph138784', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph128000', 'http://www.yso.fi/onto/yso/p19305', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph125209', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1003478', 'http://www.yso.fi/onto/yso/p14345', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122210', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph123516', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph138782', 'http://www.yso.fi/onto/yso/p10423', 'http://www.yso.fi/onto/yso/p28783', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph168247', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph314797', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph118455', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph128145', 'https://data.bn.org.pl/api/institutions/authorities.json?id=2784932', 'http://www.wikidata.org/entity/Q3482695', 'http://www.wikidata.org/entity/Q44342', 'http://www.wikidata.org/entity/Q189349';https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph139247', 'http://www.yso.fi/onto/yso/p4989', 'http://www.wikidata.org/entity/Q44342'
http://example.org/skos/ELB_concept_65;letter;dopisy', 'kirjeet', 'Listy', 'LIsty', 'písmena';https://data.bn.org.pl/api/institutions/authorities.json?id=1243101', 'https://data.bn.org.pl/api/institutions/authorities.json?id=3582034', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph323747', 'http://www.yso.fi/onto/yso/p2104', 'http://www.yso.fi/onto/yso/p21796', 'http://www.yso.fi/onto/yso/p24007', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph139261', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1003568', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph349181', 'https://datos.bne.es/tema/XX5534564', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph139061', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph360290', 'http://www.yso.fi/onto/yso/p11694', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph115975', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph407299', 'http://www.yso.fi/onto/yso/p16840', 'https://datos.bne.es/tema/XX550086', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1003569', 'http://www.yso.fi/onto/yso/p8645', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph258271', 'http://www.wikidata.org/entity/Q98912', 'http://www.wikidata.org/entity/Q1056617', 'http://www.wikidata.org/entity/Q9788', 'http://www.wikidata.org/entity/Q20058025', 'http://www.wikidata.org/entity/Q59908', 'http://www.wikidata.org/entity/Q10922451', 'http://www.wikidata.org/entity/Q371008', 'http://www.wikidata.org/entity/Q148443', 'http://www.wikidata.org/entity/Q651270';http://www.yso.fi/onto/yso/p8646', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1003567', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph276422', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph119563', 'http://www.wikidata.org/entity/Q133492', 'http://www.wikidata.org/entity/Q9788'
http://example.org/skos/ELB_concept_66;limeric;Limeryki';;https://data.bn.org.pl/api/institutions/authorities.json?id=1011980'
http://example.org/skos/ELB_concept_67;literary miniature;;;
http://example.org/skos/ELB_concept_68;love poetry;milostná poezie', 'Poesía amorosa';http://www.yso.fi/onto/yso/p14766';https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph217893', 'http://www.wikidata.org/entity/Q10296750'
http://example.org/skos/ELB_concept_69;lyric;lyric';http://www.yso.fi/onto/yso/p7177', 'http://www.yso.fi/onto/yso/p12061', 'http://www.yso.fi/onto/yso/p28833', 'http://www.yso.fi/onto/yso/p28808', 'http://www.wikidata.org/entity/Q109671784', 'http://www.wikidata.org/entity/Q602446', 'http://www.wikidata.org/entity/Q19704669';
http://example.org/skos/ELB_concept_70;manga;Manga', 'manga';;https://data.bn.org.pl/api/institutions/authorities.json?id=1982756', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph527859', 'http://www.wikidata.org/entity/Q8274'
http://example.org/skos/ELB_concept_71;melodrama;melodram', 'melodrama', 'Melodramat', 'melodramy';http://www.yso.fi/onto/yso/p38042', 'http://www.wikidata.org/entity/Q15990865';https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122748', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph180969', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122749', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1004167', 'http://www.wikidata.org/entity/Q741702', 'http://www.wikidata.org/entity/Q191489'
http://example.org/skos/ELB_concept_72;memory;Memoria', 'paměť', 'Pamięć', 'vzpomínka', 'Vzpomínky', 'Wspomnienia';https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph272088', 'http://www.yso.fi/onto/yso/p5935', 'http://www.yso.fi/onto/yso/p27025', 'http://www.yso.fi/onto/yso/p27121', 'https://data.bn.org.pl/api/institutions/authorities.json?id=3581204', 'http://www.yso.fi/onto/yso/p19087', 'http://www.yso.fi/onto/yso/p13859', 'http://www.yso.fi/onto/yso/p2607', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph222850', 'http://www.yso.fi/onto/yso/p15809', 'http://www.yso.fi/onto/yso/p13896', 'http://www.yso.fi/onto/yso/p21159', 'http://www.yso.fi/onto/yso/p22037', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph114496', 'http://www.yso.fi/onto/yso/p2608', 'http://www.yso.fi/onto/yso/p28081', 'http://www.yso.fi/onto/yso/p21046', 'http://www.yso.fi/onto/yso/p27950', 'http://www.yso.fi/onto/yso/p8109', 'http://www.yso.fi/onto/yso/p2336', 'http://www.wikidata.org/entity/Q112569602', 'http://www.wikidata.org/entity/Q254217', 'http://www.wikidata.org/entity/Q558929', 'http://www.wikidata.org/entity/Q3072083', 'http://www.wikidata.org/entity/Q492', 'http://www.wikidata.org/entity/Q166118', 'http://www.wikidata.org/entity/Q1497649', 'http://www.wikidata.org/entity/Q160710', 'http://www.wikidata.org/entity/Q18601', 'http://www.wikidata.org/entity/Q18599', 'http://www.wikidata.org/entity/Q682304', 'http://www.wikidata.org/entity/Q1422907';https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph123922', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph524440', 'http://www.wikidata.org/entity/Q492', 'http://www.wikidata.org/entity/Q18733'
http://example.org/skos/ELB_concept_73;miniature;miniatyyrit';http://www.yso.fi/onto/yso/p18636', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph115323', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1010340', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122892', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1004294', 'http://www.yso.fi/onto/yso/p17521', 'http://www.wikidata.org/entity/Q6498959', 'http://www.wikidata.org/entity/Q38999', 'http://www.wikidata.org/entity/Q855753', 'http://www.wikidata.org/entity/Q282129';http://www.yso.fi/onto/yso/p8101'
http://example.org/skos/ELB_concept_74;miniature novel;pienoisromaanit';;http://www.yso.fi/onto/yso/p5306'
http://example.org/skos/ELB_concept_75;miscellanea;;https://data.bn.org.pl/api/institutions/authorities.json?id=3581679';
http://example.org/skos/ELB_concept_76;monograph;Monografia', 'monografie';;https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph116457', 'https://data.bn.org.pl/api/institutions/authorities.json?id=3576029', 'http://www.wikidata.org/entity/Q193495'
http://example.org/skos/ELB_concept_77;musical;Film muzyczny', 'Musical', 'Musicales', 'musikaalit', 'muzikál', 'muzikály';http://www.yso.fi/onto/yso/p618', 'https://data.bn.org.pl/api/institutions/authorities.json?id=36084104', 'http://www.yso.fi/onto/yso/p17513', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1205462', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph135177', 'http://www.yso.fi/onto/yso/p28008', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph625790', 'http://www.yso.fi/onto/yso/p19623', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph120898', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph120924', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph196682', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph173237', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph120915', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph120919', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph138943', 'http://www.yso.fi/onto/yso/p29963', 'http://www.yso.fi/onto/yso/p1884', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph1067525', 'http://www.yso.fi/onto/yso/p7110', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph120897', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1205460', 'http://www.yso.fi/onto/yso/p12941', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph120914', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph137571', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph120922', 'http://www.yso.fi/onto/yso/p1793', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph135171', 'http://www.yso.fi/onto/yso/p37995', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1006640', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph120932', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph170441', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph683444', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph120908', 'http://www.yso.fi/onto/yso/p617', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph114725', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph120934', 'http://www.yso.fi/onto/yso/p1745', 'http://www.yso.fi/onto/yso/p14243', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1000000772796', 'http://www.yso.fi/onto/yso/p3695', 'http://www.wikidata.org/entity/Q34379', 'http://www.wikidata.org/entity/Q179651', 'http://www.wikidata.org/entity/Q53831', 'http://www.wikidata.org/entity/Q6942562', 'http://www.wikidata.org/entity/Q842256', 'http://www.wikidata.org/entity/Q1544924', 'http://www.wikidata.org/entity/Q170406', 'http://www.wikidata.org/entity/Q602446', 'http://www.wikidata.org/entity/Q163829', 'http://www.wikidata.org/entity/Q1955326', 'http://www.wikidata.org/entity/Q504514', 'http://www.wikidata.org/entity/Q1370345', 'http://www.wikidata.org/entity/Q908349', 'http://www.wikidata.org/entity/Q1668139', 'http://www.wikidata.org/entity/Q215380', 'http://www.wikidata.org/entity/Q27908', 'http://www.wikidata.org/entity/Q233861', 'http://www.wikidata.org/entity/Q1955150', 'http://www.wikidata.org/entity/Q9357442', 'http://www.wikidata.org/entity/Q2188189', 'http://www.wikidata.org/entity/Q11748889', 'http://www.wikidata.org/entity/Q2250960', 'http://www.wikidata.org/entity/Q1327500';https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph123058', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1177747', 'http://www.yso.fi/onto/yso/p11693', 'https://datos.bne.es/tema/XX5577262', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph123057', 'http://www.wikidata.org/entity/Q2743'
http://example.org/skos/ELB_concept_78;narrative;narativ', 'narativita';https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph521129', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph123168', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph550166', 'http://www.yso.fi/onto/yso/p20810', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph161936', 'http://www.yso.fi/onto/yso/p25857', 'http://www.yso.fi/onto/yso/p28731', 'http://www.yso.fi/onto/yso/p25858', 'http://www.yso.fi/onto/yso/p28953', 'http://www.yso.fi/onto/yso/p15932', 'http://www.yso.fi/onto/yso/p25660', 'http://www.yso.fi/onto/yso/p22220', 'http://www.wikidata.org/entity/Q745775', 'http://www.wikidata.org/entity/Q1965353', 'http://www.wikidata.org/entity/Q17108519', 'http://www.wikidata.org/entity/Q12745348', 'http://www.wikidata.org/entity/Q2915313';https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph752786', 'http://www.wikidata.org/entity/Q6966232'
http://example.org/skos/ELB_concept_79;novel;novels', 'Powieśc', 'Powieści', 'Powieść', 'romaanit', 'romány';https://data.bn.org.pl/api/institutions/authorities.json?id=3582424', 'http://www.yso.fi/onto/yso/p16071', 'http://www.yso.fi/onto/yso/p29702', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph969574', 'http://www.yso.fi/onto/yso/p29280', 'http://www.yso.fi/onto/yso/p35397', 'http://www.yso.fi/onto/yso/p10095', 'https://data.bn.org.pl/api/institutions/authorities.json?id=3607474', 'https://datos.bne.es/tema/XX544067', 'http://www.yso.fi/onto/yso/p22538', 'https://data.bn.org.pl/api/institutions/authorities.json?id=3746088', 'http://www.yso.fi/onto/yso/p18815', 'http://www.yso.fi/onto/yso/p24256', 'https://data.bn.org.pl/api/institutions/authorities.json?id=3604346', 'https://datos.bne.es/tema/XX539838', 'https://datos.bne.es/tema/XX538133', 'https://data.bn.org.pl/api/institutions/authorities.json?id=3645584', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph500515', 'http://www.yso.fi/onto/yso/p29701', 'https://data.bn.org.pl/api/institutions/authorities.json?id=2455372', 'https://datos.bne.es/tema/XX5118414', 'http://www.yso.fi/onto/yso/p15160', 'http://www.yso.fi/onto/yso/p29719', 'http://www.yso.fi/onto/yso/p19812', 'http://www.yso.fi/onto/yso/p14218', 'http://www.yso.fi/onto/yso/p21268', 'http://www.yso.fi/onto/yso/p28501', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph214685', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph265661', 'https://data.bn.org.pl/api/institutions/authorities.json?id=2456001', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph897441', 'https://datos.bne.es/tema/XX548089', 'http://www.wikidata.org/entity/Q725377', 'http://www.wikidata.org/entity/Q112228685', 'http://www.wikidata.org/entity/Q5487012', 'http://www.wikidata.org/entity/Q948970', 'http://www.wikidata.org/entity/Q17010642', 'http://www.wikidata.org/entity/Q109581872', 'http://www.wikidata.org/entity/Q740919', 'http://www.wikidata.org/entity/Q1235156', 'http://www.wikidata.org/entity/Q12132683', 'http://www.wikidata.org/entity/Q858330', 'http://www.wikidata.org/entity/Q44563', 'http://www.wikidata.org/entity/Q4914883', 'http://www.wikidata.org/entity/Q583976', 'http://www.wikidata.org/entity/Q570341', 'http://www.wikidata.org/entity/Q783459', 'http://www.wikidata.org/entity/Q10522706';https://data.bn.org.pl/api/institutions/authorities.json?id=1007791', 'http://www.yso.fi/onto/yso/p1896', 'http://www.wikidata.org/entity/Q8261'
http://example.org/skos/ELB_concept_80;novella;;https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph196664', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph525340', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph508958', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph120366', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph384549', 'http://www.yso.fi/onto/yso/p5306', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph1058901', 'http://www.wikidata.org/entity/Q149537';
http://example.org/skos/ELB_concept_81;occasional literature;Literatura okolicznościowa';;https://data.bn.org.pl/api/institutions/authorities.json?id=1000000034421'
http://example.org/skos/ELB_concept_82;occasional poetry;Poezja okolicznościowa', 'příležitostná poezie', 'příležitostná báseň', 'Wiersze okolicznościowe', 'Wiersze omkolicznościowe', 'occasional poems', 'tilapäisrunot';;https://data.bn.org.pl/api/institutions/authorities.json?id=3582255', 'http://www.yso.fi/onto/yso/p15117', 'http://www.wikidata.org/entity/Q1499591'
http://example.org/skos/ELB_concept_83;picture poetry;;http://www.yso.fi/onto/yso/p21495', 'http://www.wikidata.org/entity/Q1412196';
http://example.org/skos/ELB_concept_84;poem;báseň', 'básně', 'poéma', 'poemy', 'poémy', 'runo', 'Wiersze';http://www.yso.fi/onto/yso/p11744', 'http://www.yso.fi/onto/yso/p24644', 'http://www.yso.fi/onto/yso/p13533', 'http://www.yso.fi/onto/yso/p11311', 'https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph126357', 'http://www.yso.fi/onto/yso/p28658', 'http://www.yso.fi/onto/yso/p15329', 'http://www.yso.fi/onto/yso/p17090', 'http://www.yso.fi/onto/yso/p9876', 'http://www.yso.fi/onto/yso/p15117', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1955030', 'http://www.yso.fi/onto/yso/p28619', 'http://www.wikidata.org/entity/Q109564886', 'http://www.wikidata.org/entity/Q37484', 'http://www.wikidata.org/entity/Q5185279', 'http://www.wikidata.org/entity/Q1499591', 'http://www.wikidata.org/entity/Q109643965', 'http://www.wikidata.org/entity/Q271802', 'http://www.wikidata.org/entity/Q11869215', 'http://www.wikidata.org/entity/Q1756348';https://data.bn.org.pl/api/institutions/authorities.json?id=35822521'
http://example.org/skos/ELB_concept_85;poetic;;http://www.yso.fi/onto/yso/p37838', 'https://data.bn.org.pl/api/institutions/authorities.json?id=1000000038449';
