entity,source
Leon Karłowicz,Biblioteka Narodowa - kartoteka autorytatywna
Allen Tate,Biblioteka Narodowa - kartoteka autorytatywna
Magdalena Filipska,Biblioteka Narodowa - kartoteka autorytatywna
Nadieżda Mandelsztam,Biblioteka Narodowa - kartoteka autorytatywna
Witold Wróblewski,Biblioteka Narodowa - kartoteka autorytatywna
Wacław Sadkowski,Biblioteka Narodowa - kartoteka autorytatywna
Dieter Harlfinger,Biblioteka Narodowa - kartoteka autorytatywna
Carl von Prantl,Biblioteka Narodowa - kartoteka autorytatywna
Debra Romanick Baldwin,Biblioteka Narodowa - kartoteka autorytatywna
Aleksandra Gad,Biblioteka Narodowa - kartoteka autorytatywna
Rafał Molencki,Biblioteka Narodowa - kartoteka autorytatywna
Joanna Korzeniewska-Berczyńska,Biblioteka Narodowa - kartoteka autorytatywna
Paweł Krupa,Biblioteka Narodowa - kartoteka autorytatywna
Aleksandra Łuczak,Biblioteka Narodowa - kartoteka autorytatywna
Natallâ Uladzimiraŭna Lameka,Biblioteka Narodowa - kartoteka autorytatywna
Alicja Dutkowska,Biblioteka Narodowa - kartoteka autorytatywna
Iwona Kubis,Biblioteka Narodowa - kartoteka autorytatywna
Ingrida Žindžiuvienė,Biblioteka Narodowa - kartoteka autorytatywna
Wen Zhu,Biblioteka Narodowa - kartoteka autorytatywna
Fernanda Isabel Ricardo,Biblioteka Narodowa - kartoteka autorytatywna
Robert L. Belknap,Biblioteka Narodowa - kartoteka autorytatywna
Agnieszka Kocik,Biblioteka Narodowa - kartoteka autorytatywna
Bogusław Biela,Biblioteka Narodowa - kartoteka autorytatywna
Tomasso Meldolesi,Biblioteka Narodowa - kartoteka autorytatywna
Gullaume Bellehumeur,Biblioteka Narodowa - kartoteka autorytatywna
Gaetano Trezza,Biblioteka Narodowa - kartoteka autorytatywna
Agnieszka Kruk,Biblioteka Narodowa - kartoteka autorytatywna
Zigmas Zinkevičius,Biblioteka Narodowa - kartoteka autorytatywna
Anna Krotkiewska-Zagórska,Biblioteka Narodowa - kartoteka autorytatywna
Maciej Rysiewicz,Biblioteka Narodowa - kartoteka autorytatywna
Alfred Edward Housman,Biblioteka Narodowa - kartoteka autorytatywna
Osip Borisovič Rumer,Biblioteka Narodowa - kartoteka autorytatywna
Ulises Ramos,Biblioteka Narodowa - kartoteka autorytatywna
Piotr Józef Hausvater,Biblioteka Narodowa - kartoteka autorytatywna
Wiesław Kotański,Biblioteka Narodowa - kartoteka autorytatywna
Cyprian Podlaszewski,Biblioteka Narodowa - kartoteka autorytatywna
Katarina Glebowicz Witek,Biblioteka Narodowa - kartoteka autorytatywna
Štefan Drug,Biblioteka Narodowa - kartoteka autorytatywna
Nikolaj Mihajlovič Karinskij,Biblioteka Narodowa - kartoteka autorytatywna
Aleksandra Stężała,Biblioteka Narodowa - kartoteka autorytatywna
Robert Kowalski,Biblioteka Narodowa - kartoteka autorytatywna
Weronika Jaworska,Biblioteka Narodowa - kartoteka autorytatywna
Wanda Wolska-Conus,Biblioteka Narodowa - kartoteka autorytatywna
Tadeusz Oracki,Biblioteka Narodowa - kartoteka autorytatywna
Ewa Wiegandtowa,Biblioteka Narodowa - kartoteka autorytatywna
Maria Semeniuk-Polkowska,Biblioteka Narodowa - kartoteka autorytatywna
Clarence Paschall,Biblioteka Narodowa - kartoteka autorytatywna
Zofia Jabłońska-Erdmanowa,Biblioteka Narodowa - kartoteka autorytatywna
Gerhard Prause,Biblioteka Narodowa - kartoteka autorytatywna
Jana Miškovská,Biblioteka Narodowa - kartoteka autorytatywna
Paul Aron,Biblioteka Narodowa - kartoteka autorytatywna
Ryszard Bonisławski,Biblioteka Narodowa - kartoteka autorytatywna
Béatrice Didier,Biblioteka Narodowa - kartoteka autorytatywna
Sławomir Springer,Biblioteka Narodowa - kartoteka autorytatywna
Maria Springer,Biblioteka Narodowa - kartoteka autorytatywna
Marcin Niedźwiadek,Biblioteka Narodowa - kartoteka autorytatywna
Karl Langosch,Biblioteka Narodowa - kartoteka autorytatywna
Janusz Pelc,Biblioteka Narodowa - kartoteka autorytatywna
Anna Pawlaczyk,Biblioteka Narodowa - kartoteka autorytatywna
Irena Hansz,Biblioteka Narodowa - kartoteka autorytatywna
Martin Taburnus,Biblioteka Narodowa - kartoteka autorytatywna
Sławomir Torbus,Biblioteka Narodowa - kartoteka autorytatywna
Magdalena Lipińska-Derlikowska,Biblioteka Narodowa - kartoteka autorytatywna
Mihai Enăchescu,Biblioteka Narodowa - kartoteka autorytatywna
Aleksandra Araszkiewicz,Biblioteka Narodowa - kartoteka autorytatywna
August Boden,Biblioteka Narodowa - kartoteka autorytatywna
Barbara Falleiros,Biblioteka Narodowa - kartoteka autorytatywna
Mirosława Pindór,Biblioteka Narodowa - kartoteka autorytatywna
Ignacy Faczyński,Biblioteka Narodowa - kartoteka autorytatywna
Ol'ga Ìvanìvna Čik,Biblioteka Narodowa - kartoteka autorytatywna
Adam Wilusz,Biblioteka Narodowa - kartoteka autorytatywna
Krystyna Kasprzyk,Biblioteka Narodowa - kartoteka autorytatywna
Ewa Izabela Wiśniewska-Steciuk,Biblioteka Narodowa - kartoteka autorytatywna
Fëdor Polievktovič Fëdorov,Biblioteka Narodowa - kartoteka autorytatywna
Magdalena Stuligrosz,Biblioteka Narodowa - kartoteka autorytatywna
Romuald Gondek,Biblioteka Narodowa - kartoteka autorytatywna
Mychajło Rudnycki,Biblioteka Narodowa - kartoteka autorytatywna
Mariâ Borisovna Plûhanova,Biblioteka Narodowa - kartoteka autorytatywna
Eliza Borkowska,Biblioteka Narodowa - kartoteka autorytatywna
Ji Lu,Biblioteka Narodowa - kartoteka autorytatywna
Roman Fedorovič Timkovskij,Biblioteka Narodowa - kartoteka autorytatywna
Jacek Kuchta,Biblioteka Narodowa - kartoteka autorytatywna
Ants Oras,Biblioteka Narodowa - kartoteka autorytatywna
Lidiâ Ivanovna Barannikova,Biblioteka Narodowa - kartoteka autorytatywna
Agata Cierpisz,Biblioteka Narodowa - kartoteka autorytatywna
Mariâ Stanislavovna Remizova,Biblioteka Narodowa - kartoteka autorytatywna
Barbara Falińska,Biblioteka Narodowa - kartoteka autorytatywna
Oleksìj Prokopčuk,Biblioteka Narodowa - kartoteka autorytatywna
Magdalena Szczębara,Biblioteka Narodowa - kartoteka autorytatywna
Franziska Bruder,Biblioteka Narodowa - kartoteka autorytatywna
Wilhelm Wunderer,Biblioteka Narodowa - kartoteka autorytatywna
Aurelia Es,Biblioteka Narodowa - kartoteka autorytatywna
Agnieszka Knyt,Biblioteka Narodowa - kartoteka autorytatywna
Joseph J. Hughes,Biblioteka Narodowa - kartoteka autorytatywna
Joanna Żuk,Biblioteka Narodowa - kartoteka autorytatywna
Martin Novacký,Biblioteka Narodowa - kartoteka autorytatywna
Joanna Raźny,Biblioteka Narodowa - kartoteka autorytatywna
Georgij Aleksandrovič Pelisov,Biblioteka Narodowa - kartoteka autorytatywna
Richard Stang,Biblioteka Narodowa - kartoteka autorytatywna
Klaus H. Hilzinger,Biblioteka Narodowa - kartoteka autorytatywna
Josef Chmela,Biblioteka Narodowa - kartoteka autorytatywna
Bukar Usman,Biblioteka Narodowa - kartoteka autorytatywna
Heinrich Pantaleon,Biblioteka Narodowa - kartoteka autorytatywna
Henri Sensine,Biblioteka Narodowa - kartoteka autorytatywna
Iwona Kowalska-Nawrocka,Biblioteka Narodowa - kartoteka autorytatywna
Robert Bielecki,Biblioteka Narodowa - kartoteka autorytatywna
Natalâ Ìvanìvna Kul'bìda,Biblioteka Narodowa - kartoteka autorytatywna
Jadwiga Burda,Biblioteka Narodowa - kartoteka autorytatywna
Lech Zieliński,Biblioteka Narodowa - kartoteka autorytatywna
Ruth Klüger,Biblioteka Narodowa - kartoteka autorytatywna
Tadeusz Herrmann,Biblioteka Narodowa - kartoteka autorytatywna
Ewa Ihnatowicz,Biblioteka Narodowa - kartoteka autorytatywna
Agnieszka Dziob,Biblioteka Narodowa - kartoteka autorytatywna
Jelena S. Mladenović,Biblioteka Narodowa - kartoteka autorytatywna
Marcelina Szewczuk-Sadowska,Biblioteka Narodowa - kartoteka autorytatywna
Tat'âna Viktorovna Šmeleva,Biblioteka Narodowa - kartoteka autorytatywna
Karolina Drabikowska,Biblioteka Narodowa - kartoteka autorytatywna
Ewa Kochanowska-Szlęzak,Biblioteka Narodowa - kartoteka autorytatywna
Jerzy Treder,Biblioteka Narodowa - kartoteka autorytatywna
Vilma Zubaitienė,Biblioteka Narodowa - kartoteka autorytatywna
Małgorzata Borek,Biblioteka Narodowa - kartoteka autorytatywna
Albert Lauridsen Thura,Biblioteka Narodowa - kartoteka autorytatywna
Justyna Czaja,Biblioteka Narodowa - kartoteka autorytatywna
Ernst Anselm Joachim Honigmann,Biblioteka Narodowa - kartoteka autorytatywna
Joanna Flinik,Biblioteka Narodowa - kartoteka autorytatywna
Edward W. Said,Biblioteka Narodowa - kartoteka autorytatywna
Beatrice Nickel,Biblioteka Narodowa - kartoteka autorytatywna
Jacqueline de Romilly,Biblioteka Narodowa - kartoteka autorytatywna
Francisco Molina Moreno,Biblioteka Narodowa - kartoteka autorytatywna
Dawid Bujno,Biblioteka Narodowa - kartoteka autorytatywna
Matylda Skubikowska,Biblioteka Narodowa - kartoteka autorytatywna
Izmail Ivanovič Sreznevskij,Biblioteka Narodowa - kartoteka autorytatywna
Wanda Polaszewska,Biblioteka Narodowa - kartoteka autorytatywna
Irina Vladimirovna Štal',Biblioteka Narodowa - kartoteka autorytatywna
Filip Majkowski,Biblioteka Narodowa - kartoteka autorytatywna
Varvara Evgen'evna Dobrovol'skaâ,Biblioteka Narodowa - kartoteka autorytatywna
Lluís Nicolau d'Olwer,Biblioteka Narodowa - kartoteka autorytatywna
Evgenij Martynovič Pridik,Biblioteka Narodowa - kartoteka autorytatywna
Sylvia Sasse,Biblioteka Narodowa - kartoteka autorytatywna
Wojciech Małecki,Biblioteka Narodowa - kartoteka autorytatywna
Marek Dybizbański,Biblioteka Narodowa - kartoteka autorytatywna
Monika Tomaszewska,Biblioteka Narodowa - kartoteka autorytatywna
Vanessa Vitković Marčeta,Biblioteka Narodowa - kartoteka autorytatywna
Teodora Fonović Cvijanović,Biblioteka Narodowa - kartoteka autorytatywna
Gerhard Helbig,Biblioteka Narodowa - kartoteka autorytatywna
Nikolaj Pavlovič Antropov,Biblioteka Narodowa - kartoteka autorytatywna
Uṣā Priyaṁvada,Biblioteka Narodowa - kartoteka autorytatywna
Agnieszka Marciniuk,Biblioteka Narodowa - kartoteka autorytatywna
Katarzyna Pańczyk-Kozłowska,Biblioteka Narodowa - kartoteka autorytatywna
Krystyna Weiher-Sitkiewicz,Biblioteka Narodowa - kartoteka autorytatywna
Patrick De Rynck,Biblioteka Narodowa - kartoteka autorytatywna
Nina Osipovna Osipova,Biblioteka Narodowa - kartoteka autorytatywna
Nurulhude Baykal,Biblioteka Narodowa - kartoteka autorytatywna
Zofia Budrewicz,Biblioteka Narodowa - kartoteka autorytatywna
Jaromira Labudda,Biblioteka Narodowa - kartoteka autorytatywna
Zdzisława Kucharczyk,Biblioteka Narodowa - kartoteka autorytatywna
Anna Chromik,Biblioteka Narodowa - kartoteka autorytatywna
Urszula Magdalena Chowaniec,Biblioteka Narodowa - kartoteka autorytatywna
Iga Reczyńska,Biblioteka Narodowa - kartoteka autorytatywna
Grażyna Obrąpalska,Biblioteka Narodowa - kartoteka autorytatywna
Johann Fück,Biblioteka Narodowa - kartoteka autorytatywna
Andrej Protič,Biblioteka Narodowa - kartoteka autorytatywna
August Böckh,Biblioteka Narodowa - kartoteka autorytatywna
Justyna Kubik,Biblioteka Narodowa - kartoteka autorytatywna
Èlina Mihajlovna Svencickaâ,Biblioteka Narodowa - kartoteka autorytatywna
Samuel Fiszman,Biblioteka Narodowa - kartoteka autorytatywna
Agnieszka Rozpłochowska-Boniatowska,Biblioteka Narodowa - kartoteka autorytatywna
Albert Juszczak,Biblioteka Narodowa - kartoteka autorytatywna
William Arrowsmith,Biblioteka Narodowa - kartoteka autorytatywna
Elena Vladimirovna Mihajlova,Biblioteka Narodowa - kartoteka autorytatywna
Tat'âna Nikolaevna Mel'nikova,Biblioteka Narodowa - kartoteka autorytatywna
Alicja Stępniewska,Biblioteka Narodowa - kartoteka autorytatywna
Alla Vladimirovna Sannikova,Biblioteka Narodowa - kartoteka autorytatywna
Miroslav Drozda,Biblioteka Narodowa - kartoteka autorytatywna
Larysa Leszczenko,Biblioteka Narodowa - kartoteka autorytatywna
Dieter Posdzech,Biblioteka Narodowa - kartoteka autorytatywna
Viktor Markovič Živov,Biblioteka Narodowa - kartoteka autorytatywna
Frances Gillmor,Biblioteka Narodowa - kartoteka autorytatywna
Paulina Abriszewska,Biblioteka Narodowa - kartoteka autorytatywna
Barbara Stefania Nidzgorska-Ciszyńska,Biblioteka Narodowa - kartoteka autorytatywna
Kinga Mielczarek,Biblioteka Narodowa - kartoteka autorytatywna
Jakob Bächtold,Biblioteka Narodowa - kartoteka autorytatywna
Olgerd P. Sherbowitz-Wetzor,Biblioteka Narodowa - kartoteka autorytatywna
Agnieszka Szelega,Biblioteka Narodowa - kartoteka autorytatywna
Genovaitė Irena Vėbrienė,Biblioteka Narodowa - kartoteka autorytatywna
Natal'â Grigor'evna Babenko,Biblioteka Narodowa - kartoteka autorytatywna
Janusz Noniewicz,Biblioteka Narodowa - kartoteka autorytatywna
Piotr Lehr-Spławiński,Biblioteka Narodowa - kartoteka autorytatywna
Przemysław Marciniak,Biblioteka Narodowa - kartoteka autorytatywna
Antoni Talar,Biblioteka Narodowa - kartoteka autorytatywna
Hatif Janabi,Biblioteka Narodowa - kartoteka autorytatywna
Suzanne Paul Michel,Biblioteka Narodowa - kartoteka autorytatywna
Małgorzata Cieśluk,Biblioteka Narodowa - kartoteka autorytatywna
Jacek Zychowicz,Biblioteka Narodowa - kartoteka autorytatywna
Roza Vasil'evna Alimpieva,Biblioteka Narodowa - kartoteka autorytatywna
Pavel Aleksandrovič Viskovatov,Biblioteka Narodowa - kartoteka autorytatywna
Petr Aleksandrovič Efremov,Biblioteka Narodowa - kartoteka autorytatywna
Nikolaj Vasilevič Emel'ânov,Biblioteka Narodowa - kartoteka autorytatywna
Nikolaj Mihailovič Tupikov,Biblioteka Narodowa - kartoteka autorytatywna
Marcus Meiboom,Biblioteka Narodowa - kartoteka autorytatywna
Bernard Szczygielski,Biblioteka Narodowa - kartoteka autorytatywna
Feliks Krzywicki,Biblioteka Narodowa - kartoteka autorytatywna
Ferdinad Holthausen,Biblioteka Narodowa - kartoteka autorytatywna
Viktor Ficek,Biblioteka Narodowa - kartoteka autorytatywna
Joanna Mariuk,Biblioteka Narodowa - kartoteka autorytatywna
Agnès Bastit,Biblioteka Narodowa - kartoteka autorytatywna
Sergìj Vladislavovič Rudnic'kij,Biblioteka Narodowa - kartoteka autorytatywna
Joanna Sowa,Biblioteka Narodowa - kartoteka autorytatywna
Oleg Antonovič Kupčins'kij,Biblioteka Narodowa - kartoteka autorytatywna
Eckhard Nordhofen,Biblioteka Narodowa - kartoteka autorytatywna
Maria Jabłońska,Biblioteka Narodowa - kartoteka autorytatywna
Olesâ Stužuk,Biblioteka Narodowa - kartoteka autorytatywna
Johann Matthias Phrissemius,Biblioteka Narodowa - kartoteka autorytatywna
Georghe I. Tohăneanu,Biblioteka Narodowa - kartoteka autorytatywna
Yakov Malkiel,Biblioteka Narodowa - kartoteka autorytatywna
Aneta Borkowska,Biblioteka Narodowa - kartoteka autorytatywna
Ludwig von Urlichs,Biblioteka Narodowa - kartoteka autorytatywna
Edward Łuczyński,Biblioteka Narodowa - kartoteka autorytatywna
Rajko Petrov Nogo,Biblioteka Narodowa - kartoteka autorytatywna
Grzegorz Walczak,Biblioteka Narodowa - kartoteka autorytatywna
Stefan Zabierowski,Biblioteka Narodowa - kartoteka autorytatywna
Justyna Kwolek,Biblioteka Narodowa - kartoteka autorytatywna
Julian Turteltaub,Biblioteka Narodowa - kartoteka autorytatywna
Beata Verheyden,Biblioteka Narodowa - kartoteka autorytatywna
Tamara Vladimirovna Balašova,Biblioteka Narodowa - kartoteka autorytatywna
Joanna Esquibel,Biblioteka Narodowa - kartoteka autorytatywna
Czesław Łapicz,Biblioteka Narodowa - kartoteka autorytatywna
Vasilij Fedotovič Vorob'ev,Biblioteka Narodowa - kartoteka autorytatywna
Renata Grigoriew,Biblioteka Narodowa - kartoteka autorytatywna
Maximilian Lehnerdt,Biblioteka Narodowa - kartoteka autorytatywna
Adalbert J. Gail,Biblioteka Narodowa - kartoteka autorytatywna
Elżbieta Wróbel,Biblioteka Narodowa - kartoteka autorytatywna
Nelli Fedorovna Kameneva,Biblioteka Narodowa - kartoteka autorytatywna
Marceli Antoni Szulc,Biblioteka Narodowa - kartoteka autorytatywna
Salomon Glass,Biblioteka Narodowa - kartoteka autorytatywna
Jan Tarnacki,Biblioteka Narodowa - kartoteka autorytatywna
Józef Marian Chudek,Biblioteka Narodowa - kartoteka autorytatywna
Richard A. Zipser,Biblioteka Narodowa - kartoteka autorytatywna
Gustavo Balsamo-Crivelli,Biblioteka Narodowa - kartoteka autorytatywna
Pierre Petitmengin,Biblioteka Narodowa - kartoteka autorytatywna
Magnus von Platen,Biblioteka Narodowa - kartoteka autorytatywna
Katarzyna Alicja Zdziera,Biblioteka Narodowa - kartoteka autorytatywna
Gilbert Lely,Biblioteka Narodowa - kartoteka autorytatywna
Liviu Rusu,Biblioteka Narodowa - kartoteka autorytatywna
Agnieszka Rybska,Biblioteka Narodowa - kartoteka autorytatywna
Georges Kleiber,Biblioteka Narodowa - kartoteka autorytatywna
Bożena Taras,Biblioteka Narodowa - kartoteka autorytatywna
Rahul Peter Das,Biblioteka Narodowa - kartoteka autorytatywna
Petar Bunjak,Biblioteka Narodowa - kartoteka autorytatywna
Janusz Arabski,Biblioteka Narodowa - kartoteka autorytatywna
Wieńczysław Niemirowski,Biblioteka Narodowa - kartoteka autorytatywna
Mikola Stepanovič Timošik,Biblioteka Narodowa - kartoteka autorytatywna
Zenon Sobierajski,Biblioteka Narodowa - kartoteka autorytatywna
Józef Kelera,Biblioteka Narodowa - kartoteka autorytatywna
Aleksandra Ziółkowska-Boehm,Biblioteka Narodowa - kartoteka autorytatywna
Jan Świerzowicz,Biblioteka Narodowa - kartoteka autorytatywna
Maude Ashurst Biggs,Biblioteka Narodowa - kartoteka autorytatywna
Anna Daszkiewicz,Biblioteka Narodowa - kartoteka autorytatywna
Bogdan Szymański,Biblioteka Narodowa - kartoteka autorytatywna
Monika Mikina,Biblioteka Narodowa - kartoteka autorytatywna
Monika Kowalczyk-Piaseczna,Biblioteka Narodowa - kartoteka autorytatywna
Guillermo Sucre,Biblioteka Narodowa - kartoteka autorytatywna
Marìâ Ìvanìvna Čikalo,Biblioteka Narodowa - kartoteka autorytatywna
Lûdmila Norajrovna Budagova,Biblioteka Narodowa - kartoteka autorytatywna
Dobrawa Lisak-Gębala,Biblioteka Narodowa - kartoteka autorytatywna
Krystyna Walc,Biblioteka Narodowa - kartoteka autorytatywna
Andrzej Robert Zieliński,Biblioteka Narodowa - kartoteka autorytatywna
Magdalena Waga,Biblioteka Narodowa - kartoteka autorytatywna
Helena Wojcewa,Biblioteka Narodowa - kartoteka autorytatywna
Bohumil Vydra,Biblioteka Narodowa - kartoteka autorytatywna
Michał Paweł Urbaniak,Biblioteka Narodowa - kartoteka autorytatywna
Marcin Urban,Biblioteka Narodowa - kartoteka autorytatywna
Catherine David,Biblioteka Narodowa - kartoteka autorytatywna
Alexander Woolcott,Biblioteka Narodowa - kartoteka autorytatywna
Maciej Twardowski,Biblioteka Narodowa - kartoteka autorytatywna
Władysław Droździk,Biblioteka Narodowa - kartoteka autorytatywna
Hanna Trubicka,Biblioteka Narodowa - kartoteka autorytatywna
Frančiška Trobevšek Drobnak,Biblioteka Narodowa - kartoteka autorytatywna
Waldemar Ostrowski,Biblioteka Narodowa - kartoteka autorytatywna
Josef Heinz Mischel,Biblioteka Narodowa - kartoteka autorytatywna
Anna Bukowska,Biblioteka Narodowa - kartoteka autorytatywna
Claudine Gothot-Mersch,Biblioteka Narodowa - kartoteka autorytatywna
Robert Vivier,Biblioteka Narodowa - kartoteka autorytatywna
Marek Bernacki,Biblioteka Narodowa - kartoteka autorytatywna
Anna Fabrowicz,Biblioteka Narodowa - kartoteka autorytatywna
Nikolaj Mihajlovič Dilevski,Biblioteka Narodowa - kartoteka autorytatywna
Edward S. Joynes,Biblioteka Narodowa - kartoteka autorytatywna
Oksana Sergeevna Issers,Biblioteka Narodowa - kartoteka autorytatywna
Nikolaj Romanovič Kalitin,Biblioteka Narodowa - kartoteka autorytatywna
Susanna Allés Torrent,Biblioteka Narodowa - kartoteka autorytatywna
Kenneth Slawenski,Biblioteka Narodowa - kartoteka autorytatywna
Maria Barbara Styk,Biblioteka Narodowa - kartoteka autorytatywna
Elżbieta Bogdanowicz,Biblioteka Narodowa - kartoteka autorytatywna
Alexander Baumgartner,Biblioteka Narodowa - kartoteka autorytatywna
Iryna Hryhorieva,Biblioteka Narodowa - kartoteka autorytatywna
Boris Vladimirovič Gornung,Biblioteka Narodowa - kartoteka autorytatywna
Aleksandr Grigor'evič Mec,Biblioteka Narodowa - kartoteka autorytatywna
Adam Adamandy Kochański,Biblioteka Narodowa - kartoteka autorytatywna
Louis Crompton,Biblioteka Narodowa - kartoteka autorytatywna
Klementina Rektorisová,Biblioteka Narodowa - kartoteka autorytatywna
Tadži Usman,Biblioteka Narodowa - kartoteka autorytatywna
Anna Rydzewska,Biblioteka Narodowa - kartoteka autorytatywna
Radovan Vučković,Biblioteka Narodowa - kartoteka autorytatywna
Paula Sowińska,Biblioteka Narodowa - kartoteka autorytatywna
Paweł Szewczyk,Biblioteka Narodowa - kartoteka autorytatywna
Lucyna Muszyńska,Biblioteka Narodowa - kartoteka autorytatywna
Julio César Aguilar,Biblioteka Narodowa - kartoteka autorytatywna
Otto Hiltbrunner,Biblioteka Narodowa - kartoteka autorytatywna
Katarzyna Warska,Biblioteka Narodowa - kartoteka autorytatywna
Mateusz Pytko,Biblioteka Narodowa - kartoteka autorytatywna
Katarzyna Kuroczka,Biblioteka Narodowa - kartoteka autorytatywna
Jan M. Kozłowski,Biblioteka Narodowa - kartoteka autorytatywna
Paweł Kozioł,Biblioteka Narodowa - kartoteka autorytatywna
Kenneth Schuyler Lynn,Biblioteka Narodowa - kartoteka autorytatywna
Jacek Kowalski,Biblioteka Narodowa - kartoteka autorytatywna
Urszula Kowalska-Nadolna,Biblioteka Narodowa - kartoteka autorytatywna
Władysława Homowa,Biblioteka Narodowa - kartoteka autorytatywna
Sonja Hilzinger,Biblioteka Narodowa - kartoteka autorytatywna
Jadwiga Mostowska,Biblioteka Narodowa - kartoteka autorytatywna
Geneviève Hily-Mane,Biblioteka Narodowa - kartoteka autorytatywna
István Sőtér,Biblioteka Narodowa - kartoteka autorytatywna
Ann Cederberg,Biblioteka Narodowa - kartoteka autorytatywna
Elżbieta Rafa,Biblioteka Narodowa - kartoteka autorytatywna
Szergej Tóth,Biblioteka Narodowa - kartoteka autorytatywna
Michael André Bernstein,Biblioteka Narodowa - kartoteka autorytatywna
Dezső Keresztury,Biblioteka Narodowa - kartoteka autorytatywna
Wiesław Kulikowski,Biblioteka Narodowa - kartoteka autorytatywna
Savelij Grinberg,Biblioteka Narodowa - kartoteka autorytatywna
Joanna Małecka-Araszkiewicz,Biblioteka Narodowa - kartoteka autorytatywna
Richard A. Lanham,Biblioteka Narodowa - kartoteka autorytatywna
Georgij Georgievič Margvelašvili,Biblioteka Narodowa - kartoteka autorytatywna
Eleonora Kovacs Rac,Biblioteka Narodowa - kartoteka autorytatywna
Balbina Hoppe,Biblioteka Narodowa - kartoteka autorytatywna
Nadiâ Ûríïvna Poliŝuk,Biblioteka Narodowa - kartoteka autorytatywna
Dominika Świątek,Biblioteka Narodowa - kartoteka autorytatywna
Anton Kazìmìravìč Malûk,Biblioteka Narodowa - kartoteka autorytatywna
Daniel Warmuz,Biblioteka Narodowa - kartoteka autorytatywna
Dorota Rybak,Biblioteka Narodowa - kartoteka autorytatywna
Lucyna Warda-Radys,Biblioteka Narodowa - kartoteka autorytatywna
Rafał Rutkowski,Biblioteka Narodowa - kartoteka autorytatywna
Elżbieta Wandycz,Biblioteka Narodowa - kartoteka autorytatywna
Aleksandra Złotocha,Biblioteka Narodowa - kartoteka autorytatywna
Nikolaj Vasil'evič Bannikov,Biblioteka Narodowa - kartoteka autorytatywna
Oksana Anatol'evna Kravčenko,Biblioteka Narodowa - kartoteka autorytatywna
Enrico Mercatali,Biblioteka Narodowa - kartoteka autorytatywna
Dmitrij Antonovič Panov,Biblioteka Narodowa - kartoteka autorytatywna
Sławomir Piontek,Biblioteka Narodowa - kartoteka autorytatywna
Rosalia Hatzilambrou,Biblioteka Narodowa - kartoteka autorytatywna
Fran Ilešič,Biblioteka Narodowa - kartoteka autorytatywna
Wadim Filiks,Biblioteka Narodowa - kartoteka autorytatywna
Izabela Bawej,Biblioteka Narodowa - kartoteka autorytatywna
Else Mundal,Biblioteka Narodowa - kartoteka autorytatywna
Agata Marzec,Biblioteka Narodowa - kartoteka autorytatywna
Kazimieras Gaivenis,Biblioteka Narodowa - kartoteka autorytatywna
Tsiala Kurtsikidze,Biblioteka Narodowa - kartoteka autorytatywna
Georg Zluwa,Biblioteka Narodowa - kartoteka autorytatywna
Katarzyna Chabowska,Biblioteka Narodowa - kartoteka autorytatywna
Aykut Derman,Biblioteka Narodowa - kartoteka autorytatywna
Viktor Vladimirovič Vinogradov,Biblioteka Narodowa - kartoteka autorytatywna
Joanna Figiel,Biblioteka Narodowa - kartoteka autorytatywna
Joost de Bloois,Biblioteka Narodowa - kartoteka autorytatywna
Józef Anzelm Żuliński,Biblioteka Narodowa - kartoteka autorytatywna
Klaus W. Hempfer,Biblioteka Narodowa - kartoteka autorytatywna
Fedor Ivanovič Buslaev,Biblioteka Narodowa - kartoteka autorytatywna
Dorota Pazio-Wlazłowska,Biblioteka Narodowa - kartoteka autorytatywna
Guy Philippart,Biblioteka Narodowa - kartoteka autorytatywna
Marguerite Harl,Biblioteka Narodowa - kartoteka autorytatywna
Maria Załęska,Biblioteka Narodowa - kartoteka autorytatywna
Tytus Kamil Mikołajczak,Biblioteka Narodowa - kartoteka autorytatywna
Vol'ga Vasìl'eŭna Šahab,Biblioteka Narodowa - kartoteka autorytatywna
Jolanta Wolańska,Biblioteka Narodowa - kartoteka autorytatywna
Elżbieta Binder,Biblioteka Narodowa - kartoteka autorytatywna
Ewa Jastrząb,Biblioteka Narodowa - kartoteka autorytatywna
Giuliano Manacorda,Biblioteka Narodowa - kartoteka autorytatywna
Raphael Baer,Biblioteka Narodowa - kartoteka autorytatywna
Mìhaìl Ìvanavìč Ânìckì,Biblioteka Narodowa - kartoteka autorytatywna
Elżbieta Dąbrowicz,Biblioteka Narodowa - kartoteka autorytatywna
Elena Loghinovski,Biblioteka Narodowa - kartoteka autorytatywna
Maria Krupoves,Biblioteka Narodowa - kartoteka autorytatywna
Christoph Klock,Biblioteka Narodowa - kartoteka autorytatywna
Lorenzo Franciosini,Biblioteka Narodowa - kartoteka autorytatywna
Ireneusz Figurski,Biblioteka Narodowa - kartoteka autorytatywna
Grażyna Badoń,Biblioteka Narodowa - kartoteka autorytatywna
Justyna Lech,Biblioteka Narodowa - kartoteka autorytatywna
Iga Horn,Biblioteka Narodowa - kartoteka autorytatywna
Nikica Mihaljević,Biblioteka Narodowa - kartoteka autorytatywna
Magdalena Bator,Biblioteka Narodowa - kartoteka autorytatywna
M. Rosiński,Biblioteka Narodowa - kartoteka autorytatywna
Françoise Touzle-Morisset,Biblioteka Narodowa - kartoteka autorytatywna
