entity,source
Borkman Gunhilda ur. Rentheim,Słownik postaci literackich (Makowiecki)
Borkman Jan Gabriel,1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Borkowska Stefa,Słownik postaci literackich (Makowiecki)
Borkowski Jacek,Słownik postaci literackich (Makowiecki)
Borowicz Helena,Słownik postaci literackich (Makowiecki)
Borowicz Marcin,Szkolny słownik bohaterów literackich | 1600 postaci literackich | Słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Borowiecki Karol,Szkolny słownik bohaterów literackich | 1600 postaci literackich | Słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
"Borowiecki, ojciec Karola",Słownik postaci literackich (Makowiecki)
Borowska Irenka,Słownik postaci literackich (Makowiecki)
Borowska Zosia,Słownik postaci literackich (Makowiecki)
Borowski Henryk,Słownik postaci literackich (Makowiecki)
Borowski Władysław,Szkolny słownik bohaterów literackich | 1600 postaci literackich | Słownik postaci literackich (Makowiecki)
"Borowski, ojciec Irenki",Słownik postaci literackich (Makowiecki)
Borycki Andrzej,Słownik postaci literackich (Makowiecki)
Boryczko Roman,Szkolny słownik bohaterów literackich | 1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Boryna Antek,1600 postaci literackich | 100 bohaterów lektur | Szkolny słownik bohaterów literackich | Słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Boryna Maciej,1600 postaci literackich | 100 bohaterów lektur | Szkolny słownik bohaterów literackich | Słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Borynowa Hanka,Słownik postaci literackich (Makowiecki)
Borynowa Jagna,Słownik postaci literackich (Makowiecki)
"Borynowie, rodzina",Słownik postaci literackich (Makowiecki)
Borys,Szkolny słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Borys Godunow,Słownik postaci literackich (Makowiecki)
Boryta Jaga,Słownik postaci literackich (Makowiecki)
Borzęcka Magdalena,Słownik postaci literackich (Makowiecki)
Borzobohata-Krasieńska Anna,Szkolny słownik bohaterów literackich | 1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Bosinney Filip,Szkolny słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Boska Zosia,Szkolny słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Bothwell James Hepbum,Słownik postaci literackich (Makowiecki)
Botko,Słownik postaci literackich (Makowiecki)
Botwid,Słownik postaci literackich (Makowiecki)
"Bouillon, hrabina",Słownik postaci literackich (Makowiecki)
"Bouix Evelyne, aktorka franc.",Słownik postaci literackich (Makowiecki)
Boulanger Rudolf De,1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Bouquet Carole,Słownik postaci literackich (Makowiecki)
Bouquet Michel,Słownik postaci literackich (Makowiecki)
Bourdon,Słownik postaci literackich (Makowiecki)
Bourienne m-lle,Słownik postaci literackich (Makowiecki)
Bourvil,Słownik postaci literackich (Makowiecki)
Bouvard,Słownik postaci literackich (Makowiecki)
Bovary Berta,Szkolny słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
BOVARY EMMA ur. Rouault,Słownik postaci literackich (Makowiecki)
Bovary Heloiza ur. Debuc,Słownik postaci literackich (Makowiecki)
Bovary Karol,Szkolny słownik bohaterów literackich | 1600 postaci literackich | Słownik postaci literackich (Makowiecki)
"Bowden Doris, aktorka amer.",Słownik postaci literackich (Makowiecki)
Boye Tema,Słownik postaci literackich (Makowiecki)
Boyer Charles,Słownik postaci literackich (Makowiecki)
Boylan Blazes,Słownik postaci literackich (Makowiecki)
Bozowska Stanisława,1600 postaci literackich | Słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Bożena,Szkolny słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Bożyszcze,Szkolny słownik bohaterów literackich | 1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Brabancjo,Szkolny słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Brack,Słownik postaci literackich (Makowiecki)
Bracki Władysław,Słownik postaci literackich (Makowiecki)
Bradwardine Cosmo,Słownik postaci literackich (Makowiecki)
Bragelonne Raoul de,Słownik postaci literackich (Makowiecki)
Brahe Abelone,Słownik postaci literackich (Makowiecki)
"Brahe, hrabia",Słownik postaci literackich (Makowiecki)
Branagh Kenneth,Słownik postaci literackich (Makowiecki)
Brandachłystowa Ludmiła Spirydowna,Słownik postaci literackich (Makowiecki)
Brandauer Klaus Maria,Słownik postaci literackich (Makowiecki)
Brando Marlon,Słownik postaci literackich (Makowiecki)
"Brandt Lars, niem. aktor-amator",Słownik postaci literackich (Makowiecki)
"Brandt Peter, niem. aktor-amator",Słownik postaci literackich (Makowiecki)
Branecki,Słownik postaci literackich (Makowiecki)
Brangien,Szkolny słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Branicki Franciszek Ksawery,Słownik postaci literackich (Makowiecki)
Brant Adam,Szkolny słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Braun Anna,Słownik postaci literackich (Makowiecki)
"Braun Monika, aktorka",Słownik postaci literackich (Makowiecki)
Braunek Małgorzata,Słownik postaci literackich (Makowiecki)
"Braunowie, państwo",Słownik postaci literackich (Makowiecki)
Breakston George,Słownik postaci literackich (Makowiecki)
Brendel Ulrych,Słownik postaci literackich (Makowiecki)
Brett Jeremy,Słownik postaci literackich (Makowiecki)
Breugnon Colas,Szkolny słownik bohaterów literackich | 1600 postaci literackich | Słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Briant Shane,Słownik postaci literackich (Makowiecki)
Brice Pierre,Słownik postaci literackich (Makowiecki)
Brigge Malte Laurids,Słownik postaci literackich (Makowiecki)
Briggs Hortensja,Słownik postaci literackich (Makowiecki)
Brissenden Russ,Szkolny słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Brodniewicz Franciszek,Słownik postaci literackich (Makowiecki)
"Bromden ""Wielki Wódz""",Słownik postaci literackich (Makowiecki)
Bron Róża Aneta zw. Rozanetą,Słownik postaci literackich (Makowiecki)
Broniczowa,Słownik postaci literackich (Makowiecki)
BRONIK zw. BACĄ,Słownik postaci literackich (Makowiecki)
Bronka,Szkolny słownik bohaterów literackich | 1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Broński Jan,Słownik postaci literackich (Makowiecki)
Brosnan Pierce,Słownik postaci literackich (Makowiecki)
Brown,1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Brown Harbert,Słownik postaci literackich (Makowiecki)
"Brown, Ojciec",Słownik postaci literackich (Makowiecki)
"Brownlow, pan",Słownik postaci literackich (Makowiecki)
Bruckner Barbara,Słownik postaci literackich (Makowiecki)
Bruizor,Słownik postaci literackich (Makowiecki)
Brummel de Buffadero-Bluff,Słownik postaci literackich (Makowiecki)
Brunhilda,1600 postaci literackich | Szkolny słownik bohaterów literackich | Słownik postaci mitycznych w literaturze i sztuce | Słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Brunner Fryc,Słownik postaci literackich (Makowiecki)
Bruno S.,Słownik postaci literackich (Makowiecki)
"Briistner, panna",Słownik postaci literackich (Makowiecki)
Brutus Marek,1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Brydzińska Maria,Słownik postaci literackich (Makowiecki)
Brygida,Słownik postaci literackich (Makowiecki)
Brylska Barbara,Słownik postaci literackich (Makowiecki)
Bryndas,Szkolny słownik bohaterów literackich | 1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Brynicka Salomea,Szkolny słownik bohaterów literackich | 1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Brynicki Antoni,Słownik postaci literackich (Makowiecki)
Brynner Yul,Słownik postaci literackich (Makowiecki)
Brytanik,1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Bryzejda,Szkolny słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Bryzżałow,Słownik postaci literackich (Makowiecki)
"Brzescy, rodzina",Słownik postaci literackich (Makowiecki)
Brzeska Magdalena,Szkolny słownik bohaterów literackich | 1600 postaci literackich | Słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Brzeski Zdzisław,Szkolny słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
"Bubnow Nikołaj, aktor ros.",Słownik postaci literackich (Makowiecki)
Bubu z Montparnasse,Słownik postaci literackich (Makowiecki)
"Bucci Flavio, aktor wł.",Słownik postaci literackich (Makowiecki)
Buchanan Daisy,Słownik postaci literackich (Makowiecki)
Buchanan Tom,Szkolny słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Buchholz Horst,Słownik postaci literackich (Makowiecki)
Bucholc Herman,Słownik postaci literackich (Makowiecki)
Buchowicz Władysław,Szkolny słownik bohaterów literackich | Słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
"BUCK, pies",Słownik postaci literackich (Makowiecki)
Buckingham 1 książę,Słownik postaci literackich (Makowiecki)
Buckingham 3 książę,Słownik postaci literackich (Makowiecki)
Budda,Słownik postaci literackich (Makowiecki)
Buddenbrook Antoinette ur. Duchamps,Słownik postaci literackich (Makowiecki)
"BUDDENBROOK ANTONINA 1° v. Grün lich, 2° v. Premaneder",Słownik postaci literackich (Makowiecki)
Buddenbrook Chrystian,Słownik postaci literackich (Makowiecki)
Buddenbrook Gerda ur. Arnoldsen,Słownik postaci literackich (Makowiecki)
Buddenbrook Gotthold,Słownik postaci literackich (Makowiecki)
Buddenbrook Hanno,Słownik postaci literackich (Makowiecki)
Buddenbrook Jan,Szkolny słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Buddenbrook Jean,Szkolny słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Buddenbrook Johann,Słownik postaci literackich (Makowiecki)
Buddenbrook Tomasz,Słownik postaci literackich (Makowiecki)
Buddenbrook ur. Stüwing,Słownik postaci literackich (Makowiecki)
"BUDDENBROOKOWIE, rodzina",Słownik postaci literackich (Makowiecki)
Budionny Siemion Michajłowicz,Słownik postaci literackich (Makowiecki)
"Budowscy, rodzina",Słownik postaci literackich (Makowiecki)
Budowska Julia ur. Weiss,Słownik postaci literackich (Makowiecki)
Budrysowie,1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Budzisz-Krzyżanowska Teresa,Słownik postaci literackich (Makowiecki)
Bueil Anna de,Słownik postaci literackich (Makowiecki)
Buendia Amaranta,Słownik postaci literackich (Makowiecki)
Buendia Amaranta Urszula,Słownik postaci literackich (Makowiecki)
Buendia Arcadio,Słownik postaci literackich (Makowiecki)
Buendia Aureliano,Szkolny słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Buendia Aureliano II,Słownik postaci literackich (Makowiecki)
Buendia Aureliano José,Słownik postaci literackich (Makowiecki)
Buendia José Arcadio,Słownik postaci literackich (Makowiecki)
Buendia José Arcadio II,Słownik postaci literackich (Makowiecki)
Buendia José Arcadio Buendia,Słownik postaci literackich (Makowiecki)
Buendia Piękna Remedios,Słownik postaci literackich (Makowiecki)
Buendia Rebeka,Słownik postaci literackich (Makowiecki)
Buendia Urszula ur. Iguaran,Słownik postaci literackich (Makowiecki)
"BUENDIOWIE, rodzina",Słownik postaci literackich (Makowiecki)
Bukowski Marek,Słownik postaci literackich (Makowiecki)
Bułyczow Jegor Wasiljewicz,Słownik postaci literackich (Makowiecki)
Bułyczow Warwara Jegorowna,Słownik postaci literackich (Makowiecki)
Bumpo Natty,Słownik postaci literackich (Makowiecki)
Bungo,Szkolny słownik bohaterów literackich | 1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Burakowska,Słownik postaci literackich (Makowiecki)
"Burbonowie, dynastia",Słownik postaci literackich (Makowiecki)
Burdabut Iwan,Słownik postaci literackich (Makowiecki)
Burlajew Nikołaj Piotrowicz,Słownik postaci literackich (Makowiecki)
Burłaj Kondrat,Słownik postaci literackich (Makowiecki)
Burmistrz,Słownik postaci literackich (Makowiecki)
Burrus Afranius,Słownik postaci literackich (Makowiecki)
Burton Richard,Słownik postaci literackich (Makowiecki)
Butler Eugenia Wiktoria zw. Bonnie Blue,Słownik postaci literackich (Makowiecki)
Butler Rett,Szkolny słownik bohaterów literackich | 1600 postaci literackich | Słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Butrym Józwa,Szkolny słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
"Butrymowie, rodzina",Słownik postaci literackich (Makowiecki)
Buttler John,Słownik postaci literackich (Makowiecki)
Byczysław,Słownik postaci literackich (Makowiecki)
Byków Roland Anatolijewicz,Słownik postaci literackich (Makowiecki)
BylczyńskiJanusz,Słownik postaci literackich (Makowiecki)
Bystricka Elena Awramowna,Słownik postaci literackich (Makowiecki)
Bystry Hanusz,1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Bystry Marek,Słownik postaci literackich (Makowiecki)
Bzowska Helena,Słownik postaci literackich (Makowiecki)
Bzowski Adam,Słownik postaci literackich (Makowiecki)
Bzowski Szymek,Słownik postaci literackich (Makowiecki)
"C., hrabia",Słownik postaci literackich (Makowiecki)
Caan James,Słownik postaci literackich (Makowiecki)
Cabiński Jan,Słownik postaci literackich (Makowiecki)
Cabot Eben,Szkolny słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Cabot Efraim,Szkolny słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Cabot Piotr,Słownik postaci literackich (Makowiecki)
Cabot Symeon,Słownik postaci literackich (Makowiecki)
"CABOTOWIE, rodzina",Słownik postaci literackich (Makowiecki)
Caderousse Kacper,Słownik postaci literackich (Makowiecki)
Caine Michael,Słownik postaci literackich (Makowiecki)
"Calder-Marshall Anna, aktorka",Słownik postaci literackich (Makowiecki)
Calhem Louis,Słownik postaci literackich (Makowiecki)
Callas Maria,Słownik postaci literackich (Makowiecki)
Całusek,Szkolny słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Camenzind Peter,1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Campbell Helena,Słownik postaci literackich (Makowiecki)
Campeador,Słownik postaci literackich (Makowiecki)
Camusot de Marville Cecylia,Słownik postaci literackich (Makowiecki)
"Camusot de Marville, państwo",Słownik postaci literackich (Makowiecki)
Cantinflas,Słownik postaci literackich (Makowiecki)
Canty Tom,1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Capenko Damian,1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Capitano,Słownik postaci literackich (Makowiecki)
Capuleti Julia,Słownik postaci literackich (Makowiecki)
"Capuleti, ojciec Julii",Słownik postaci literackich (Makowiecki)
Capuleti^ rodzina,Słownik postaci literackich (Makowiecki)
Car Jozef,Słownik postaci literackich (Makowiecki)
Car Justyna,Słownik postaci literackich (Makowiecki)
Cardana Maria,Słownik postaci literackich (Makowiecki)
Carlos Francisco,Słownik postaci literackich (Makowiecki)
Carmet Jean,Słownik postaci literackich (Makowiecki)
Carminanti Tullio,Słownik postaci literackich (Makowiecki)
Carol Martine,Słownik postaci literackich (Makowiecki)
"Caroline, siostra Napoleona I",Słownik postaci literackich (Makowiecki)
Marie Annonciade,Słownik postaci literackich (Makowiecki)
Carpaccio Vittore,Słownik postaci literackich (Makowiecki)
Carr,Słownik postaci literackich (Makowiecki)
Carraclough Joe,Słownik postaci literackich (Makowiecki)
Carrasco Samson,Szkolny słownik bohaterów literackich | 1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Carraway Nick,Szkolny słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Carrière Matthieu,Słownik postaci literackich (Makowiecki)
Carter Nick,Słownik postaci literackich (Makowiecki)
Casarès Maria,Słownik postaci literackich (Makowiecki)
Castelli Lineta,Szkolny słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Castevet Minnie,Słownik postaci literackich (Makowiecki)
Castevet Roman,Słownik postaci literackich (Makowiecki)
Castorp Hans,Szkolny słownik bohaterów literackich | 1600 postaci literackich | Słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Castorp Hans Lorenz,Słownik postaci literackich (Makowiecki)
Castro Inés De,Słownik postaci literackich (Makowiecki)
"Castro de, rodzina",Słownik postaci literackich (Makowiecki)
Casy Jim,Słownik postaci literackich (Makowiecki)
Cathcart płk,Słownik postaci literackich (Makowiecki)
Caulfield Alik,Słownik postaci literackich (Makowiecki)
Caulfield Holden,Szkolny słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Caulfield Phoebe,Szkolny słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Cechna,Słownik postaci literackich (Makowiecki)
Cecylia,Słownik postaci literackich (Makowiecki)
Cecylka,Szkolny słownik bohaterów literackich | 1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Cedro Krzysztof,Szkolny słownik bohaterów literackich | 1600 postaci literackich | Słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Cedro Ksawery,Słownik postaci literackich (Makowiecki)
Cedro Weronika,Słownik postaci literackich (Makowiecki)
"Cedro, ojciec Krzysztofa",Słownik postaci literackich (Makowiecki)
Cedryk Sakson z Rotherwood,Słownik postaci literackich (Makowiecki)
Cedzyna Dominik,1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Cedźyna Piotr,Słownik postaci literackich (Makowiecki)
Cejtł,Szkolny słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Celadon,1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Celestyna,1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Celia,Słownik postaci literackich (Makowiecki)
Celimena,Szkolny słownik bohaterów literackich | 1600 postaci literackich | Słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Celina,Szkolny słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Celina P.,Słownik postaci literackich (Makowiecki)
Celińska Stanisława,Słownik postaci literackich (Makowiecki)
Celio,Słownik postaci literackich (Makowiecki)
Celuta,Słownik postaci literackich (Makowiecki)
Cenci Beatrice,1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Cenci Francesco,Słownik postaci literackich (Makowiecki)
Cenci Giacomo,Słownik postaci literackich (Makowiecki)
Cenci Lucretzia,Słownik postaci literackich (Makowiecki)
"Cenci, rodzina",Słownik postaci literackich (Makowiecki)
Centaurowie,Słownik postaci literackich (Makowiecki)
Cerber,Słownik postaci mitycznych w literaturze i sztuce | Słownik postaci literackich (Makowiecki)
Ceres,Szkolny słownik bohaterów literackich | Słownik postaci mitycznych w literaturze i sztuce | Słownik postaci literackich (Makowiecki)
Cervi Gino,Słownik postaci literackich (Makowiecki)
Cesario,Słownik postaci literackich (Makowiecki)
Cesarz,1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Cezar Juliusz,1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Cezarion,Słownik postaci literackich (Makowiecki)
Chachawa Simon,Słownik postaci literackich (Makowiecki)
Chaja,Słownik postaci literackich (Makowiecki)
Chamberlain Richard,Słownik postaci literackich (Makowiecki)
Chamiec Krzysztof,Słownik postaci literackich (Makowiecki)
Chamis,Słownik postaci literackich (Makowiecki)
Champmathieu,Słownik postaci literackich (Makowiecki)
Chaney Lon,Słownik postaci literackich (Makowiecki)
Chaney Lon jr,Słownik postaci literackich (Makowiecki)
"Chapin Tom, aktor",Słownik postaci literackich (Makowiecki)
Chardon Lucjan,Słownik postaci literackich (Makowiecki)
Charles,Słownik postaci literackich (Makowiecki)
Charlotta,Słownik postaci literackich (Makowiecki)
"Charlus, Palamed De Guermantes",Słownik postaci literackich (Makowiecki)
Charłamp,Szkolny słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Charousek,Słownik postaci literackich (Makowiecki)
"Chartres, pani",Słownik postaci literackich (Makowiecki)
"Chartres, panna",Słownik postaci literackich (Makowiecki)
"Chartres, ród",Słownik postaci literackich (Makowiecki)
Charybda,Słownik postaci literackich (Makowiecki)
Châteaupers Febus De,Słownik postaci literackich (Makowiecki)
Chatterley Clifford,Słownik postaci literackich (Makowiecki)
Chatterley Konstancja,1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Chatterton Thomas,Słownik postaci literackich (Makowiecki)
Chauchat Kławdia,Szkolny słownik bohaterów literackich | 1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Chaval,Słownik postaci literackich (Makowiecki)
Chawa,Szkolny słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Chełmicki Maciek,Szkolny słownik bohaterów literackich | 1600 postaci literackich | Słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Cherubin,Słownik postaci literackich (Makowiecki)
Chesney Stella,Słownik postaci literackich (Makowiecki)
Chevemy Izabela,Słownik postaci literackich (Makowiecki)
Childe Harold,Szkolny słownik bohaterów literackich | 1600 postaci literackich | Słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Chillingworth Roger,Szkolny słownik bohaterów literackich | 1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Chilonides Chilon,1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Chilton Thomas,Słownik postaci literackich (Makowiecki)
Chimera,Słownik postaci mitycznych w literaturze i sztuce | Słownik postaci literackich (Makowiecki)
Chingachgook,Szkolny słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Chiquita,Słownik postaci literackich (Makowiecki)
Chiron,Słownik postaci mitycznych w literaturze i sztuce | Słownik postaci literackich (Makowiecki)
Chlestakow Iwan Aleksandrowicz,Szkolny słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Chloe,Słownik postaci literackich (Makowiecki)
Chłodno Lucy,Słownik postaci literackich (Makowiecki)
"Chłodno, państwo",Słownik postaci literackich (Makowiecki)
Chłopecki,Słownik postaci literackich (Makowiecki)
Chłopicki Józef,Słownik postaci literackich (Makowiecki)
Chmielnicki Bohdan Zenobi,1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Chmielowski Adam,Słownik postaci literackich (Makowiecki)
Chochlik,Szkolny słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Chochoł,Szkolny słownik bohaterów literackich | 1600 postaci literackich | Słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Chomcówna Franka,Słownik postaci literackich (Makowiecki)
"Chomińscy, rodzina",Słownik postaci literackich (Makowiecki)
Chominska Julia,Słownik postaci literackich (Makowiecki)
"Chomińska, matka Julii",Słownik postaci literackich (Makowiecki)
"Chomiński, ojciec Julii",Słownik postaci literackich (Makowiecki)
Chopin Fryderyk,Słownik postaci literackich (Makowiecki)
Chosłowska Jadwiga ur. Lutyńska,Słownik postaci literackich (Makowiecki)
Chowański Iwan,Słownik postaci literackich (Makowiecki)
Chrabocka Emilia,Słownik postaci literackich (Makowiecki)
"Chraposkrzeccy, hrabiowie",Słownik postaci literackich (Makowiecki)
Christie Julie,Słownik postaci literackich (Makowiecki)
Chryzal,Słownik postaci literackich (Makowiecki)
Chudogęba Andrzej,1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Chudy Jan,Słownik postaci literackich (Makowiecki)
Churchill Frank,Słownik postaci literackich (Makowiecki)
Chwastowska Litka,1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Chwostek,Szkolny słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
"Ciaputkiewiczowie, rodzina",Słownik postaci literackich (Makowiecki)
"Cibot, pani",Słownik postaci literackich (Makowiecki)
Cichowski Adolf,1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Cichucki Marek,Słownik postaci literackich (Makowiecki)
Cień,Szkolny słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
"Cieżyńscy, rodzina",Słownik postaci literackich (Makowiecki)
Cieżyński Jan,Słownik postaci literackich (Makowiecki)
"Cieżyński, ojciec Jana",Słownik postaci literackich (Makowiecki)
Circe,1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Ciri,1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Cisowski Adam,Szkolny słownik bohaterów literackich | 1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Cisy,Słownik postaci literackich (Makowiecki)
Citti Franco,Słownik postaci literackich (Makowiecki)
Ciunelis Maria,Słownik postaci literackich (Makowiecki)
Claes,Słownik postaci literackich (Makowiecki)
Clamence Jean-Baptiste,1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Clancharlie Fermain,Słownik postaci literackich (Makowiecki)
Clare Angel,Szkolny słownik bohaterów literackich | 1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Clark Fred,Słownik postaci literackich (Makowiecki)
"Clark, senator",Słownik postaci literackich (Makowiecki)
Claudi Fennimora,Słownik postaci literackich (Makowiecki)
"Claverton, lord",Słownik postaci literackich (Makowiecki)
Clem lady,Słownik postaci literackich (Makowiecki)
Clennam Artur,Słownik postaci literackich (Makowiecki)
Clerval Henryk,Szkolny słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
"Clèves, książę de",Słownik postaci literackich (Makowiecki)
"Clèves, Księżna De",Słownik postaci literackich (Makowiecki)
Clifford Marta,Słownik postaci literackich (Makowiecki)
"Clifford, hrabia",Słownik postaci literackich (Makowiecki)
Close Glenn,Słownik postaci literackich (Makowiecki)
Cloutier Susanne,Słownik postaci literackich (Makowiecki)
Cobb Lee J.,Słownik postaci literackich (Makowiecki)
"Cody, multimilioner",Słownik postaci literackich (Makowiecki)
Cohen Bella,Słownik postaci literackich (Makowiecki)
Coignard Hieronim,1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Colbert Claudette,Słownik postaci literackich (Makowiecki)
Coldfield Ellen,Słownik postaci literackich (Makowiecki)
Coldfield Rosa,Słownik postaci literackich (Makowiecki)
Collin Jakub,Słownik postaci literackich (Makowiecki)
Colombina,Słownik postaci literackich (Makowiecki)
Columbato Alfonso,Szkolny słownik bohaterów literackich | Słownik postaci literackich (Makowiecki)
Colville John,Słownik postaci literackich (Makowiecki)
Compson Benjy,Słownik postaci literackich (Makowiecki)
Compson Caddy,Słownik postaci literackich (Makowiecki)
Compson Caroline,Słownik postaci literackich (Makowiecki)
Compson Jason Iii,Słownik postaci literackich (Makowiecki)
Compson Jason Iv,Słownik postaci literackich (Makowiecki)
"COMPSON QUENTIN, brat Caddy",Słownik postaci literackich (Makowiecki)
"Compson Quentin, córka Caddy",Słownik postaci literackich (Makowiecki)
"COMPSONOWIE, rodzina",Słownik postaci literackich (Makowiecki)
Conan Z Cimmerh,Słownik postaci literackich (Makowiecki)
Concetta,Słownik postaci literackich (Makowiecki)
Conchita,Słownik postaci literackich (Makowiecki)
Connery Jason,Słownik postaci literackich (Makowiecki)
Connery Sean,Słownik postaci literackich (Makowiecki)
Connie,Słownik postaci literackich (Makowiecki)
Constable Ivonne,Słownik postaci literackich (Makowiecki)
Conti Fabio,Słownik postaci literackich (Makowiecki)
Conti Klelia,Szkolny słownik bohaterów literackich | 1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Coogan Jackie,Słownik postaci literackich (Makowiecki)
Cooper Gary,Słownik postaci literackich (Makowiecki)
Copek Iwona,1600 postaci literackich | Słownik postaci literackich (Makowiecki)
Copperfield Agnieszka ur. Wickfield,Słownik postaci literackich (Makowiecki)
Copperfield Dawid,Szkolny słownik bohaterów literackich | 1600 postaci literackich | Słownik postaci literackich (Makowiecki)
"Copperfield Dawid, ojciec poprzedniego",Słownik postaci literackich (Makowiecki)
Copperfield Dora ur. Spenlow,Słownik postaci literackich (Makowiecki)
Copperfield Klara,Słownik postaci literackich (Makowiecki)
Corbaccio,Słownik postaci literackich (Makowiecki)
Corbera Concetta,Słownik postaci literackich (Makowiecki)
Corbera Fabrizio Książę Salina,Słownik postaci literackich (Makowiecki)
Corbera Stella,Słownik postaci literackich (Makowiecki)
Coriolan,Słownik postaci literackich (Makowiecki)
Cormac,Słownik postaci literackich (Makowiecki)
Corvino,Słownik postaci literackich (Makowiecki)
Cosel Anna,1600 postaci literackich | Słownik postaci literackich (Makowiecki)
