entity,source
Henri Chirol,Biblioteka Narodowa - kartoteka autorytatywna
Imogen von Tannenberg,Biblioteka Narodowa - kartoteka autorytatywna
Işık Ergüden,Biblioteka Narodowa - kartoteka autorytatywna
Kemal Atakay,Biblioteka Narodowa - kartoteka autorytatywna
Paulus Blum,Biblioteka Narodowa - kartoteka autorytatywna
John von Düffel,Biblioteka Narodowa - kartoteka autorytatywna
Milane Pridmore-Franz,Biblioteka Narodowa - kartoteka autorytatywna
Zsolt von Harsányi,Biblioteka Narodowa - kartoteka autorytatywna
Zoâ Osipovna Ûr'eva,Biblioteka Narodowa - kartoteka autorytatywna
Michał Sporzyński,Biblioteka Narodowa - kartoteka autorytatywna
Wojciech Musiał,Biblioteka Narodowa - kartoteka autorytatywna
Jakub Futera,Biblioteka Narodowa - kartoteka autorytatywna
Klaus Udo Szudra,Biblioteka Narodowa - kartoteka autorytatywna
Ingo Herzke,Biblioteka Narodowa - kartoteka autorytatywna
Vil'gel'm Karlovič Kûhel'beker,Biblioteka Narodowa - kartoteka autorytatywna
Magdalena Socha,Biblioteka Narodowa - kartoteka autorytatywna
Dov Kimchi,Biblioteka Narodowa - kartoteka autorytatywna
Alvar Zacke,Biblioteka Narodowa - kartoteka autorytatywna
Józef Tunkel,Biblioteka Narodowa - kartoteka autorytatywna
Nicolò Crisafi,Biblioteka Narodowa - kartoteka autorytatywna
Paweł Pęcak,Biblioteka Narodowa - kartoteka autorytatywna
Joseph Eyerel,Biblioteka Narodowa - kartoteka autorytatywna
Josef Paul Toth,Biblioteka Narodowa - kartoteka autorytatywna
Anna Ćwiakowska,Biblioteka Narodowa - kartoteka autorytatywna
Bernd Wilczek,Biblioteka Narodowa - kartoteka autorytatywna
Lydia Klein,Biblioteka Narodowa - kartoteka autorytatywna
Annegret Klinzmann,Biblioteka Narodowa - kartoteka autorytatywna
Jolanta Groo-Kozak,Biblioteka Narodowa - kartoteka autorytatywna
Justyna Bednarek,Biblioteka Narodowa - kartoteka autorytatywna
Sergìj L'vovič Josipenko,Biblioteka Narodowa - kartoteka autorytatywna
Louise Marezoll,Biblioteka Narodowa - kartoteka autorytatywna
Jola Spik-Dziamska,Biblioteka Narodowa - kartoteka autorytatywna
Sigrid Beisel,Biblioteka Narodowa - kartoteka autorytatywna
Dorota Czerner,Biblioteka Narodowa - kartoteka autorytatywna
Eva Čížková,Biblioteka Narodowa - kartoteka autorytatywna
Anne Green,Biblioteka Narodowa - kartoteka autorytatywna
Isaac Piroshnikoff,Biblioteka Narodowa - kartoteka autorytatywna
Nilawati Hadisantosa,Biblioteka Narodowa - kartoteka autorytatywna
Aniesa N. Achjuman,Biblioteka Narodowa - kartoteka autorytatywna
Ewa Ziemba,Biblioteka Narodowa - kartoteka autorytatywna
Alexander Berzin,Biblioteka Narodowa - kartoteka autorytatywna
François Cheng,Biblioteka Narodowa - kartoteka autorytatywna
Sylwia Nowak,Biblioteka Narodowa - kartoteka autorytatywna
Georgij Viktorovič Adamovič,Biblioteka Narodowa - kartoteka autorytatywna
Karina Gribanova,Biblioteka Narodowa - kartoteka autorytatywna
Janusz Krzymiński,Biblioteka Narodowa - kartoteka autorytatywna
Barbara Gąstoł,Biblioteka Narodowa - kartoteka autorytatywna
Heungseo Bak,Biblioteka Narodowa - kartoteka autorytatywna
Janusz Kaiser,Biblioteka Narodowa - kartoteka autorytatywna
Anton Ivanovič Štukenberg,Biblioteka Narodowa - kartoteka autorytatywna
Monika Depczyńska,Biblioteka Narodowa - kartoteka autorytatywna
Wojciech Latacz,Biblioteka Narodowa - kartoteka autorytatywna
Marta Kasprzak,Biblioteka Narodowa - kartoteka autorytatywna
Małgorzata Sieradzka-Imhoff,Biblioteka Narodowa - kartoteka autorytatywna
Regina Jasińska,Biblioteka Narodowa - kartoteka autorytatywna
Aleksandra Motyka,Biblioteka Narodowa - kartoteka autorytatywna
Norikazu Iida,Biblioteka Narodowa - kartoteka autorytatywna
Růžena Kouřímová,Biblioteka Narodowa - kartoteka autorytatywna
Norbert Randow,Biblioteka Narodowa - kartoteka autorytatywna
Alena Debická,Biblioteka Narodowa - kartoteka autorytatywna
Andrija Radulović,Biblioteka Narodowa - kartoteka autorytatywna
Janet Fairweather,Biblioteka Narodowa - kartoteka autorytatywna
Karolina Pospiszil-Hofmańska,Biblioteka Narodowa - kartoteka autorytatywna
Dorota Goc,Biblioteka Narodowa - kartoteka autorytatywna
Marija Marković,Biblioteka Narodowa - kartoteka autorytatywna
Branislav Marković,Biblioteka Narodowa - kartoteka autorytatywna
Lidia Hutniczak,Biblioteka Narodowa - kartoteka autorytatywna
Giannina Maass,Biblioteka Narodowa - kartoteka autorytatywna
Agnieszka Polakowska,Biblioteka Narodowa - kartoteka autorytatywna
Krystyna Woronin,Biblioteka Narodowa - kartoteka autorytatywna
Katalin Dezsényi,Biblioteka Narodowa - kartoteka autorytatywna
Dorota Taubwurcel,Biblioteka Narodowa - kartoteka autorytatywna
Grzegorz Żabiński,Biblioteka Narodowa - kartoteka autorytatywna
Dominika Vincejová,Biblioteka Narodowa - kartoteka autorytatywna
Katalin Szűr-Szabó,Biblioteka Narodowa - kartoteka autorytatywna
Ágnes Szigethy,Biblioteka Narodowa - kartoteka autorytatywna
Ofelia Castillo,Biblioteka Narodowa - kartoteka autorytatywna
Katarzyna Siewert-Kowalkowska,Biblioteka Narodowa - kartoteka autorytatywna
Wolfgang Hildesheimer,Biblioteka Narodowa - kartoteka autorytatywna
Jan Stanisław Meissner,Biblioteka Narodowa - kartoteka autorytatywna
Garry Mallory,Biblioteka Narodowa - kartoteka autorytatywna
Wera Zeller,Biblioteka Narodowa - kartoteka autorytatywna
Monika Piskorek,Biblioteka Narodowa - kartoteka autorytatywna
Anna Celińska,Biblioteka Narodowa - kartoteka autorytatywna
Walter Seitter,Biblioteka Narodowa - kartoteka autorytatywna
Emanuela Bonacorsi,Biblioteka Narodowa - kartoteka autorytatywna
Radosław Sajna,Biblioteka Narodowa - kartoteka autorytatywna
Günter Memmert,Biblioteka Narodowa - kartoteka autorytatywna
Ewa Sołtysik,Biblioteka Narodowa - kartoteka autorytatywna
Virginia Mary Crawford,Biblioteka Narodowa - kartoteka autorytatywna
Katarzyna Miśkiewicz,Biblioteka Narodowa - kartoteka autorytatywna
Antoni Ślósarczyk,Biblioteka Narodowa - kartoteka autorytatywna
Dominika Lewandowska-Rodak,Biblioteka Narodowa - kartoteka autorytatywna
Urszula Kawczyńska,Biblioteka Narodowa - kartoteka autorytatywna
Ûrij Aleksandrovič Zubrickij,Biblioteka Narodowa - kartoteka autorytatywna
Marta Świderska-Pelinko,Biblioteka Narodowa - kartoteka autorytatywna
L. A. Manyon,Biblioteka Narodowa - kartoteka autorytatywna
Felicja Szymanowska,Biblioteka Narodowa - kartoteka autorytatywna
Auguste Alexis Floréal Baron,Biblioteka Narodowa - kartoteka autorytatywna
Christopher Wytrwal,Biblioteka Narodowa - kartoteka autorytatywna
Magdalena Nowak,Biblioteka Narodowa - kartoteka autorytatywna
Aleksander Epstein,Biblioteka Narodowa - kartoteka autorytatywna
Jerzy Kochanowicz,Biblioteka Narodowa - kartoteka autorytatywna
François-Savinien d' Alquié,Biblioteka Narodowa - kartoteka autorytatywna
Maria Poznańska,Biblioteka Narodowa - kartoteka autorytatywna
Habib-Ullah‏ Chirazi,Biblioteka Narodowa - kartoteka autorytatywna
Agnieszka Kamińska,Biblioteka Narodowa - kartoteka autorytatywna
Maria Białek,Biblioteka Narodowa - kartoteka autorytatywna
Lita Epstein,Biblioteka Narodowa - kartoteka autorytatywna
Kazimierz Kieszniewski,Biblioteka Narodowa - kartoteka autorytatywna
Kacper Kamiński,Biblioteka Narodowa - kartoteka autorytatywna
Bernardo Zamagna,Biblioteka Narodowa - kartoteka autorytatywna
Ivan Kroupa,Biblioteka Narodowa - kartoteka autorytatywna
Sergiusz Kowalski,Biblioteka Narodowa - kartoteka autorytatywna
Ewa Grzelewska-Jędryka,Biblioteka Narodowa - kartoteka autorytatywna
Gad Levi,Biblioteka Narodowa - kartoteka autorytatywna
Patricia Sørensen,Biblioteka Narodowa - kartoteka autorytatywna
Hanna Mukarkar,Biblioteka Narodowa - kartoteka autorytatywna
Kasia Sadkowska,Biblioteka Narodowa - kartoteka autorytatywna
Bernard Scudder,Biblioteka Narodowa - kartoteka autorytatywna
Adriana Tomalak,Biblioteka Narodowa - kartoteka autorytatywna
Katerina Taleska,Biblioteka Narodowa - kartoteka autorytatywna
Carl Wilhelm Neumann,Biblioteka Narodowa - kartoteka autorytatywna
Izaak Jonatan Baruch,Biblioteka Narodowa - kartoteka autorytatywna
Anna Halczak,Biblioteka Narodowa - kartoteka autorytatywna
Paulus Frisch,Biblioteka Narodowa - kartoteka autorytatywna
Karol Koczy,Biblioteka Narodowa - kartoteka autorytatywna
I. A. Vojtyra,Biblioteka Narodowa - kartoteka autorytatywna
Jakub Szmyt,Biblioteka Narodowa - kartoteka autorytatywna
Gina Kuhn,Biblioteka Narodowa - kartoteka autorytatywna
Mildred Adams,Biblioteka Narodowa - kartoteka autorytatywna
Denise Despeyroux,Biblioteka Narodowa - kartoteka autorytatywna
Maria Aszerówna,Biblioteka Narodowa - kartoteka autorytatywna
Dzwinka Matijasz,Biblioteka Narodowa - kartoteka autorytatywna
Wojciech Węcław,Biblioteka Narodowa - kartoteka autorytatywna
Rita Kubylis,Biblioteka Narodowa - kartoteka autorytatywna
Oswalt von Nostitz,Biblioteka Narodowa - kartoteka autorytatywna
Marius André,Biblioteka Narodowa - kartoteka autorytatywna
Bartłomiej Kunda,Biblioteka Narodowa - kartoteka autorytatywna
Benedek Kiss,Biblioteka Narodowa - kartoteka autorytatywna
Judit Pór,Biblioteka Narodowa - kartoteka autorytatywna
Imre Szabó,Biblioteka Narodowa - kartoteka autorytatywna
Vyturys Jarutis,Biblioteka Narodowa - kartoteka autorytatywna
Walenty Skorochód Majewski,Biblioteka Narodowa - kartoteka autorytatywna
František Ladislav Hovorka,Biblioteka Narodowa - kartoteka autorytatywna
M. Wielicki,Biblioteka Narodowa - kartoteka autorytatywna
Gertrude Kircheisen,Biblioteka Narodowa - kartoteka autorytatywna
Leon Sygietyński,Biblioteka Narodowa - kartoteka autorytatywna
Jarosław Bednarczyk,Biblioteka Narodowa - kartoteka autorytatywna
Barbora Chovancová,Biblioteka Narodowa - kartoteka autorytatywna
Mark Brogan,Biblioteka Narodowa - kartoteka autorytatywna
Julika Betz,Biblioteka Narodowa - kartoteka autorytatywna
Josef Čermák,Biblioteka Narodowa - kartoteka autorytatywna
Johanna Miecznikowska-Fuenfschilling,Biblioteka Narodowa - kartoteka autorytatywna
Arthur Clay,Biblioteka Narodowa - kartoteka autorytatywna
Nataliâ Smolâk,Biblioteka Narodowa - kartoteka autorytatywna
T'ae-sŏng Kim,Biblioteka Narodowa - kartoteka autorytatywna
Kamila Czechowska,Biblioteka Narodowa - kartoteka autorytatywna
Ivona Ďuričová,Biblioteka Narodowa - kartoteka autorytatywna
G. C.,Biblioteka Narodowa - kartoteka autorytatywna
Snežana Đukanović,Biblioteka Narodowa - kartoteka autorytatywna
Helena Gesztoft,Biblioteka Narodowa - kartoteka autorytatywna
Hanna Horitza,Biblioteka Narodowa - kartoteka autorytatywna
Kornelia Bochniak,Biblioteka Narodowa - kartoteka autorytatywna
Tamara Łozińska,Biblioteka Narodowa - kartoteka autorytatywna
William D. Paden,Biblioteka Narodowa - kartoteka autorytatywna
Ignacy Manugiewicz,Biblioteka Narodowa - kartoteka autorytatywna
Krystyna Bekker,Biblioteka Narodowa - kartoteka autorytatywna
Anatolìj Kisìl',Biblioteka Narodowa - kartoteka autorytatywna
Diana Solobuto,Biblioteka Narodowa - kartoteka autorytatywna
Bartosz Wojnarowski,Biblioteka Narodowa - kartoteka autorytatywna
Geoffrey Sutton,Biblioteka Narodowa - kartoteka autorytatywna
Elizabeth Manton,Biblioteka Narodowa - kartoteka autorytatywna
Ottilie von Harling,Biblioteka Narodowa - kartoteka autorytatywna
Jiří Munzar,Biblioteka Narodowa - kartoteka autorytatywna
Agnieszka Gałązka,Biblioteka Narodowa - kartoteka autorytatywna
Andrej Cvitaš,Biblioteka Narodowa - kartoteka autorytatywna
Lorenzo Lippi,Biblioteka Narodowa - kartoteka autorytatywna
Sandra Fašangová,Biblioteka Narodowa - kartoteka autorytatywna
Radana Olejárová,Biblioteka Narodowa - kartoteka autorytatywna
Katarína Birošová,Biblioteka Narodowa - kartoteka autorytatywna
Richard Rolle,Biblioteka Narodowa - kartoteka autorytatywna
Bartosz Marczyński,Biblioteka Narodowa - kartoteka autorytatywna
Clare Beavis,Biblioteka Narodowa - kartoteka autorytatywna
Michael Schiffmann,Biblioteka Narodowa - kartoteka autorytatywna
Pet''r Karaangov,Biblioteka Narodowa - kartoteka autorytatywna
Dmitrij Dmitrievič Minaev,Biblioteka Narodowa - kartoteka autorytatywna
Molé de Champlâtreux,Biblioteka Narodowa - kartoteka autorytatywna
Yang Huang,Biblioteka Narodowa - kartoteka autorytatywna
Maciej Klein,Biblioteka Narodowa - kartoteka autorytatywna
Jan Klein,Biblioteka Narodowa - kartoteka autorytatywna
József Hruby,Biblioteka Narodowa - kartoteka autorytatywna
Tamás Péter Baranyi,Biblioteka Narodowa - kartoteka autorytatywna
Èl'vira Èva Garaeva,Biblioteka Narodowa - kartoteka autorytatywna
Zofia Małysa-Janczy,Biblioteka Narodowa - kartoteka autorytatywna
Konstanty Piotrowski,Biblioteka Narodowa - kartoteka autorytatywna
Anna Hetzer,Biblioteka Narodowa - kartoteka autorytatywna
Ahmad Pūrī,Biblioteka Narodowa - kartoteka autorytatywna
Michał Bohusz-Szyszko,Biblioteka Narodowa - kartoteka autorytatywna
Ania Kinga Todorowska,Biblioteka Narodowa - kartoteka autorytatywna
Artur Górski,Biblioteka Narodowa - kartoteka autorytatywna
Chaim Rabinzon,Biblioteka Narodowa - kartoteka autorytatywna
Aneta Biel,Biblioteka Narodowa - kartoteka autorytatywna
Małgorzata Bondarczuk,Biblioteka Narodowa - kartoteka autorytatywna
Kamil Dulanowski,Biblioteka Narodowa - kartoteka autorytatywna
Angelika Klisz,Biblioteka Narodowa - kartoteka autorytatywna
Patrycja Król,Biblioteka Narodowa - kartoteka autorytatywna
Dawid Marczyk,Biblioteka Narodowa - kartoteka autorytatywna
Klaudia Mroczkiewicz,Biblioteka Narodowa - kartoteka autorytatywna
Robert Reisigová-Kielawski,Biblioteka Narodowa - kartoteka autorytatywna
Ewelina Szelka,Biblioteka Narodowa - kartoteka autorytatywna
Monique Charbonnel-Grinhaus,Biblioteka Narodowa - kartoteka autorytatywna
Marcin Falana,Biblioteka Narodowa - kartoteka autorytatywna
Bartolomeo Dalla Bella,Biblioteka Narodowa - kartoteka autorytatywna
Anna Szafrańska,Biblioteka Narodowa - kartoteka autorytatywna
Dariusz Muszer,Biblioteka Narodowa - kartoteka autorytatywna
Daria Bobovkina,Biblioteka Narodowa - kartoteka autorytatywna
Viktor Karpushkin,Biblioteka Narodowa - kartoteka autorytatywna
Paulina Pol,Biblioteka Narodowa - kartoteka autorytatywna
Karl Krolow,Biblioteka Narodowa - kartoteka autorytatywna
Qahremân Qahremânī,Biblioteka Narodowa - kartoteka autorytatywna
Yi Peng,Biblioteka Narodowa - kartoteka autorytatywna
Ran Yi,Biblioteka Narodowa - kartoteka autorytatywna
Zuzana Mitková,Biblioteka Narodowa - kartoteka autorytatywna
Matej Mitelski,Biblioteka Narodowa - kartoteka autorytatywna
Ana María Moix,Biblioteka Narodowa - kartoteka autorytatywna
Alice Krauze,Biblioteka Narodowa - kartoteka autorytatywna
Dobrochna Kliczewska,Biblioteka Narodowa - kartoteka autorytatywna
Tomasz Hacia,Biblioteka Narodowa - kartoteka autorytatywna
Jamil‏ Elabed,Biblioteka Narodowa - kartoteka autorytatywna
Andrìj Škrab'ûk,Biblioteka Narodowa - kartoteka autorytatywna
Marta Kałużna,Biblioteka Narodowa - kartoteka autorytatywna
Heinrich Horvat,Biblioteka Narodowa - kartoteka autorytatywna
Marie-José Schmitt,Biblioteka Narodowa - kartoteka autorytatywna
Leonid Vasil'evič Hanbekov,Biblioteka Narodowa - kartoteka autorytatywna
Andrea Rudinská,Biblioteka Narodowa - kartoteka autorytatywna
O. N. Staržinskaâ,Biblioteka Narodowa - kartoteka autorytatywna
Teresa Dmochowska,Biblioteka Narodowa - kartoteka autorytatywna
Piotr Marciniszyn,Biblioteka Narodowa - kartoteka autorytatywna
Barbara Czarnowieska,Biblioteka Narodowa - kartoteka autorytatywna
Pavel Petrovič Filipovič,Biblioteka Narodowa - kartoteka autorytatywna
Franciszek Kowalski,Biblioteka Narodowa - kartoteka autorytatywna
Hana Antonínová,Biblioteka Narodowa - kartoteka autorytatywna
Mirosław Bilowicki,Biblioteka Narodowa - kartoteka autorytatywna
Natalia Walawender,Biblioteka Narodowa - kartoteka autorytatywna
Grażyna Ruchlewicz,Biblioteka Narodowa - kartoteka autorytatywna
Carl Friedrich Alexander Hartmann,Biblioteka Narodowa - kartoteka autorytatywna
Lívio Xavier,Biblioteka Narodowa - kartoteka autorytatywna
Artur Skubis,Biblioteka Narodowa - kartoteka autorytatywna
Łukasz Kiczko,Biblioteka Narodowa - kartoteka autorytatywna
Olga Markowska,Biblioteka Narodowa - kartoteka autorytatywna
Giuliana Guastalla,Biblioteka Narodowa - kartoteka autorytatywna
Julia Wdowin,Biblioteka Narodowa - kartoteka autorytatywna
Joanna Wdowin,Biblioteka Narodowa - kartoteka autorytatywna
Magdalena Kocoń,Biblioteka Narodowa - kartoteka autorytatywna
Sylwia Rybotycka,Biblioteka Narodowa - kartoteka autorytatywna
Svìtlana Ìgorìvna Genìna,Biblioteka Narodowa - kartoteka autorytatywna
Laura Okdaldere,Biblioteka Narodowa - kartoteka autorytatywna
Maryla Biłous,Biblioteka Narodowa - kartoteka autorytatywna
Kateryna Muts,Biblioteka Narodowa - kartoteka autorytatywna
Lesia Didkowska,Biblioteka Narodowa - kartoteka autorytatywna
Anna Majchrzak,Biblioteka Narodowa - kartoteka autorytatywna
Sophia Dubnow-Erlich,Biblioteka Narodowa - kartoteka autorytatywna
Martin Grzymski,Biblioteka Narodowa - kartoteka autorytatywna
Johann Christoph von Zabuesnig,Biblioteka Narodowa - kartoteka autorytatywna
Joshua David Jordan,Biblioteka Narodowa - kartoteka autorytatywna
Victor Hassenforder,Biblioteka Narodowa - kartoteka autorytatywna
Aurelia Sienkiewicz-Kocimowska,Biblioteka Narodowa - kartoteka autorytatywna
Adam Florian Konarzewski,Biblioteka Narodowa - kartoteka autorytatywna
Yitshak Man,Biblioteka Narodowa - kartoteka autorytatywna
Audrey Felix,Biblioteka Narodowa - kartoteka autorytatywna
Ûlâ Cìmafeeva,Biblioteka Narodowa - kartoteka autorytatywna
Andreas Steinhöfel,Biblioteka Narodowa - kartoteka autorytatywna
Nina Kozłowska,Biblioteka Narodowa - kartoteka autorytatywna
Zofia Ziółkowska,Biblioteka Narodowa - kartoteka autorytatywna
Thom Soons,Biblioteka Narodowa - kartoteka autorytatywna
Ewelina Kalska,Biblioteka Narodowa - kartoteka autorytatywna
Agnieszka Dziądziak,Biblioteka Narodowa - kartoteka autorytatywna
Grzegorz Buczkowski,Biblioteka Narodowa - kartoteka autorytatywna
Marzena Drzewińska-Soons,Biblioteka Narodowa - kartoteka autorytatywna
Ján Poničan,Biblioteka Narodowa - kartoteka autorytatywna
Luz Freire,Biblioteka Narodowa - kartoteka autorytatywna
Małgorzata Matuszczak,Biblioteka Narodowa - kartoteka autorytatywna
Tadeusz Wójcik,Biblioteka Narodowa - kartoteka autorytatywna
Jan Aleksander Żędzianowski,Biblioteka Narodowa - kartoteka autorytatywna
Teresa Prażmowska,Biblioteka Narodowa - kartoteka autorytatywna
Əjdǝr Ol,Biblioteka Narodowa - kartoteka autorytatywna
Paweł Borkowski,Biblioteka Narodowa - kartoteka autorytatywna
Dezsö Sass,Biblioteka Narodowa - kartoteka autorytatywna
Chaya Fischer,Biblioteka Narodowa - kartoteka autorytatywna
Joanna Lampka,Biblioteka Narodowa - kartoteka autorytatywna
Rudolf Schubert,Biblioteka Narodowa - kartoteka autorytatywna
G. Friedrich,Biblioteka Narodowa - kartoteka autorytatywna
Magdalena Stoszek-Deng,Biblioteka Narodowa - kartoteka autorytatywna
Félix Renouard de Sainte-Croix,Biblioteka Narodowa - kartoteka autorytatywna
Léon d' Hervey de Saint-Denys,Biblioteka Narodowa - kartoteka autorytatywna
Caite Dolan-Leach,Biblioteka Narodowa - kartoteka autorytatywna
Ewa Ziomecka,Biblioteka Narodowa - kartoteka autorytatywna
Sérgio Casoy,Biblioteka Narodowa - kartoteka autorytatywna
Natalia Korwin-Szymanowska,Biblioteka Narodowa - kartoteka autorytatywna
Elżbieta Haase-Nowocień,Biblioteka Narodowa - kartoteka autorytatywna
Roman Thorn,Biblioteka Narodowa - kartoteka autorytatywna
C. Lefebvre,Biblioteka Narodowa - kartoteka autorytatywna
Karina Matějů,Biblioteka Narodowa - kartoteka autorytatywna
Kameliâ Minčeva-Gospodarek,Biblioteka Narodowa - kartoteka autorytatywna
Zuzana Pojezdalová,Biblioteka Narodowa - kartoteka autorytatywna
Kim Andringa,Biblioteka Narodowa - kartoteka autorytatywna
Natalia Stelmach,Biblioteka Narodowa - kartoteka autorytatywna
Johann Philipp Ostertag,Biblioteka Narodowa - kartoteka autorytatywna
Marian Zbaraski,Biblioteka Narodowa - kartoteka autorytatywna
John Curran Davis,Biblioteka Narodowa - kartoteka autorytatywna
Aniela Węgorzewska,Biblioteka Narodowa - kartoteka autorytatywna
Michał Abraham Trotz,Biblioteka Narodowa - kartoteka autorytatywna
Jeanne de Sobol,Biblioteka Narodowa - kartoteka autorytatywna
Sof'â Vladimirovna Kobâkova,Biblioteka Narodowa - kartoteka autorytatywna
Danuše Šťavíková,Biblioteka Narodowa - kartoteka autorytatywna
Ol'ga Fira,Biblioteka Narodowa - kartoteka autorytatywna
Shlomo Shenhod,Biblioteka Narodowa - kartoteka autorytatywna
Taras Ârmolûk,Biblioteka Narodowa - kartoteka autorytatywna
Gabriel de Romanow Swirski,Biblioteka Narodowa - kartoteka autorytatywna
Agnieszka Zgrzebska,Biblioteka Narodowa - kartoteka autorytatywna
Grzegorz Żebrowski,Biblioteka Narodowa - kartoteka autorytatywna
Katarzyna Cholewicz,Biblioteka Narodowa - kartoteka autorytatywna
Magda Osip-Pokrywka,Biblioteka Narodowa - kartoteka autorytatywna
Clément Deltour,Biblioteka Narodowa - kartoteka autorytatywna
Władysława Wielińska,Biblioteka Narodowa - kartoteka autorytatywna
Laurynas Candravičius,Biblioteka Narodowa - kartoteka autorytatywna
Hans Wanningen,Biblioteka Narodowa - kartoteka autorytatywna
Inessa Zawadzka,Biblioteka Narodowa - kartoteka autorytatywna
Lucien Castela,Biblioteka Narodowa - kartoteka autorytatywna
Sioebhan Jenison-Dutrut,Biblioteka Narodowa - kartoteka autorytatywna
Jessica Langton,Biblioteka Narodowa - kartoteka autorytatywna
Natalia Sokołowska,Biblioteka Narodowa - kartoteka autorytatywna
Julia Dutkowska-Fischerowa,Biblioteka Narodowa - kartoteka autorytatywna
Agnieszka Stachurska,Biblioteka Narodowa - kartoteka autorytatywna
Jadwiga Possart,Biblioteka Narodowa - kartoteka autorytatywna
Aneta Kamińska,Biblioteka Narodowa - kartoteka autorytatywna
Józef Grajnert,Biblioteka Narodowa - kartoteka autorytatywna
Tomasz P. Gerszberg,Biblioteka Narodowa - kartoteka autorytatywna
Zinaida Afanasevna Vengerova,Biblioteka Narodowa - kartoteka autorytatywna
Ana Mršić Zdilar,Biblioteka Narodowa - kartoteka autorytatywna
Valentin Iosifovič Stenič,Biblioteka Narodowa - kartoteka autorytatywna
Nadežda Davydovna Volpin,Biblioteka Narodowa - kartoteka autorytatywna
Paweł Łaniewski,Biblioteka Narodowa - kartoteka autorytatywna
Ferdynand Serafinowicz,Biblioteka Narodowa - kartoteka autorytatywna
Johannes Freylinck,Biblioteka Narodowa - kartoteka autorytatywna
F. Turzyma,Biblioteka Narodowa - kartoteka autorytatywna
Łukasz Drobnik,Biblioteka Narodowa - kartoteka autorytatywna
Magdalena Żelazowska,Biblioteka Narodowa - kartoteka autorytatywna
Jakob Walosczyk,Biblioteka Narodowa - kartoteka autorytatywna
Bianca Francese,Biblioteka Narodowa - kartoteka autorytatywna
Clara Serretta,Biblioteka Narodowa - kartoteka autorytatywna
David J. Halperin,Biblioteka Narodowa - kartoteka autorytatywna
Emily Kingsbery,Biblioteka Narodowa - kartoteka autorytatywna
Kazimierz Hoszkiewicz,Biblioteka Narodowa - kartoteka autorytatywna
Katarzyna Gajos,Biblioteka Narodowa - kartoteka autorytatywna
Benno Tschischwitz,Biblioteka Narodowa - kartoteka autorytatywna
Dawid Więcek,Biblioteka Narodowa - kartoteka autorytatywna
Jonas Užupis,Biblioteka Narodowa - kartoteka autorytatywna
Evgeniâ Petrovna Èbzeeva,Biblioteka Narodowa - kartoteka autorytatywna
Jacek Dziubiński,Biblioteka Narodowa - kartoteka autorytatywna
José Carlos Nóbrega,Biblioteka Narodowa - kartoteka autorytatywna
Jochen Schimmang,Biblioteka Narodowa - kartoteka autorytatywna
Irene E. Newhouse,Biblioteka Narodowa - kartoteka autorytatywna
Bâbak Zamânī,Biblioteka Narodowa - kartoteka autorytatywna
Anna Broczkowska-Nguyen,Biblioteka Narodowa - kartoteka autorytatywna
Marcin Babko,Biblioteka Narodowa - kartoteka autorytatywna
Nicolas Tandler,Biblioteka Narodowa - kartoteka autorytatywna
Jan Moucha,Biblioteka Narodowa - kartoteka autorytatywna
Jiří A. Čepelák,Biblioteka Narodowa - kartoteka autorytatywna
Tomasz Gabiś,Biblioteka Narodowa - kartoteka autorytatywna
Sergìj Dibenko,Biblioteka Narodowa - kartoteka autorytatywna
Jarosław Serafin,Biblioteka Narodowa - kartoteka autorytatywna
Tyehimba Jess,Biblioteka Narodowa - kartoteka autorytatywna
Aleksandra Żurek,Biblioteka Narodowa - kartoteka autorytatywna
Agnieszka Korycka,Biblioteka Narodowa - kartoteka autorytatywna
Èmma Èfraimovna Moškovskaâ,Biblioteka Narodowa - kartoteka autorytatywna
Jan Tomasz Seweryn Jasiński,Biblioteka Narodowa - kartoteka autorytatywna
Shorena Tsitsagi,Biblioteka Narodowa - kartoteka autorytatywna
David Simha Segal,Biblioteka Narodowa - kartoteka autorytatywna
Marija Alytienė-Antanavičiūtė,Biblioteka Narodowa - kartoteka autorytatywna
Paulina Będkowska-Habib,Biblioteka Narodowa - kartoteka autorytatywna
Philippe Jacques de Maussac,Biblioteka Narodowa - kartoteka autorytatywna
Petr Nádeníček,Biblioteka Narodowa - kartoteka autorytatywna
Tadeusz Żeromski,Biblioteka Narodowa - kartoteka autorytatywna
Philip Birnbaum,Biblioteka Narodowa - kartoteka autorytatywna
Gila Lustiger,Biblioteka Narodowa - kartoteka autorytatywna
Elżbieta Delis-Modzelewska,Biblioteka Narodowa - kartoteka autorytatywna
Andrea Tompa,Biblioteka Narodowa - kartoteka autorytatywna
Tomasz Sikirycki,Biblioteka Narodowa - kartoteka autorytatywna
René Binet,Biblioteka Narodowa - kartoteka autorytatywna
Anna Kopańska,Biblioteka Narodowa - kartoteka autorytatywna
Helena Kozłowska-Dębicka,Biblioteka Narodowa - kartoteka autorytatywna
Urszula. Vogt-Nestorowicz,Biblioteka Narodowa - kartoteka autorytatywna
Natal'â Alešina,Biblioteka Narodowa - kartoteka autorytatywna
Anastasiâ Basova,Biblioteka Narodowa - kartoteka autorytatywna
Vìktor Petrovs'kij,Biblioteka Narodowa - kartoteka autorytatywna
Andreas Kasperski,Biblioteka Narodowa - kartoteka autorytatywna
