entity,source
Oleksìj Kornijovyč. Romanovs'kij,Biblioteka Narodowa - kartoteka autorytatywna
Pavel Lâhnovìč,Biblioteka Narodowa - kartoteka autorytatywna
Krzysztof Pijarski,Biblioteka Narodowa - kartoteka autorytatywna
W. D. MacInnes,Biblioteka Narodowa - kartoteka autorytatywna
Ferenc Tőkei,Biblioteka Narodowa - kartoteka autorytatywna
Harumi Aoki,Biblioteka Narodowa - kartoteka autorytatywna
Katarzyna Witwicka,Biblioteka Narodowa - kartoteka autorytatywna
Zuzanna Zabłocka,Biblioteka Narodowa - kartoteka autorytatywna
Michał Rybczyński,Biblioteka Narodowa - kartoteka autorytatywna
László Szabó,Biblioteka Narodowa - kartoteka autorytatywna
Helen Douglas-Irvine,Biblioteka Narodowa - kartoteka autorytatywna
Jan Bojarski,Biblioteka Narodowa - kartoteka autorytatywna
Jan Śliwoń,Biblioteka Narodowa - kartoteka autorytatywna
Hermann Buddensieg,Biblioteka Narodowa - kartoteka autorytatywna
Anne Frydman,Biblioteka Narodowa - kartoteka autorytatywna
Wang-nok Chang,Biblioteka Narodowa - kartoteka autorytatywna
Ilona Żelazna,Biblioteka Narodowa - kartoteka autorytatywna
Paulina Sztamberek,Biblioteka Narodowa - kartoteka autorytatywna
Lidia Siewak,Biblioteka Narodowa - kartoteka autorytatywna
Karina Piecyk,Biblioteka Narodowa - kartoteka autorytatywna
Magdalena Lipska,Biblioteka Narodowa - kartoteka autorytatywna
Pamela Paradowska,Biblioteka Narodowa - kartoteka autorytatywna
Aleksandra Moskal,Biblioteka Narodowa - kartoteka autorytatywna
Marta Kalbarczyk,Biblioteka Narodowa - kartoteka autorytatywna
Martyna Jędrzejczyk,Biblioteka Narodowa - kartoteka autorytatywna
Gabriela Grejner,Biblioteka Narodowa - kartoteka autorytatywna
Samīr Abū al-Fattūḥ,Biblioteka Narodowa - kartoteka autorytatywna
Weronika Grabek,Biblioteka Narodowa - kartoteka autorytatywna
Volodimir Oleksìjovič Pìdpalij,Biblioteka Narodowa - kartoteka autorytatywna
Mary Tibaldi Chiesa,Biblioteka Narodowa - kartoteka autorytatywna
Elżbieta Grygiel,Biblioteka Narodowa - kartoteka autorytatywna
Sabina Potaczek-Jasionowicz,Biblioteka Narodowa - kartoteka autorytatywna
Jan Meus,Biblioteka Narodowa - kartoteka autorytatywna
Alexander Teixeira de Mattos,Biblioteka Narodowa - kartoteka autorytatywna
Elżbieta Wojciechowska,Biblioteka Narodowa - kartoteka autorytatywna
Agnieszka Skrzypulec,Biblioteka Narodowa - kartoteka autorytatywna
Rajmund Kalicki,Biblioteka Narodowa - kartoteka autorytatywna
Adam Sandach,Biblioteka Narodowa - kartoteka autorytatywna
Agnieszka Lutkiewicz,Biblioteka Narodowa - kartoteka autorytatywna
Mikołaj Żórawski,Biblioteka Narodowa - kartoteka autorytatywna
Irena Kulesza,Biblioteka Narodowa - kartoteka autorytatywna
Jarmil Pelikán,Biblioteka Narodowa - kartoteka autorytatywna
Tadeusz Węclewski,Biblioteka Narodowa - kartoteka autorytatywna
Ludwik Osiński,Biblioteka Narodowa - kartoteka autorytatywna
Miroslav Zelenka,Biblioteka Narodowa - kartoteka autorytatywna
Błażej Niedziński,Biblioteka Narodowa - kartoteka autorytatywna
Fedor Kovač,Biblioteka Narodowa - kartoteka autorytatywna
Zenon Gubański,Biblioteka Narodowa - kartoteka autorytatywna
Tereza Vlachowa,Biblioteka Narodowa - kartoteka autorytatywna
Katarzyna Babicz,Biblioteka Narodowa - kartoteka autorytatywna
Galina Gyrič,Biblioteka Narodowa - kartoteka autorytatywna
Agnieszka Sztajer,Biblioteka Narodowa - kartoteka autorytatywna
Václav Suchý,Biblioteka Narodowa - kartoteka autorytatywna
Oton Župančič,Biblioteka Narodowa - kartoteka autorytatywna
Livio Alessandri,Biblioteka Narodowa - kartoteka autorytatywna
Hans Friedrich Schweinitz,Biblioteka Narodowa - kartoteka autorytatywna
Iga Leszczyńska,Biblioteka Narodowa - kartoteka autorytatywna
Magdalena Surowiec,Biblioteka Narodowa - kartoteka autorytatywna
Jurij Zawadski,Biblioteka Narodowa - kartoteka autorytatywna
Bernadeta John-Jankowska,Biblioteka Narodowa - kartoteka autorytatywna
Sabine Schlimm,Biblioteka Narodowa - kartoteka autorytatywna
Jerzy Król,Biblioteka Narodowa - kartoteka autorytatywna
Guia Risari,Biblioteka Narodowa - kartoteka autorytatywna
Bogdan Krowicki,Biblioteka Narodowa - kartoteka autorytatywna
Gunnar Barklund,Biblioteka Narodowa - kartoteka autorytatywna
Małgorzata Michalska,Biblioteka Narodowa - kartoteka autorytatywna
Roman Kubicki,Biblioteka Narodowa - kartoteka autorytatywna
Janina Łada Walicka,Biblioteka Narodowa - kartoteka autorytatywna
Elżbieta Rzemieniewska,Biblioteka Narodowa - kartoteka autorytatywna
Igor' Kolesov,Biblioteka Narodowa - kartoteka autorytatywna
Żaneta Borowiec,Biblioteka Narodowa - kartoteka autorytatywna
Piotr Hermanowski,Biblioteka Narodowa - kartoteka autorytatywna
Manfred Zander,Biblioteka Narodowa - kartoteka autorytatywna
Julius Cornet,Biblioteka Narodowa - kartoteka autorytatywna
Sergìj Ìvanovič Sidorenko,Biblioteka Narodowa - kartoteka autorytatywna
Ìvan Petrovič Maksimovič,Biblioteka Narodowa - kartoteka autorytatywna
Joanna Pokora,Biblioteka Narodowa - kartoteka autorytatywna
Dariusz Malinowski,Biblioteka Narodowa - kartoteka autorytatywna
Galina Arsen'evna Ostrovskaâ,Biblioteka Narodowa - kartoteka autorytatywna
Amer Fheed,Biblioteka Narodowa - kartoteka autorytatywna
Józef Bieniek,Biblioteka Narodowa - kartoteka autorytatywna
Lucjan Pohorski,Biblioteka Narodowa - kartoteka autorytatywna
Mariola Kukier-Wyrwicka,Biblioteka Narodowa - kartoteka autorytatywna
Ayda Düz,Biblioteka Narodowa - kartoteka autorytatywna
Emlyn Eisenach,Biblioteka Narodowa - kartoteka autorytatywna
Anna Czuryłowska,Biblioteka Narodowa - kartoteka autorytatywna
Pepita de Leão,Biblioteka Narodowa - kartoteka autorytatywna
Romas‏ Kinka,Biblioteka Narodowa - kartoteka autorytatywna
Vladimir Horáček,Biblioteka Narodowa - kartoteka autorytatywna
Natalia Mosquera,Biblioteka Narodowa - kartoteka autorytatywna
L.-Kr.,Biblioteka Narodowa - kartoteka autorytatywna
Katarzyna Walkowska-Iwiańska,Biblioteka Narodowa - kartoteka autorytatywna
Werner Stingl,Biblioteka Narodowa - kartoteka autorytatywna
Blanka Prośniewska-Piro,Biblioteka Narodowa - kartoteka autorytatywna
André Berelowitch,Biblioteka Narodowa - kartoteka autorytatywna
Amelia Bortnowska,Biblioteka Narodowa - kartoteka autorytatywna
Grażyna Wójcik,Biblioteka Narodowa - kartoteka autorytatywna
Luigi Odorici,Biblioteka Narodowa - kartoteka autorytatywna
Arnold Kleczko,Biblioteka Narodowa - kartoteka autorytatywna
Maria Siwińska,Biblioteka Narodowa - kartoteka autorytatywna
Rita Frieske,Biblioteka Narodowa - kartoteka autorytatywna
Mirosław Azembski,Biblioteka Narodowa - kartoteka autorytatywna
Alois Kremsa,Biblioteka Narodowa - kartoteka autorytatywna
Galina Mikolaïvna Kirpa,Biblioteka Narodowa - kartoteka autorytatywna
Jan Macků,Biblioteka Narodowa - kartoteka autorytatywna
Agnieszka Korzec-Biesik,Biblioteka Narodowa - kartoteka autorytatywna
Andrzej Hoppe,Biblioteka Narodowa - kartoteka autorytatywna
Böbe Weisz,Biblioteka Narodowa - kartoteka autorytatywna
Helena Skowron,Biblioteka Narodowa - kartoteka autorytatywna
Adam Newton,Biblioteka Narodowa - kartoteka autorytatywna
Ewa Firewicz,Biblioteka Narodowa - kartoteka autorytatywna
Elżbieta Janowska-Moniuszko,Biblioteka Narodowa - kartoteka autorytatywna
Zbigniew Banaś,Biblioteka Narodowa - kartoteka autorytatywna
Danuta Plackowska,Biblioteka Narodowa - kartoteka autorytatywna
Karl August Nicander,Biblioteka Narodowa - kartoteka autorytatywna
Hedda Wagner,Biblioteka Narodowa - kartoteka autorytatywna
Evgenij Fedorovič Korš,Biblioteka Narodowa - kartoteka autorytatywna
Daniele Furlani,Biblioteka Narodowa - kartoteka autorytatywna
Borivoje P. Ljotič,Biblioteka Narodowa - kartoteka autorytatywna
Petra Tomažin,Biblioteka Narodowa - kartoteka autorytatywna
Brane Kovič,Biblioteka Narodowa - kartoteka autorytatywna
Szymon Karpiński,Biblioteka Narodowa - kartoteka autorytatywna
Renate Lunzer,Biblioteka Narodowa - kartoteka autorytatywna
Jan Bor,Biblioteka Narodowa - kartoteka autorytatywna
Olga Czechowa,Biblioteka Narodowa - kartoteka autorytatywna
Eugénie Söderberg,Biblioteka Narodowa - kartoteka autorytatywna
Anna Kadykało,Biblioteka Narodowa - kartoteka autorytatywna
Hugh Candler Hunt,Biblioteka Narodowa - kartoteka autorytatywna
Adelina Veniaminovna Kondrat'eva,Biblioteka Narodowa - kartoteka autorytatywna
Gina Kaus,Biblioteka Narodowa - kartoteka autorytatywna
Robert Kołaczek,Biblioteka Narodowa - kartoteka autorytatywna
Maria Krause,Biblioteka Narodowa - kartoteka autorytatywna
Blaga Dimitrova,Biblioteka Narodowa - kartoteka autorytatywna
Józef Skłodowski,Biblioteka Narodowa - kartoteka autorytatywna
Maksymilian Kapelański,Biblioteka Narodowa - kartoteka autorytatywna
Rajmund Ohly,Biblioteka Narodowa - kartoteka autorytatywna
Hermann Hoepke,Biblioteka Narodowa - kartoteka autorytatywna
Iwona Makuch,Biblioteka Narodowa - kartoteka autorytatywna
Mirosława Kropiwnicka,Biblioteka Narodowa - kartoteka autorytatywna
Tom Havemann,Biblioteka Narodowa - kartoteka autorytatywna
Zygmunt Złotkowski,Biblioteka Narodowa - kartoteka autorytatywna
Marta Koźbiał,Biblioteka Narodowa - kartoteka autorytatywna
Plínio Dentzien,Biblioteka Narodowa - kartoteka autorytatywna
Louise Marsiac,Biblioteka Narodowa - kartoteka autorytatywna
José Viegas Filho,Biblioteka Narodowa - kartoteka autorytatywna
Maria Ilnicka,Biblioteka Narodowa - kartoteka autorytatywna
Louis Viardot,Biblioteka Narodowa - kartoteka autorytatywna
Renata Rafa-Radiměřský,Biblioteka Narodowa - kartoteka autorytatywna
Nora Noevna Zabinkova,Biblioteka Narodowa - kartoteka autorytatywna
Edouard Lancereau,Biblioteka Narodowa - kartoteka autorytatywna
Sylwia Wesołowska-Betkier,Biblioteka Narodowa - kartoteka autorytatywna
Jerzy Terpiłowski,Biblioteka Narodowa - kartoteka autorytatywna
Jan Wolski,Biblioteka Narodowa - kartoteka autorytatywna
Rita Katinaitė,Biblioteka Narodowa - kartoteka autorytatywna
Katarzyna Dwornik,Biblioteka Narodowa - kartoteka autorytatywna
Grzegorz Gryc,Biblioteka Narodowa - kartoteka autorytatywna
Bogusław Wolniewicz,Biblioteka Narodowa - kartoteka autorytatywna
Lauri Leesi,Biblioteka Narodowa - kartoteka autorytatywna
Ryszard Popławski,Biblioteka Narodowa - kartoteka autorytatywna
Alexej Kist,Biblioteka Narodowa - kartoteka autorytatywna
Szymon Laks,Biblioteka Narodowa - kartoteka autorytatywna
Joseph Turmel,Biblioteka Narodowa - kartoteka autorytatywna
Magdalena Kiwior,Biblioteka Narodowa - kartoteka autorytatywna
Andrzej Dębowski,Biblioteka Narodowa - kartoteka autorytatywna
Jan Leończuk,Biblioteka Narodowa - kartoteka autorytatywna
Michal Zítko,Biblioteka Narodowa - kartoteka autorytatywna
Stanisław Nowak,Biblioteka Narodowa - kartoteka autorytatywna
Anna Mateja,Biblioteka Narodowa - kartoteka autorytatywna
Pádraig Ó Snodaigh,Biblioteka Narodowa - kartoteka autorytatywna
Beata Żółkiewicz-Siakantaris,Biblioteka Narodowa - kartoteka autorytatywna
Reinhard Haupenthal,Biblioteka Narodowa - kartoteka autorytatywna
Viktor Iosifovič Âznevič,Biblioteka Narodowa - kartoteka autorytatywna
Kurt Hirsch,Biblioteka Narodowa - kartoteka autorytatywna
Jeremy Gaines,Biblioteka Narodowa - kartoteka autorytatywna
Michał Penkala,Biblioteka Narodowa - kartoteka autorytatywna
Joseph Mélèze-Modrzejewski,Biblioteka Narodowa - kartoteka autorytatywna
Pál Miklós,Biblioteka Narodowa - kartoteka autorytatywna
Ewelina Rockenbauer,Biblioteka Narodowa - kartoteka autorytatywna
John Mander,Biblioteka Narodowa - kartoteka autorytatywna
Wacław Mazur,Biblioteka Narodowa - kartoteka autorytatywna
Andrzej Jan Kanty Trzciński,Biblioteka Narodowa - kartoteka autorytatywna
Carlos Gardini,Biblioteka Narodowa - kartoteka autorytatywna
William Nathanson,Biblioteka Narodowa - kartoteka autorytatywna
Maria Wierzbicka,Biblioteka Narodowa - kartoteka autorytatywna
Edwin Herbert,Biblioteka Narodowa - kartoteka autorytatywna
James Strachey,Biblioteka Narodowa - kartoteka autorytatywna
Ettore Gentili,Biblioteka Narodowa - kartoteka autorytatywna
Maurice Brière,Biblioteka Narodowa - kartoteka autorytatywna
Sergej Aleksandrovič Zav'âlov,Biblioteka Narodowa - kartoteka autorytatywna
Jacek Marianowski,Biblioteka Narodowa - kartoteka autorytatywna
Henryk Załucki,Biblioteka Narodowa - kartoteka autorytatywna
Jan Turnowski,Biblioteka Narodowa - kartoteka autorytatywna
Sazana Çapriqi,Biblioteka Narodowa - kartoteka autorytatywna
Maja Hądzlik-Margańska,Biblioteka Narodowa - kartoteka autorytatywna
Małgorzata Marczak,Biblioteka Narodowa - kartoteka autorytatywna
Andrzej Wypustek,Biblioteka Narodowa - kartoteka autorytatywna
Stanisław Strumph-Wojtkiewicz,Biblioteka Narodowa - kartoteka autorytatywna
Błażej Matusiak,Biblioteka Narodowa - kartoteka autorytatywna
Janina Karczmarewicz-Fedorowska,Biblioteka Narodowa - kartoteka autorytatywna
Helena Pires,Biblioteka Narodowa - kartoteka autorytatywna
Susana Paulino,Biblioteka Narodowa - kartoteka autorytatywna
Rosemarie Ziegelmaier,Biblioteka Narodowa - kartoteka autorytatywna
René Jouglet,Biblioteka Narodowa - kartoteka autorytatywna
Andrèj Mryj,Biblioteka Narodowa - kartoteka autorytatywna
Michał Pałucki,Biblioteka Narodowa - kartoteka autorytatywna
Rudi Paloš,Biblioteka Narodowa - kartoteka autorytatywna
Jean-François Revel,Biblioteka Narodowa - kartoteka autorytatywna
András Fodor,Biblioteka Narodowa - kartoteka autorytatywna
Marek Popęda,Biblioteka Narodowa - kartoteka autorytatywna
Aneta Trybulska,Biblioteka Narodowa - kartoteka autorytatywna
Kristína Karabová,Biblioteka Narodowa - kartoteka autorytatywna
Małgorzata Kwiecień,Biblioteka Narodowa - kartoteka autorytatywna
Monika Niewójt,Biblioteka Narodowa - kartoteka autorytatywna
Justyna Wesołowska,Biblioteka Narodowa - kartoteka autorytatywna
Michèle Parrot-Rémillard,Biblioteka Narodowa - kartoteka autorytatywna
Seán Jennett,Biblioteka Narodowa - kartoteka autorytatywna
Józef Miłobędzki,Biblioteka Narodowa - kartoteka autorytatywna
M. N. B.,Biblioteka Narodowa - kartoteka autorytatywna
Jolanta Anna Kulig,Biblioteka Narodowa - kartoteka autorytatywna
Aleksander Sękowski,Biblioteka Narodowa - kartoteka autorytatywna
Piotr Rymarczyk,Biblioteka Narodowa - kartoteka autorytatywna
Eugeniusz Piątkowski,Biblioteka Narodowa - kartoteka autorytatywna
Maria Weiss-Malec,Biblioteka Narodowa - kartoteka autorytatywna
Mira Liehm,Biblioteka Narodowa - kartoteka autorytatywna
Gülçin Balamir Coşkun,Biblioteka Narodowa - kartoteka autorytatywna
Glenn Taylor Webb,Biblioteka Narodowa - kartoteka autorytatywna
Barbara Piątosa,Biblioteka Narodowa - kartoteka autorytatywna
Anna Marcinowska,Biblioteka Narodowa - kartoteka autorytatywna
Marta Moszyńska,Biblioteka Narodowa - kartoteka autorytatywna
Andreas Riehle,Biblioteka Narodowa - kartoteka autorytatywna
Rolf Gaensslen,Biblioteka Narodowa - kartoteka autorytatywna
Amiran Gabeskiria,Biblioteka Narodowa - kartoteka autorytatywna
Christoph Ferber,Biblioteka Narodowa - kartoteka autorytatywna
Joanna Petry-Mroczkowska,Biblioteka Narodowa - kartoteka autorytatywna
Birgül Oğuz,Biblioteka Narodowa - kartoteka autorytatywna
José Fernández Lago,Biblioteka Narodowa - kartoteka autorytatywna
Ana Pepelnik,Biblioteka Narodowa - kartoteka autorytatywna
L. Kudravec,Biblioteka Narodowa - kartoteka autorytatywna
John William Mackail,Biblioteka Narodowa - kartoteka autorytatywna
Bożena Kojro,Biblioteka Narodowa - kartoteka autorytatywna
Elisabeth de Farcy,Biblioteka Narodowa - kartoteka autorytatywna
Elżbieta Chrzanowska-Kluczewska,Biblioteka Narodowa - kartoteka autorytatywna
Bogdan Kovtyk,Biblioteka Narodowa - kartoteka autorytatywna
Iryna Szuwałowa,Biblioteka Narodowa - kartoteka autorytatywna
Robert Fitzgerald,Biblioteka Narodowa - kartoteka autorytatywna
Tamar Lortkiphanidze,Biblioteka Narodowa - kartoteka autorytatywna
Simon Baguma Mweze,Biblioteka Narodowa - kartoteka autorytatywna
PeKa,Biblioteka Narodowa - kartoteka autorytatywna
Jana Králová-Kullová,Biblioteka Narodowa - kartoteka autorytatywna
Walter Żebrowski,Biblioteka Narodowa - kartoteka autorytatywna
Uładzimir Żyłka,Biblioteka Narodowa - kartoteka autorytatywna
Zofia Potocka,Biblioteka Narodowa - kartoteka autorytatywna
Zdzisław Kłos,Biblioteka Narodowa - kartoteka autorytatywna
Witold Wołowski,Biblioteka Narodowa - kartoteka autorytatywna
Mirka Ivanova Kostova,Biblioteka Narodowa - kartoteka autorytatywna
Ewa Pindral,Biblioteka Narodowa - kartoteka autorytatywna
Ion Ianoşi,Biblioteka Narodowa - kartoteka autorytatywna
Xuanzang,Biblioteka Narodowa - kartoteka autorytatywna
B. Zagorskij,Biblioteka Narodowa - kartoteka autorytatywna
Václav Jamek,Biblioteka Narodowa - kartoteka autorytatywna
Irena Pannenkowa,Biblioteka Narodowa - kartoteka autorytatywna
Anna Chomik,Biblioteka Narodowa - kartoteka autorytatywna
Andrzej Palacz,Biblioteka Narodowa - kartoteka autorytatywna
Roman Glanowski,Biblioteka Narodowa - kartoteka autorytatywna
Maurice‏ Wolfthal,Biblioteka Narodowa - kartoteka autorytatywna
Agnieszka Smólczyńska-Wiechetek,Biblioteka Narodowa - kartoteka autorytatywna
Anduqap'ar Čeišvili,Biblioteka Narodowa - kartoteka autorytatywna
Dominik Grzywa,Biblioteka Narodowa - kartoteka autorytatywna
Nicolae Pauleti,Biblioteka Narodowa - kartoteka autorytatywna
Ewa Piasek,Biblioteka Narodowa - kartoteka autorytatywna
Maja Ostrowska,Biblioteka Narodowa - kartoteka autorytatywna
Stefan Sękowski,Biblioteka Narodowa - kartoteka autorytatywna
Milan Jařiš,Biblioteka Narodowa - kartoteka autorytatywna
Albert Vidick,Biblioteka Narodowa - kartoteka autorytatywna
Andrzej Glaber,Biblioteka Narodowa - kartoteka autorytatywna
Arthur Knodell,Biblioteka Narodowa - kartoteka autorytatywna
Manik Sarkar,Biblioteka Narodowa - kartoteka autorytatywna
Vasilka Pemova,Biblioteka Narodowa - kartoteka autorytatywna
Vìktar Šukelovìč,Biblioteka Narodowa - kartoteka autorytatywna
Semen Izrailevič Lipkin,Biblioteka Narodowa - kartoteka autorytatywna
Marc Jardine,Biblioteka Narodowa - kartoteka autorytatywna
Bibiana Saldívar,Biblioteka Narodowa - kartoteka autorytatywna
Tadeusz Cywiński,Biblioteka Narodowa - kartoteka autorytatywna
Ralph F. McCarthy,Biblioteka Narodowa - kartoteka autorytatywna
Mateusz Makowski,Biblioteka Narodowa - kartoteka autorytatywna
Magdalena Kowalska,Biblioteka Narodowa - kartoteka autorytatywna
Alexander Sened,Biblioteka Narodowa - kartoteka autorytatywna
Beata Majewska,Biblioteka Narodowa - kartoteka autorytatywna
Tomasz Mazurkiewicz,Biblioteka Narodowa - kartoteka autorytatywna
Hana Březáková,Biblioteka Narodowa - kartoteka autorytatywna
Lucjan Kawik,Biblioteka Narodowa - kartoteka autorytatywna
Bogumiła Misztal,Biblioteka Narodowa - kartoteka autorytatywna
Lewis Hyde,Biblioteka Narodowa - kartoteka autorytatywna
Agnieszka Mazurkiewicz,Biblioteka Narodowa - kartoteka autorytatywna
František Ladislav Vorlíček,Biblioteka Narodowa - kartoteka autorytatywna
František Bronislav Kořínek,Biblioteka Narodowa - kartoteka autorytatywna
Jarosław Szubrycht,Biblioteka Narodowa - kartoteka autorytatywna
Heinrich Grans,Biblioteka Narodowa - kartoteka autorytatywna
Andrzej Ehrlich,Biblioteka Narodowa - kartoteka autorytatywna
Barbara Tarnas,Biblioteka Narodowa - kartoteka autorytatywna
Karolina Holzman,Biblioteka Narodowa - kartoteka autorytatywna
Ianina Hahula,Biblioteka Narodowa - kartoteka autorytatywna
Małgorzata Grabowska,Biblioteka Narodowa - kartoteka autorytatywna
Ge Rima Kim,Biblioteka Narodowa - kartoteka autorytatywna
François Ragon,Biblioteka Narodowa - kartoteka autorytatywna
Mieczysław Godyń,Biblioteka Narodowa - kartoteka autorytatywna
Robert Reszke,Biblioteka Narodowa - kartoteka autorytatywna
Tadeusz Porayski,Biblioteka Narodowa - kartoteka autorytatywna
Robert Sudół,Biblioteka Narodowa - kartoteka autorytatywna
Małgorzata Szubert,Biblioteka Narodowa - kartoteka autorytatywna
Monika Gawęda,Biblioteka Narodowa - kartoteka autorytatywna
Paweł Twardy,Biblioteka Narodowa - kartoteka autorytatywna
Aleksandra Marcinkowska,Biblioteka Narodowa - kartoteka autorytatywna
Francesco Paolo Raimondi,Biblioteka Narodowa - kartoteka autorytatywna
Colin Smith,Biblioteka Narodowa - kartoteka autorytatywna
Karol Przyborowski,Biblioteka Narodowa - kartoteka autorytatywna
Hans Thill,Biblioteka Narodowa - kartoteka autorytatywna
Friedrich Wilhelm August Mullach,Biblioteka Narodowa - kartoteka autorytatywna
Nikolaj Nikolaevič Sidorenko,Biblioteka Narodowa - kartoteka autorytatywna
James Moffatt,Biblioteka Narodowa - kartoteka autorytatywna
Zofia Mellerowa,Biblioteka Narodowa - kartoteka autorytatywna
Paweł Koronkiewicz,Biblioteka Narodowa - kartoteka autorytatywna
Vesa Santavuori,Biblioteka Narodowa - kartoteka autorytatywna
Dmitrij Pisariew,Biblioteka Narodowa - kartoteka autorytatywna
Marek Danowski,Biblioteka Narodowa - kartoteka autorytatywna
Iwona Pańczakiewicz,Biblioteka Narodowa - kartoteka autorytatywna
J. Hercé,Biblioteka Narodowa - kartoteka autorytatywna
G. Jean-Aubry,Biblioteka Narodowa - kartoteka autorytatywna
Bronisław Taraszkiewicz,Biblioteka Narodowa - kartoteka autorytatywna
Marianna Mináriková,Biblioteka Narodowa - kartoteka autorytatywna
Krystian Koseski,Biblioteka Narodowa - kartoteka autorytatywna
Dominik Rozwadowski,Biblioteka Narodowa - kartoteka autorytatywna
Albert Dresden Vandam,Biblioteka Narodowa - kartoteka autorytatywna
Teresa Wodzicka,Biblioteka Narodowa - kartoteka autorytatywna
Gustaw Bolesław Baumfeld,Biblioteka Narodowa - kartoteka autorytatywna
Jan Feliks Tarnowski,Biblioteka Narodowa - kartoteka autorytatywna
Renata Jędrzejewska,Biblioteka Narodowa - kartoteka autorytatywna
Lech Piwowar,Biblioteka Narodowa - kartoteka autorytatywna
Marcin Błażewski,Biblioteka Narodowa - kartoteka autorytatywna
Mihnea Gafiţa,Biblioteka Narodowa - kartoteka autorytatywna
Sergej Klyčkov,Biblioteka Narodowa - kartoteka autorytatywna
Danilo Kiš,Biblioteka Narodowa - kartoteka autorytatywna
František Veverka,Biblioteka Narodowa - kartoteka autorytatywna
Camilla Mondral,Biblioteka Narodowa - kartoteka autorytatywna
Josef Folprecht,Biblioteka Narodowa - kartoteka autorytatywna
Lore Segal,Biblioteka Narodowa - kartoteka autorytatywna
Irena Zujienė,Biblioteka Narodowa - kartoteka autorytatywna
Jerzy Millenband,Biblioteka Narodowa - kartoteka autorytatywna
Erwin Einzinger,Biblioteka Narodowa - kartoteka autorytatywna
Dorota Radzimińska,Biblioteka Narodowa - kartoteka autorytatywna
Urszula Papajak,Biblioteka Narodowa - kartoteka autorytatywna
Roger Gilles,Biblioteka Narodowa - kartoteka autorytatywna
Danuta Kułakowska,Biblioteka Narodowa - kartoteka autorytatywna
Clemens J. Setz,Biblioteka Narodowa - kartoteka autorytatywna
Agnieszka Graff,Biblioteka Narodowa - kartoteka autorytatywna
Jolanta Kurska,Biblioteka Narodowa - kartoteka autorytatywna
Jacek Manicki,Biblioteka Narodowa - kartoteka autorytatywna
Klara Brodacka,Biblioteka Narodowa - kartoteka autorytatywna
Michał Tabaczyński,Biblioteka Narodowa - kartoteka autorytatywna
Ābrams Feldhūns,Biblioteka Narodowa - kartoteka autorytatywna
Zuzanna Stromenger,Biblioteka Narodowa - kartoteka autorytatywna
Ryszard Tylman,Biblioteka Narodowa - kartoteka autorytatywna
B. Nowicki,Biblioteka Narodowa - kartoteka autorytatywna
Amanda C. Lee,Biblioteka Narodowa - kartoteka autorytatywna
Jolanta Mach,Biblioteka Narodowa - kartoteka autorytatywna
Jacek Luty,Biblioteka Narodowa - kartoteka autorytatywna
Robert P. Keep,Biblioteka Narodowa - kartoteka autorytatywna
Katarzyna Pamięta,Biblioteka Narodowa - kartoteka autorytatywna
Dariusz R. Piwowarczyk,Biblioteka Narodowa - kartoteka autorytatywna
Janina Krupińska,Biblioteka Narodowa - kartoteka autorytatywna
Renata Jarda,Biblioteka Narodowa - kartoteka autorytatywna
Piotr Kaliński,Biblioteka Narodowa - kartoteka autorytatywna
Józef Iłowiecki,Biblioteka Narodowa - kartoteka autorytatywna
Christiane Barckhausen,Biblioteka Narodowa - kartoteka autorytatywna
Gerda Rincón,Biblioteka Narodowa - kartoteka autorytatywna
Marcin Jędrysiak,Biblioteka Narodowa - kartoteka autorytatywna
Ladislav Volko,Biblioteka Narodowa - kartoteka autorytatywna
Wojciech Młynarski,Biblioteka Narodowa - kartoteka autorytatywna
Giuseppe Pezzana,Biblioteka Narodowa - kartoteka autorytatywna
Michael Huber,Biblioteka Narodowa - kartoteka autorytatywna
Sławomir Magala,Biblioteka Narodowa - kartoteka autorytatywna
Taras Rìzun,Biblioteka Narodowa - kartoteka autorytatywna
Jolanta Kamińska,Biblioteka Narodowa - kartoteka autorytatywna
Eugenijus Ališanka,Biblioteka Narodowa - kartoteka autorytatywna
Petruška Šustrová,Biblioteka Narodowa - kartoteka autorytatywna
Hanna Kirchner,Biblioteka Narodowa - kartoteka autorytatywna
Otto Hornung,Biblioteka Narodowa - kartoteka autorytatywna
Milan Wenit,Biblioteka Narodowa - kartoteka autorytatywna
Patrycja Włóczyk,Biblioteka Narodowa - kartoteka autorytatywna
Violet M. Macdonald,Biblioteka Narodowa - kartoteka autorytatywna
Michael Davidson,Biblioteka Narodowa - kartoteka autorytatywna
Gustaw Gottesman,Biblioteka Narodowa - kartoteka autorytatywna
I. V. Černikevič,Biblioteka Narodowa - kartoteka autorytatywna
Maximilien Rubel,Biblioteka Narodowa - kartoteka autorytatywna
Jorma Etto,Biblioteka Narodowa - kartoteka autorytatywna
Gorazd Kocijančič,Biblioteka Narodowa - kartoteka autorytatywna
Janina Piekarska-Gołębiowska,Biblioteka Narodowa - kartoteka autorytatywna
Alina Szwajczuk,Biblioteka Narodowa - kartoteka autorytatywna
Lucie Simerová,Biblioteka Narodowa - kartoteka autorytatywna
Joachim Neugroschel,Biblioteka Narodowa - kartoteka autorytatywna
Petr Fedorovič Nikolaev,Biblioteka Narodowa - kartoteka autorytatywna
Maria Szańca,Biblioteka Narodowa - kartoteka autorytatywna
