entity,source
Małgorzata Cimek-Gutowska,Biblioteka Narodowa - kartoteka autorytatywna
Saul Czernichowski,Biblioteka Narodowa - kartoteka autorytatywna
Barnabé Chauvelot,Biblioteka Narodowa - kartoteka autorytatywna
Gleb Sergeevič Semenov,Biblioteka Narodowa - kartoteka autorytatywna
Herve de Broc,Biblioteka Narodowa - kartoteka autorytatywna
Jérôme Delafosse,Biblioteka Narodowa - kartoteka autorytatywna
Rudo Brtáň,Biblioteka Narodowa - kartoteka autorytatywna
Eugenia Prosół,Biblioteka Narodowa - kartoteka autorytatywna
Mark Frutkin,Biblioteka Narodowa - kartoteka autorytatywna
Ciro Vieira da Cunha,Biblioteka Narodowa - kartoteka autorytatywna
Andrzej Jarosz,Biblioteka Narodowa - kartoteka autorytatywna
Pierre Barthélemy,Biblioteka Narodowa - kartoteka autorytatywna
Kornilij Aleksandrovič Borozdin,Biblioteka Narodowa - kartoteka autorytatywna
Kaspar Friedrich Lossius,Biblioteka Narodowa - kartoteka autorytatywna
Jennifer Mikels,Biblioteka Narodowa - kartoteka autorytatywna
Renata Fiałkowska,Biblioteka Narodowa - kartoteka autorytatywna
Zbigniew Dmitroca,Biblioteka Narodowa - kartoteka autorytatywna
Sophie Eleonore von Titzenhofer,Biblioteka Narodowa - kartoteka autorytatywna
Rodolfo Walsh,Biblioteka Narodowa - kartoteka autorytatywna
Aaron Kramer,Biblioteka Narodowa - kartoteka autorytatywna
Georg Rendl,Biblioteka Narodowa - kartoteka autorytatywna
Miloš Živanović,Biblioteka Narodowa - kartoteka autorytatywna
Wilhelm Müller-Rüdersdorf,Biblioteka Narodowa - kartoteka autorytatywna
Miroslav Dolenec-Dravski,Biblioteka Narodowa - kartoteka autorytatywna
Tadeusz Różewicz,Biblioteka Narodowa - kartoteka autorytatywna
Vikram Bhatt,Biblioteka Narodowa - kartoteka autorytatywna
Andrzej z Krety,Biblioteka Narodowa - kartoteka autorytatywna
Zygmunt Fijas,Biblioteka Narodowa - kartoteka autorytatywna
Marc Michel,Biblioteka Narodowa - kartoteka autorytatywna
Édouard Louis Alexandre Brisebarre,Biblioteka Narodowa - kartoteka autorytatywna
Shapcott Wensley,Biblioteka Narodowa - kartoteka autorytatywna
Zbigniew Kwiatkowski,Biblioteka Narodowa - kartoteka autorytatywna
Charles Richard Webb,Biblioteka Narodowa - kartoteka autorytatywna
Ephraim Auerbach,Biblioteka Narodowa - kartoteka autorytatywna
Franz Fühmann,Biblioteka Narodowa - kartoteka autorytatywna
Dimit''r Podv''rzačov,Biblioteka Narodowa - kartoteka autorytatywna
Hans Christoph Kaergel,Biblioteka Narodowa - kartoteka autorytatywna
Jean-Jacques Beineix,Biblioteka Narodowa - kartoteka autorytatywna
Dorota Grzesiak,Biblioteka Narodowa - kartoteka autorytatywna
Alexandre Toursky,Biblioteka Narodowa - kartoteka autorytatywna
Lubor Pok,Biblioteka Narodowa - kartoteka autorytatywna
David Moles,Biblioteka Narodowa - kartoteka autorytatywna
Jenny Nelson,Biblioteka Narodowa - kartoteka autorytatywna
Stefan Jaksch,Biblioteka Narodowa - kartoteka autorytatywna
Èsfir' Mihajlovna Èmden,Biblioteka Narodowa - kartoteka autorytatywna
Vladimir Petrovič Meŝerskij,Biblioteka Narodowa - kartoteka autorytatywna
Shirley Barber,Biblioteka Narodowa - kartoteka autorytatywna
Charles Thoumas,Biblioteka Narodowa - kartoteka autorytatywna
Robert Hugh Benson,Biblioteka Narodowa - kartoteka autorytatywna
Augustine Gottis,Biblioteka Narodowa - kartoteka autorytatywna
Martin Amis,Biblioteka Narodowa - kartoteka autorytatywna
Laurent Chouchan,Biblioteka Narodowa - kartoteka autorytatywna
P''rvan Stefanov,Biblioteka Narodowa - kartoteka autorytatywna
Radosław Wiśniewski,Biblioteka Narodowa - kartoteka autorytatywna
Herman Taube,Biblioteka Narodowa - kartoteka autorytatywna
D. S. Black,Biblioteka Narodowa - kartoteka autorytatywna
Tom Hillenbrand,Biblioteka Narodowa - kartoteka autorytatywna
František Dvořáček,Biblioteka Narodowa - kartoteka autorytatywna
Takashi Hiraide,Biblioteka Narodowa - kartoteka autorytatywna
Orlin Orlinov,Biblioteka Narodowa - kartoteka autorytatywna
Guy Helminger,Biblioteka Narodowa - kartoteka autorytatywna
Nikolaj Âkovlevič Zarudnyj,Biblioteka Narodowa - kartoteka autorytatywna
B. V. Tripurari,Biblioteka Narodowa - kartoteka autorytatywna
Victor Ducange,Biblioteka Narodowa - kartoteka autorytatywna
Georg Hartmann,Biblioteka Narodowa - kartoteka autorytatywna
Edward Piwowarek,Biblioteka Narodowa - kartoteka autorytatywna
Maroš Hečko,Biblioteka Narodowa - kartoteka autorytatywna
Robert Karger,Biblioteka Narodowa - kartoteka autorytatywna
Pierre-Henri Simon,Biblioteka Narodowa - kartoteka autorytatywna
Irena Vrkljan,Biblioteka Narodowa - kartoteka autorytatywna
Thomas Engström,Biblioteka Narodowa - kartoteka autorytatywna
Jojo Moyes,Biblioteka Narodowa - kartoteka autorytatywna
Eric Pringle,Biblioteka Narodowa - kartoteka autorytatywna
Dobriša Cesarić,Biblioteka Narodowa - kartoteka autorytatywna
Aecjusz,Biblioteka Narodowa - kartoteka autorytatywna
Edward Kozik,Biblioteka Narodowa - kartoteka autorytatywna
Christopher Macht,Biblioteka Narodowa - kartoteka autorytatywna
Bartek Kalinowski,Biblioteka Narodowa - kartoteka autorytatywna
Ûrij Samuilovič Hazanov,Biblioteka Narodowa - kartoteka autorytatywna
Robert R. Ingpen,Biblioteka Narodowa - kartoteka autorytatywna
Nicholas G. Carr,Biblioteka Narodowa - kartoteka autorytatywna
Rafik Schami,Biblioteka Narodowa - kartoteka autorytatywna
Johann Gottfried von Herder,Biblioteka Narodowa - kartoteka autorytatywna
Henryk Jakubiec,Biblioteka Narodowa - kartoteka autorytatywna
Leszek Komorowski,Biblioteka Narodowa - kartoteka autorytatywna
Mirosław Kościeński,Biblioteka Narodowa - kartoteka autorytatywna
Sena Freitas,Biblioteka Narodowa - kartoteka autorytatywna
Hella S. Haasse,Biblioteka Narodowa - kartoteka autorytatywna
Pernette Du Guillet,Biblioteka Narodowa - kartoteka autorytatywna
Judith Lennox,Biblioteka Narodowa - kartoteka autorytatywna
Sonia Orin Lyris,Biblioteka Narodowa - kartoteka autorytatywna
Lucyna Legut,Leksykon literatury dla dzieci i młodzieży | Biblioteka Narodowa - kartoteka autorytatywna
Kazimierz Zalewski,Biblioteka Narodowa - kartoteka autorytatywna
Stanisław Sterkowicz,Biblioteka Narodowa - kartoteka autorytatywna
Boris Sergeevič Kuzin,Biblioteka Narodowa - kartoteka autorytatywna
Dominik Opolski,Biblioteka Narodowa - kartoteka autorytatywna
Ivica Krajač,Biblioteka Narodowa - kartoteka autorytatywna
Siddhartha Deb,Biblioteka Narodowa - kartoteka autorytatywna
Jesús Massip i Fonollosa,Biblioteka Narodowa - kartoteka autorytatywna
Jarosław Nowicki,Biblioteka Narodowa - kartoteka autorytatywna
Viktor von Schubert-Soldern,Biblioteka Narodowa - kartoteka autorytatywna
Arsen Dedić,Biblioteka Narodowa - kartoteka autorytatywna
Marc Brunet,Biblioteka Narodowa - kartoteka autorytatywna
Krystyna Kuźnicka,Biblioteka Narodowa - kartoteka autorytatywna
Leonard Cox,Biblioteka Narodowa - kartoteka autorytatywna
Nick Bakalar,Biblioteka Narodowa - kartoteka autorytatywna
Edwin Markham,Biblioteka Narodowa - kartoteka autorytatywna
Charles Pinot Duclos,Biblioteka Narodowa - kartoteka autorytatywna
Sergej Nikolaevič Durylin,Biblioteka Narodowa - kartoteka autorytatywna
K. A. Bertini,Biblioteka Narodowa - kartoteka autorytatywna
Tomasz Kajetan Węgierski,Biblioteka Narodowa - kartoteka autorytatywna
Motokiyo Zeami,Biblioteka Narodowa - kartoteka autorytatywna
Grzegorz Pietras,Biblioteka Narodowa - kartoteka autorytatywna
Małgorzata Skałbania,Biblioteka Narodowa - kartoteka autorytatywna
José Calvet de Magalhães,Biblioteka Narodowa - kartoteka autorytatywna
Agnes von Krusenstjerna,Biblioteka Narodowa - kartoteka autorytatywna
Olivier Laneurie,Biblioteka Narodowa - kartoteka autorytatywna
Erasmus Alberus,Biblioteka Narodowa - kartoteka autorytatywna
Matti Kurjensaari,Biblioteka Narodowa - kartoteka autorytatywna
Nikolaj Nikolaevič Životov,Biblioteka Narodowa - kartoteka autorytatywna
Gregorius Richter,Biblioteka Narodowa - kartoteka autorytatywna
Svetlana Egorova,Biblioteka Narodowa - kartoteka autorytatywna
Maciej Aleksander Majewski,Biblioteka Narodowa - kartoteka autorytatywna
Alberto Melis,Biblioteka Narodowa - kartoteka autorytatywna
Françoise Le Gloahec,Biblioteka Narodowa - kartoteka autorytatywna
Daniel Adam z Veleslavína,Biblioteka Narodowa - kartoteka autorytatywna
Michael Abel,Biblioteka Narodowa - kartoteka autorytatywna
Tadeusz Sasinowski,Biblioteka Narodowa - kartoteka autorytatywna
Miklós Istvánffy,Biblioteka Narodowa - kartoteka autorytatywna
Arthur Silbergleit,Biblioteka Narodowa - kartoteka autorytatywna
Alessandro Gallerani,Biblioteka Narodowa - kartoteka autorytatywna
Bruno Arndt,Biblioteka Narodowa - kartoteka autorytatywna
Johannes Meyer,Biblioteka Narodowa - kartoteka autorytatywna
Karl Ragnar Gierow,Biblioteka Narodowa - kartoteka autorytatywna
Max Tau,Biblioteka Narodowa - kartoteka autorytatywna
David Durand,Biblioteka Narodowa - kartoteka autorytatywna
Ashmore Wingate,Biblioteka Narodowa - kartoteka autorytatywna
Magdalena Parys,Biblioteka Narodowa - kartoteka autorytatywna
Anthony Minghella,Biblioteka Narodowa - kartoteka autorytatywna
Nicolas Le Fèvre de la Boderie,Biblioteka Narodowa - kartoteka autorytatywna
Wanda Grot-Bęczkowska,Biblioteka Narodowa - kartoteka autorytatywna
Maria Grossek-Korycka,Biblioteka Narodowa - kartoteka autorytatywna
Gabriela Iwińska,Biblioteka Narodowa - kartoteka autorytatywna
David McKenna,Biblioteka Narodowa - kartoteka autorytatywna
Rüdiger Görner,Biblioteka Narodowa - kartoteka autorytatywna
Tommaso Grossi,Biblioteka Narodowa - kartoteka autorytatywna
Tadeusz Krzysztof Knyziak,Biblioteka Narodowa - kartoteka autorytatywna
Kata Mariusz,Biblioteka Narodowa - kartoteka autorytatywna
Andrej Mihajlovič Sobol',Biblioteka Narodowa - kartoteka autorytatywna
Anna Snoekstra,Biblioteka Narodowa - kartoteka autorytatywna
Else G. Stahl,Biblioteka Narodowa - kartoteka autorytatywna
Henryk Klejnowski,Biblioteka Narodowa - kartoteka autorytatywna
Léon Abramowicz,Biblioteka Narodowa - kartoteka autorytatywna
Rudolf Lindau,Biblioteka Narodowa - kartoteka autorytatywna
Suzanne Arlet,Biblioteka Narodowa - kartoteka autorytatywna
Ulf Diederichs,Biblioteka Narodowa - kartoteka autorytatywna
Uwe Grüning,Biblioteka Narodowa - kartoteka autorytatywna
Jan Schmid,Biblioteka Narodowa - kartoteka autorytatywna
Viktor Viktorovič Budakov,Biblioteka Narodowa - kartoteka autorytatywna
Jerzy Seipp,Biblioteka Narodowa - kartoteka autorytatywna
Teresa Ferenc,Leksykon literatury dla dzieci i młodzieży | Biblioteka Narodowa - kartoteka autorytatywna
Michael Allin,Biblioteka Narodowa - kartoteka autorytatywna
Stefan Kiedrzyński,Biblioteka Narodowa - kartoteka autorytatywna
Jacques-Louis-Marin Defrance,Biblioteka Narodowa - kartoteka autorytatywna
Pavel Švanda,Biblioteka Narodowa - kartoteka autorytatywna
Sara Gran,Biblioteka Narodowa - kartoteka autorytatywna
Terry Swinton,Biblioteka Narodowa - kartoteka autorytatywna
Sam Chaiton,Biblioteka Narodowa - kartoteka autorytatywna
Athanasios Dorostamos,Biblioteka Narodowa - kartoteka autorytatywna
Stanisław Świątek,Biblioteka Narodowa - kartoteka autorytatywna
T. Thorn Coyle,Biblioteka Narodowa - kartoteka autorytatywna
István Zágon,Biblioteka Narodowa - kartoteka autorytatywna
Thomas Amory,Biblioteka Narodowa - kartoteka autorytatywna
Francesco D'Adamo,Biblioteka Narodowa - kartoteka autorytatywna
Mahesh Manjrekar,Biblioteka Narodowa - kartoteka autorytatywna
Grzegorz Dłubak,Biblioteka Narodowa - kartoteka autorytatywna
Zdzisław Krupa,Biblioteka Narodowa - kartoteka autorytatywna
James Sacré,Biblioteka Narodowa - kartoteka autorytatywna
Wiaczesław Kuprianow,Biblioteka Narodowa - kartoteka autorytatywna
Hervé Micolet,Biblioteka Narodowa - kartoteka autorytatywna
Franciszek Lewandowski,Biblioteka Narodowa - kartoteka autorytatywna
Samo Chalupka,Biblioteka Narodowa - kartoteka autorytatywna
Jonas Ragauskas,Biblioteka Narodowa - kartoteka autorytatywna
Bernhard Stern-Szana,Biblioteka Narodowa - kartoteka autorytatywna
Edward Stilgebauer,Biblioteka Narodowa - kartoteka autorytatywna
Martin Hare,Biblioteka Narodowa - kartoteka autorytatywna
Jackson Mac Low,Biblioteka Narodowa - kartoteka autorytatywna
Jorge Nazra Torrico,Biblioteka Narodowa - kartoteka autorytatywna
Jóhannes Helgi,Biblioteka Narodowa - kartoteka autorytatywna
Yves Vasseur,Biblioteka Narodowa - kartoteka autorytatywna
Pietro Giustinelli,Biblioteka Narodowa - kartoteka autorytatywna
Otto Magnus von Stackelberg,Biblioteka Narodowa - kartoteka autorytatywna
William Bartholomew,Biblioteka Narodowa - kartoteka autorytatywna
Paul Mahn,Biblioteka Narodowa - kartoteka autorytatywna
Henryk Jasiczek,Biblioteka Narodowa - kartoteka autorytatywna
Anna Margolin,Biblioteka Narodowa - kartoteka autorytatywna
Josephine Jacobsen,Biblioteka Narodowa - kartoteka autorytatywna
Danny Lukic,Biblioteka Narodowa - kartoteka autorytatywna
Jan Szutkiewicz,Biblioteka Narodowa - kartoteka autorytatywna
Anton Il'ič Prišelec,Biblioteka Narodowa - kartoteka autorytatywna
Stanisław Wieczorek,Biblioteka Narodowa - kartoteka autorytatywna
Wilhelm Jędrzej Robertson,Biblioteka Narodowa - kartoteka autorytatywna
Arkadiusz Burda,Biblioteka Narodowa - kartoteka autorytatywna
Leonid Gurunc,Biblioteka Narodowa - kartoteka autorytatywna
Sonia Kantor,Biblioteka Narodowa - kartoteka autorytatywna
Marianna Bocian,Biblioteka Narodowa - kartoteka autorytatywna
Leszek Lachowiecki,Biblioteka Narodowa - kartoteka autorytatywna
Ulrich Schmid,Biblioteka Narodowa - kartoteka autorytatywna
Günter Spranger,Biblioteka Narodowa - kartoteka autorytatywna
William Caine,Biblioteka Narodowa - kartoteka autorytatywna
Thomas Henry Hall Caine,Biblioteka Narodowa - kartoteka autorytatywna
Martin. Zelenay,Biblioteka Narodowa - kartoteka autorytatywna
Michael Hardcastle,Biblioteka Narodowa - kartoteka autorytatywna
August Popławski,Biblioteka Narodowa - kartoteka autorytatywna
Louis Bertrand,Biblioteka Narodowa - kartoteka autorytatywna
Bruno Schrep,Biblioteka Narodowa - kartoteka autorytatywna
Johann Kaspar Riesbeck,Biblioteka Narodowa - kartoteka autorytatywna
Pierre Jarawan,Biblioteka Narodowa - kartoteka autorytatywna
Christopher McDougall,Biblioteka Narodowa - kartoteka autorytatywna
Józef Niwicki,Biblioteka Narodowa - kartoteka autorytatywna
Léonor-Jean-Christine Soulas d' Allainval,Biblioteka Narodowa - kartoteka autorytatywna
Sergo Kuruliszwili,Biblioteka Narodowa - kartoteka autorytatywna
Bruno Öijer,Biblioteka Narodowa - kartoteka autorytatywna
Matthew Morgan,Biblioteka Narodowa - kartoteka autorytatywna
Andrèj Saǔčanka,Biblioteka Narodowa - kartoteka autorytatywna
Pietro Curti,Biblioteka Narodowa - kartoteka autorytatywna
Anatoliusz Jureń,Biblioteka Narodowa - kartoteka autorytatywna
Zbigniew Wojtyś,Biblioteka Narodowa - kartoteka autorytatywna
Juan Francisco Manzano,Biblioteka Narodowa - kartoteka autorytatywna
Walter Mittelholzer,Biblioteka Narodowa - kartoteka autorytatywna
Mario Farneti,Biblioteka Narodowa - kartoteka autorytatywna
Cammie McGovern,Biblioteka Narodowa - kartoteka autorytatywna
Mihail Pavlovič Lobodin,Biblioteka Narodowa - kartoteka autorytatywna
Gérard Sire,Biblioteka Narodowa - kartoteka autorytatywna
Karel Sabina,Biblioteka Narodowa - kartoteka autorytatywna
Vitus Bering,Biblioteka Narodowa - kartoteka autorytatywna
Wojciech Kowalski,Biblioteka Narodowa - kartoteka autorytatywna
Rimantas Šalna,Biblioteka Narodowa - kartoteka autorytatywna
Stanisław Jarocki,Biblioteka Narodowa - kartoteka autorytatywna
Bożena Kluszczyńska,Biblioteka Narodowa - kartoteka autorytatywna
Caspar Fiedler,Biblioteka Narodowa - kartoteka autorytatywna
Csaba Székely,Biblioteka Narodowa - kartoteka autorytatywna
Gitta Honegger,Biblioteka Narodowa - kartoteka autorytatywna
Edmund A. Bojarski,Biblioteka Narodowa - kartoteka autorytatywna
Ron Kovic,Biblioteka Narodowa - kartoteka autorytatywna
Antony Béraud,Biblioteka Narodowa - kartoteka autorytatywna
Enrique Murillo,Biblioteka Narodowa - kartoteka autorytatywna
Claude Michelet,Biblioteka Narodowa - kartoteka autorytatywna
Maksim Osipov,Biblioteka Narodowa - kartoteka autorytatywna
Vadim Nikolaevič Levanov,Biblioteka Narodowa - kartoteka autorytatywna
Kseniâ Viktorovna Dragunskaâ,Biblioteka Narodowa - kartoteka autorytatywna
German Grekov,Biblioteka Narodowa - kartoteka autorytatywna
Samuel Warren,Biblioteka Narodowa - kartoteka autorytatywna
Robert Walter,Biblioteka Narodowa - kartoteka autorytatywna
Vincenzo Consolo,Biblioteka Narodowa - kartoteka autorytatywna
Valerij Šergin,Biblioteka Narodowa - kartoteka autorytatywna
Patricia Highsmith,Biblioteka Narodowa - kartoteka autorytatywna
Marina Sokolân,Biblioteka Narodowa - kartoteka autorytatywna
Louis-Benoît Picard,Biblioteka Narodowa - kartoteka autorytatywna
Nicolas Filleul‏,Biblioteka Narodowa - kartoteka autorytatywna
Norman Douglas,Biblioteka Narodowa - kartoteka autorytatywna
Iakōvos G Pitzipios,Biblioteka Narodowa - kartoteka autorytatywna
Albert Samuel,Biblioteka Narodowa - kartoteka autorytatywna
Rosa Regàs,Biblioteka Narodowa - kartoteka autorytatywna
Walter Rothbarth,Biblioteka Narodowa - kartoteka autorytatywna
Adam Kuckhoff,Biblioteka Narodowa - kartoteka autorytatywna
Karel Nový,Biblioteka Narodowa - kartoteka autorytatywna
Karl Alexander Herklots,Biblioteka Narodowa - kartoteka autorytatywna
Dominika Ćosić,Biblioteka Narodowa - kartoteka autorytatywna
Carlo Guaita,Biblioteka Narodowa - kartoteka autorytatywna
Anna Karwowska,Biblioteka Narodowa - kartoteka autorytatywna
Irena Czech,Biblioteka Narodowa - kartoteka autorytatywna
Jacek Mączka,Biblioteka Narodowa - kartoteka autorytatywna
Isabella Nilsson,Biblioteka Narodowa - kartoteka autorytatywna
Izabela Krawczyńska,Biblioteka Narodowa - kartoteka autorytatywna
Alfons Kowalewski,Biblioteka Narodowa - kartoteka autorytatywna
Petras Vileišis,Biblioteka Narodowa - kartoteka autorytatywna
Rhonda Byrne,Biblioteka Narodowa - kartoteka autorytatywna
Marin Radu Mocanu,Biblioteka Narodowa - kartoteka autorytatywna
Anna Małgorzata Piskurz,Biblioteka Narodowa - kartoteka autorytatywna
Leslie Meier,Biblioteka Narodowa - kartoteka autorytatywna
C. Day-Lewis,Biblioteka Narodowa - kartoteka autorytatywna
Teresa Wołyniec,Biblioteka Narodowa - kartoteka autorytatywna
Helena Trzebuchowska,Biblioteka Narodowa - kartoteka autorytatywna
R. E. Francillon,Biblioteka Narodowa - kartoteka autorytatywna
Karen Duve,Biblioteka Narodowa - kartoteka autorytatywna
Christos Ikonomu,Biblioteka Narodowa - kartoteka autorytatywna
Robert T. Morris,Biblioteka Narodowa - kartoteka autorytatywna
Giovanni Battista Pigna,Biblioteka Narodowa - kartoteka autorytatywna
Léonora Miano,Biblioteka Narodowa - kartoteka autorytatywna
Edwin Mullins,Biblioteka Narodowa - kartoteka autorytatywna
Dana Burnet,Biblioteka Narodowa - kartoteka autorytatywna
Marta Łączek,Biblioteka Narodowa - kartoteka autorytatywna
Octave Aubry,Biblioteka Narodowa - kartoteka autorytatywna
Janusz Wójcik,Biblioteka Narodowa - kartoteka autorytatywna
Robert Littell,Biblioteka Narodowa - kartoteka autorytatywna
Robert Dessaix,Biblioteka Narodowa - kartoteka autorytatywna
Kate Douglas Wiggin,Biblioteka Narodowa - kartoteka autorytatywna
Kamil Gara,Biblioteka Narodowa - kartoteka autorytatywna
Anatolij Toss,Biblioteka Narodowa - kartoteka autorytatywna
Andrzej Mathiasz,Biblioteka Narodowa - kartoteka autorytatywna
Eduardas Juchnevičius,Biblioteka Narodowa - kartoteka autorytatywna
Jerzy Markiewicz,Biblioteka Narodowa - kartoteka autorytatywna
Andrzej Malanowski,Biblioteka Narodowa - kartoteka autorytatywna
Mikola Lupsâkoŭ,Biblioteka Narodowa - kartoteka autorytatywna
Vladislav Aleksandrovič Ozerov,Biblioteka Narodowa - kartoteka autorytatywna
Johann Ehrenbaum,Biblioteka Narodowa - kartoteka autorytatywna
Nicholas Rankin,Biblioteka Narodowa - kartoteka autorytatywna
Jan Andrzej Andrzejkiewicz-Gintowt,Biblioteka Narodowa - kartoteka autorytatywna
Jean Bazaine,Biblioteka Narodowa - kartoteka autorytatywna
Julius Lasker,Biblioteka Narodowa - kartoteka autorytatywna
Edwin Hoernle,Biblioteka Narodowa - kartoteka autorytatywna
Stanisław Zalewski,Biblioteka Narodowa - kartoteka autorytatywna
Aleksandra Osadowska-Padlewska,Biblioteka Narodowa - kartoteka autorytatywna
Katja Oskamp,Biblioteka Narodowa - kartoteka autorytatywna
Ivan Stojanović,Biblioteka Narodowa - kartoteka autorytatywna
Juan Tafur,Biblioteka Narodowa - kartoteka autorytatywna
Maxim Biller,Biblioteka Narodowa - kartoteka autorytatywna
Alan Brown,Biblioteka Narodowa - kartoteka autorytatywna
Aksana Pâtroŭna Bâzlepkìna,Biblioteka Narodowa - kartoteka autorytatywna
Eric Hendershot,Biblioteka Narodowa - kartoteka autorytatywna
Hubert Krawczak,Biblioteka Narodowa - kartoteka autorytatywna
Sioma Zubicky,Biblioteka Narodowa - kartoteka autorytatywna
Julieta Ferrão,Biblioteka Narodowa - kartoteka autorytatywna
Stanisław Piechowski,Biblioteka Narodowa - kartoteka autorytatywna
Kirik Nikitič Levin,Biblioteka Narodowa - kartoteka autorytatywna
David Steiman,Biblioteka Narodowa - kartoteka autorytatywna
Charles Robert-Dumas,Biblioteka Narodowa - kartoteka autorytatywna
Jerzy W. Helbich,Biblioteka Narodowa - kartoteka autorytatywna
Henryk Chmielewski,Biblioteka Narodowa - kartoteka autorytatywna
Grzegorz J. Grzmot-Bilski,Biblioteka Narodowa - kartoteka autorytatywna
Elar Kuus,Biblioteka Narodowa - kartoteka autorytatywna
Mieczysław Pawlikowski,Biblioteka Narodowa - kartoteka autorytatywna
Lech Stefaniak,Biblioteka Narodowa - kartoteka autorytatywna
Wiktor Kołupajew,Biblioteka Narodowa - kartoteka autorytatywna
Hernán Díaz Arrieta,Biblioteka Narodowa - kartoteka autorytatywna
Tatiana Polakowa,Biblioteka Narodowa - kartoteka autorytatywna
Marìâ Revakovič,Biblioteka Narodowa - kartoteka autorytatywna
Sabri Louatah,Biblioteka Narodowa - kartoteka autorytatywna
Jean Donneau de Vizé,Biblioteka Narodowa - kartoteka autorytatywna
Lev Pavlovič Pasynkov,Biblioteka Narodowa - kartoteka autorytatywna
Marta Dzido,Biblioteka Narodowa - kartoteka autorytatywna
Gina Holmes,Biblioteka Narodowa - kartoteka autorytatywna
Gert Jonke,Biblioteka Narodowa - kartoteka autorytatywna
Werner Reinhart,Biblioteka Narodowa - kartoteka autorytatywna
Mihail Leonidovič Slonimskij,Biblioteka Narodowa - kartoteka autorytatywna
Paweł M. Lipnicki,Biblioteka Narodowa - kartoteka autorytatywna
Gaston Cronier,Biblioteka Narodowa - kartoteka autorytatywna
Paolo Soleri,Biblioteka Narodowa - kartoteka autorytatywna
Rebecca Stead,Biblioteka Narodowa - kartoteka autorytatywna
Michał Kotliński,Biblioteka Narodowa - kartoteka autorytatywna
Jean de La Ceppède,Biblioteka Narodowa - kartoteka autorytatywna
Milan Turkovic,Biblioteka Narodowa - kartoteka autorytatywna
Iulianus Aeclanensis,Biblioteka Narodowa - kartoteka autorytatywna
Cindy Martinusen-Coloma,Biblioteka Narodowa - kartoteka autorytatywna
Ol'ga Konskaâ,Biblioteka Narodowa - kartoteka autorytatywna
Sasha Wagstaff,Biblioteka Narodowa - kartoteka autorytatywna
Chidiock Tichborne,Biblioteka Narodowa - kartoteka autorytatywna
Ferenc Kulin,Biblioteka Narodowa - kartoteka autorytatywna
Grzegorz Słobodnik,Biblioteka Narodowa - kartoteka autorytatywna
Lars Fr. H. Svendsen,Biblioteka Narodowa - kartoteka autorytatywna
Paule Lejeune,Biblioteka Narodowa - kartoteka autorytatywna
Bartłomiej Dzik,Biblioteka Narodowa - kartoteka autorytatywna
Jan Wawrzyniak,Biblioteka Narodowa - kartoteka autorytatywna
Anton Kippenberg,Biblioteka Narodowa - kartoteka autorytatywna
Henryk Banasiewicz,Biblioteka Narodowa - kartoteka autorytatywna
Wojciech Kłosowski,Biblioteka Narodowa - kartoteka autorytatywna
Zygmunt Edward Kukomski,Biblioteka Narodowa - kartoteka autorytatywna
Terenci Moix,Biblioteka Narodowa - kartoteka autorytatywna
Maria Flukowska,Biblioteka Narodowa - kartoteka autorytatywna
Justin Kerrigan,Biblioteka Narodowa - kartoteka autorytatywna
Kazimierz Kukułka,Biblioteka Narodowa - kartoteka autorytatywna
Marian Izaguirre,Biblioteka Narodowa - kartoteka autorytatywna
Bret Easton Ellis,Biblioteka Narodowa - kartoteka autorytatywna
Ward Ruyslinck,Biblioteka Narodowa - kartoteka autorytatywna
Hygin-Auguste Cavé,Biblioteka Narodowa - kartoteka autorytatywna
Adolphe Dittmer,Biblioteka Narodowa - kartoteka autorytatywna
Laila Shukri,Biblioteka Narodowa - kartoteka autorytatywna
Hans Friedrich Blunck,Biblioteka Narodowa - kartoteka autorytatywna
Horowitz Jordan,Biblioteka Narodowa - kartoteka autorytatywna
Maurice Katz,Biblioteka Narodowa - kartoteka autorytatywna
Yi Kwang-su,Biblioteka Narodowa - kartoteka autorytatywna
Bogdan Lata,Biblioteka Narodowa - kartoteka autorytatywna
Eliezer Szila,Biblioteka Narodowa - kartoteka autorytatywna
Tom Gerhardt,Biblioteka Narodowa - kartoteka autorytatywna
Friedrich Karl Kasimir von Creutz,Biblioteka Narodowa - kartoteka autorytatywna
Tomasz Mineyko,Biblioteka Narodowa - kartoteka autorytatywna
Giovanni Zaratino Castellini,Biblioteka Narodowa - kartoteka autorytatywna
Didier Colin,Biblioteka Narodowa - kartoteka autorytatywna
Antoine Danchet,Biblioteka Narodowa - kartoteka autorytatywna
Astrid Ule,Biblioteka Narodowa - kartoteka autorytatywna
Noam Rachmilevitch,Biblioteka Narodowa - kartoteka autorytatywna
Ule Hansen,Biblioteka Narodowa - kartoteka autorytatywna
James Forrester,Biblioteka Narodowa - kartoteka autorytatywna
Elizabeth Dunkel,Biblioteka Narodowa - kartoteka autorytatywna
Elena Văcărescu,Biblioteka Narodowa - kartoteka autorytatywna
Dorothy Koomson,Biblioteka Narodowa - kartoteka autorytatywna
Anatolij Andreevič Anan'ev,Biblioteka Narodowa - kartoteka autorytatywna
Just Mathias Thiele,Biblioteka Narodowa - kartoteka autorytatywna
Heinrich Thiele,Biblioteka Narodowa - kartoteka autorytatywna
